NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAREST_OPENSPACE,NEAREST_ROAD,Latitude,Longitude,asthma_hotspot_probability
42.77851,0.071733,16.31316,21.41966,56.3667515,74.0554167098636,874984,110111,1.0
78.63137,0.0770337,13.41574,24.74692,0.0,50.9466200682378,850185,235694,0.99
46.66613,0.07213727,15.18046,21.25061,142.92152,48.0589982421779,888626,173230,1.0
44.9788,0.06906893,16.647,23.37213,51.5526286,57.556881119707,914209,221584,1.0
49.30812,0.0700815,16.91117,23.08268,114.37033,61.0636313100109,904552,208000,1.0
40.29998,0.07084368,14.17611,23.53701,28.0781525,67.1873279354045,918751,246812,1.0
63.96448,0.07281058,16.76106,23.3399,71.8852462,127.922163902451,882691,215516,1.0
37.59103,0.07011352,14.05497,23.48876,44.5916929,34.3688185954782,924338,245286,1.0
72.64214,0.07679923,13.69081,24.10829,24.6292623,77.5421277576027,868587,240326,1.0
50.1344,0.07417203,14.9303,19.82346,0.0,70.8264633877412,867145,165480,0.82
47.77031,0.07225676,15.1696,21.3414,33.4560719,44.6600401067167,885974,173979,1.0
48.88349,0.07080582,16.64469,23.49254,274.981556,35.4286664962117,907995,232963,1.0
41.48029,0.07273557,15.97141,20.94248,49.9409199,51.5585970015071,878749,116403,1.0
39.66465,0.07434917,15.66138,20.25003,45.4258649,67.4552018153456,879041,148195,0.9
36.61055,0.07119703,17.83643,21.82381,440.484989,71.5794132159866,915105,108826,0.91
32.50184,0.06966136,14.72344,20.70253,376.119729,28.1614049576512,926888,174680,0.96
77.46689,0.07690649,13.65728,24.59308,273.238943,120.524138192823,852318,230136,0.95
76.96376,0.08099813,13.30006,23.87001,345.496488,62.0705379361523,827892,282840,0.73
51.44572,0.07098869,17.54266,23.51642,92.9073194,42.7107491064101,904210,230392,1.0
53.25935,0.07071755,17.20201,23.24671,48.3635653,52.3917956468454,898579,210752,1.0
66.85771,0.07358222,15.99652,23.56775,0.0,116.520074080348,874858,214591,1.0
72.98628,0.0757079,14.49613,24.26178,39.9198869,39.6517242526708,858021,215372,1.0
38.75424,0.067334,15.77039,23.1145,53.1661887,120.165690032176,924714,209610,1.0
64.90003,0.0765802,13.32615,24.01711,0.0,48.0660496155549,878632,256206,1.0
64.70705,0.07281259,17.18542,23.28506,40.4871884,27.5092626563365,885478,222923,0.99
68.73099,0.07373993,16.36125,23.41546,0.0,9.93609633200806,881665,230514,1.0
42.67031,0.0718111,16.30474,21.34174,50.5625323,34.925330481737,876003,110715,1.0
44.88597,0.06976351,16.29174,23.41179,32.9861277,100.935909016744,914168,229496,0.99
64.7739,0.07395421,15.48303,23.39247,0.0,67.7683183290194,885608,242244,1.0
67.01317,0.07436805,15.25553,23.46869,0.0,127.002180115749,881833,241478,1.0
61.20751,0.07651197,13.12693,24.00829,272.079814,45.3679601974144,883538,260404,1.0
47.7076,0.07189742,15.48748,21.99208,65.6834017,14.5041322298065,892664,181455,0.96
42.78372,0.07131138,14.41349,23.56722,251.835794,26.825498754363,914450,246612,1.0
43.33347,0.06907373,16.20755,23.36541,19.90966,94.3602184618302,916694,225996,1.0
31.74747,0.06649695,13.96745,22.76028,85.3182134,43.1134917296155,942466,226416,1.0
63.66578,0.07261278,17.55894,23.28893,601.832784,10.6652627867146,888426,225257,0.94
51.55504,0.07059312,16.95899,22.97715,39.0869534,57.0965583547299,899902,207559,1.0
52.44357,0.0708514,17.88782,23.50401,18.2361753,36.9719156321374,902990,226065,1.0
78.63137,0.0770337,13.41574,24.74692,0.0,62.0133301808331,850207,235601,0.96
75.19436,0.07639222,14.12581,24.37725,69.9944588,121.07673829418,855858,222570,0.96
42.29456,0.07274632,15.90839,20.94428,226.727016,31.7721604816141,875908,115061,0.98
50.31235,0.07222013,15.46029,22.1521,0.0,27.9515119137602,887552,183296,1.0
49.5499,0.07018425,16.8909,23.01345,239.384918,76.9952506474132,903515,207501,1.0
57.81827,0.0714982,17.58912,23.35543,23.2429839,52.6346178699586,893899,217307,1.0
43.83431,0.07265914,16.00331,20.91148,20.9175203,45.6316620801869,871737,112175,1.0
69.30491,0.0763106,13.69319,24.10744,15.0429848,53.715219193773,873480,249836,1.0
70.34677,0.07508226,14.84715,23.67432,76.6117833,66.9893771558055,875561,237784,1.0
62.25095,0.07325891,16.26344,23.40169,10.8889206,45.294745055958,889590,239401,1.0
42.46462,0.0742536,15.78964,20.48562,38.7547708,103.572932347542,871891,121038,0.87
36.39526,0.07036579,13.44626,23.49211,56.0917806,86.9242225313135,925733,250967,1.0
66.62251,0.07852165,12.90462,24.62208,0.0,96.4854372548089,872154,259550,0.95
45.59927,0.0708049,18.63356,21.38105,64.4028196,45.0965174769194,868850,102845,1.0
40.77649,0.07043464,20.73728,21.7618,37.6231051,106.772847509696,896976,101614,0.61
34.53284,0.06701927,14.96414,22.73176,94.2383082,72.1020420822386,933747,204484,1.0
45.29039,0.06902415,26.26685,21.85772,54.8266191,24.3834147015674,889826,86932,0.7
37.72383,0.07461616,15.86707,20.32088,0.0,53.285772814197,882534,140260,0.94
43.18468,0.07093925,17.73383,21.61516,17.9277011,76.5049256083759,878278,106255,1.0
42.04569,0.07140766,16.97166,21.48805,19.6047296,54.5718433739231,880113,110109,1.0
40.89699,0.07326923,15.79296,20.73064,339.488009,35.0353028301548,879268,119334,0.99
62.8628,0.07333777,15.70011,22.82738,0.0,44.4152585572357,874703,203525,1.0
43.09719,0.07210863,16.07067,21.19163,87.1108963,69.0558240582579,874165,111948,1.0
59.04109,0.0733569,15.17127,22.30324,0.0,171.515272722299,870362,189502,0.91
76.99973,0.08013941,13.3,23.86964,27.8419424,33.2573331390219,821223,273146,0.85
42.60139,0.06973283,15.59172,23.41967,7.76404427,47.2474849384275,917467,234029,0.99
66.21697,0.07315206,16.84565,23.35375,47.3146542,93.6808239110764,882614,222974,1.0
62.05297,0.07243695,16.94608,23.24482,0.0,208.646850234983,885374,214518,0.87
54.44265,0.07082941,17.58506,23.43028,28.835366,95.8666029010789,898718,216311,1.0
69.60979,0.07415078,15.95098,23.5174,12.0056607,78.2074149809346,878947,230327,1.0
43.70872,0.07143275,14.52511,23.57424,139.397518,33.2834260016558,913571,245473,1.0
40.22591,0.07042436,20.83845,21.77866,58.3421971,45.7325334674293,900852,101267,0.85
72.73393,0.07555497,14.56688,24.18341,80.7448557,26.4013388782567,859165,215726,1.0
68.73099,0.07373993,16.36125,23.41546,0.0,9.93609633200806,881665,230514,1.0
36.51256,0.0739046,15.60999,20.32949,92.0707629,36.2831257852314,896529,148725,0.86
45.99072,0.06994421,21.20197,21.69377,10.7768519,37.2561876901729,874565,96320,0.97
41.51809,0.07154017,15.31709,20.99966,0.0,64.8416508631202,898618,171058,0.99
73.55513,0.07619918,14.17403,24.46686,489.694794,31.2175756581973,850634,211960,1.0
34.8886,0.06637592,15.02895,22.82624,71.9242808,36.4866622389274,933559,213558,0.99
70.56161,0.07468588,15.38151,23.62143,48.6085736,58.4694122954743,875556,232065,1.0
48.10548,0.07130072,15.93239,22.21647,185.384079,41.3015176117081,897393,189951,1.0
44.74403,0.07205109,15.22958,21.02024,130.227969,63.4380880575897,891198,171718,0.99
44.51797,0.07101905,17.59258,21.47878,513.909818,42.6686530680929,873194,105790,0.99
47.08182,0.0720726,15.19428,21.52138,368.918466,31.9237647864057,889589,176295,1.0
51.63046,0.07190723,14.86911,23.60465,14.2698295,16.3296695239529,903158,242363,1.0
81.97844,0.0770177,13.40255,24.70727,657.740442,30.7156532061598,830411,229375,0.98
68.23855,0.07396074,16.01371,23.41293,0.0,51.629257244873,882252,235508,1.0
36.14488,0.06778341,14.68982,23.21516,315.332634,122.995856457394,931500,230114,0.96
49.85609,0.07148623,15.28575,23.55772,41.3180117,80.8881011521815,905541,239595,1.0
56.62082,0.07171743,18.51853,23.5129,54.6448235,63.8493786138146,897523,229000,1.0
35.91982,0.07480435,15.95737,20.26619,136.708288,49.5044068424069,889131,137008,0.9
43.83809,0.07237956,16.02483,21.02004,52.6032981,39.1421758604529,872627,112009,1.0
58.86527,0.07192852,18.28364,23.43559,28.6526077,56.6520576056809,894670,226567,1.0
62.70925,0.07363755,15.54423,23.40856,37.4954407,41.5422360056517,888264,242757,1.0
78.72227,0.07696605,13.44913,24.74109,291.519524,24.9235950907281,848553,233697,0.95
33.74781,0.06982335,14.64244,19.22906,491.275545,146.65095265463,929398,164888,0.73
46.26377,0.06985525,16.53323,22.66432,0.0,59.0363774990068,907951,203554,1.0
64.30616,0.07288989,16.69757,23.3652,55.046608,28.3347233285272,881935,216013,1.0
37.57578,0.06723981,15.27444,23.19853,61.3433615,59.7601088064069,927928,223448,0.99
41.27468,0.07115079,17.79924,21.62188,54.0174224,39.1224718883889,885115,108719,1.0
48.76,0.07142398,15.22229,23.55761,0.0,34.8242288387412,906815,239974,1.0
41.56397,0.07047946,15.66808,21.72425,0.0,55.8277650369229,907573,184657,1.0
57.26598,0.07317234,15.22932,22.2152,0.0,83.0576413020673,873197,186968,1.0
57.18851,0.07171185,18.41707,23.48659,69.9984422,78.4743972976715,896501,227620,1.0
56.63247,0.07162526,18.41439,23.49798,394.331765,21.4284988209956,897367,227826,1.0
71.20838,0.07513589,14.89672,23.69808,75.7040543,44.6192771660694,873534,234483,1.0
41.39362,0.07090271,14.48165,23.53929,60.8518901,59.7877836564896,917527,245179,0.99
50.96601,0.07060364,17.62859,23.48719,15.854599,97.7438835105382,905073,225875,1.0
62.21179,0.07240015,17.83361,23.32771,132.138312,15.406616820605,890205,225966,0.99
81.62321,0.07709853,13.24656,24.34451,94.8038144,59.6101002421034,826991,226594,0.99
36.26295,0.06613185,15.32511,22.94326,56.0239452,41.2893064528631,930089,213500,1.0
52.92801,0.07088608,17.94943,23.50308,48.3016015,39.7411440994977,902457,225401,1.0
50.94494,0.07258546,15.18509,21.79586,191.190967,30.3138240028969,882360,178243,0.98
45.90622,0.06988254,21.55898,21.70729,13.023132,72.9354616951503,876082,96008,0.94
43.95164,0.07080629,17.98712,21.60584,0.0,54.2136179704852,875579,104890,0.95
42.35596,0.07182838,16.38046,21.32109,19.8369953,63.6579424377547,876990,111739,1.0
69.61375,0.07432816,15.21477,23.68561,0.0,9.50222143861506,867844,214314,0.99
43.04414,0.07340133,15.79414,20.71379,44.8275062,25.8048516709367,872185,116095,0.98
53.82558,0.07074215,17.69744,23.45696,338.187428,19.6357334843357,900367,218751,1.0
39.75135,0.07079782,15.36446,21.30522,0.0,82.0180538417919,907015,177123,1.0
50.80824,0.07184015,15.82898,22.36495,83.820025,41.9594646223543,891059,189618,1.0
34.62181,0.06639089,14.9662,22.80575,318.569955,20.1473729874904,934027,213900,1.0
61.20751,0.07651197,13.12693,24.00829,296.485541,2.48486916162512,883483,260448,0.77
73.91681,0.07737433,13.3322,24.61815,0.0,50.3671483610146,864404,245912,0.98
37.21194,0.06641504,15.50032,23.02721,156.414405,99.5705854382167,927729,212846,0.99
51.44572,0.07098869,17.54266,23.51642,30.9809372,16.0873034491798,903979,230283,1.0
76.76658,0.07769008,13.29939,23.88373,5.95378958,30.535126489344,820825,245938,0.95
64.14192,0.07987279,12.48365,24.81888,43.5310813,59.6735429448242,869219,268723,0.96
43.90566,0.07139727,16.67282,21.41596,22.7188801,58.8670672710355,874801,108057,1.0
77.94304,0.07688609,13.59047,24.64054,25.8898125,82.3426383078984,850371,230013,0.98
42.78372,0.07131138,14.41349,23.56722,275.603963,38.8185222260222,914356,246157,1.0
63.88267,0.07872656,12.77902,24.67118,79.0013864,40.5412544823293,876080,263841,0.99
41.80849,0.07064398,15.62846,21.69754,0.0,106.73188571554,906500,183241,1.0
44.95335,0.07174005,15.3337,21.42939,15.7231571,72.5168603122592,894598,176287,1.0
48.53603,0.07162201,15.76714,22.27761,0.0,73.6314675514549,894661,187431,1.0
52.68,0.07307159,15.08712,21.82477,0.0,35.0149484323308,877109,177624,0.93
33.31153,0.06694929,14.19739,22.89504,88.0533926,35.5767852096432,938428,228832,1.0
43.07292,0.06411093,41.97625,23.40981,0.0,57.0258229029955,913511,58493,0.92
68.42236,0.07411155,15.83729,23.44155,0.0,20.412323554005,881520,235944,1.0
78.02118,0.0766131,13.31134,24.86474,988.553087,33.2558980837328,835002,221435,0.88
49.04733,0.07032102,17.24541,23.46375,44.1090267,57.2140416110369,907868,226715,1.0
34.75452,0.0746884,15.28347,20.72298,325.054169,36.4459049991635,927747,133435,0.86
44.84964,0.07185737,15.25712,21.27319,115.775881,47.3637499101532,893199,174166,1.0
76.32462,0.07781301,13.40113,23.84043,72.4256123,75.3289359938982,817337,246684,0.96
37.18623,0.06682386,15.28368,23.14182,0.0,71.2583553749458,928787,221476,0.98
42.91035,0.06507377,38.23195,23.22323,135.677137,228.575019467058,914653,65214,0.68
62.98256,0.07299879,17.10909,23.37263,189.994939,34.2637918622425,889670,235477,1.0
66.89009,0.07361703,15.91812,23.56774,44.2246349,48.8405550055086,874433,213665,1.0
37.56171,0.07151319,15.40078,20.24931,0.0,34.7432344408686,902490,162444,0.95
33.36855,0.07006352,14.77985,19.12342,43.5732801,78.737357192657,937496,154595,0.7
45.9155,0.07215632,15.20502,21.01792,43.7921629,32.7731472890449,888114,171689,1.0
36.04698,0.06589086,15.21352,22.97061,23.2792411,50.419146843524,930745,217324,0.98
35.8176,0.07194436,16.03987,21.76089,61.5887625,54.5530328287603,913057,117965,0.94
59.37941,0.07181195,17.71362,23.34103,58.8081516,101.577476979211,892427,220166,1.0
73.11272,0.07689953,13.60518,24.19512,53.9823633,70.1922858421044,867873,239718,1.0
73.07291,0.07693246,13.55287,24.24746,54.9474883,145.618064926315,867356,241428,0.89
38.55511,0.06749542,15.45675,23.24593,0.0,70.7800983383167,925922,223087,1.0
35.14542,0.06658764,15.10113,22.83324,0.0,67.6885199859694,933069,212294,0.95
33.83102,0.06687949,14.77781,22.7206,166.545362,46.5715328996436,935537,206037,1.0
41.3947,0.07424969,15.59713,19.92178,175.033264,30.365542248102,873896,150795,0.79
45.15404,0.0719023,15.23597,21.28332,19.1156831,16.8507204693564,892780,174199,1.0
62.32541,0.07342921,15.46163,22.56104,464.499382,87.3581828869267,872202,199637,0.96
42.81431,0.07303143,15.82963,20.83569,28.169793,46.7179208900509,873690,115230,1.0
42.43926,0.07325406,15.7782,20.76508,77.6003003,61.3230347677185,874254,116365,1.0
42.70002,0.06474867,39.63119,23.26644,339.92998,33.818329211364,915060,62813,0.76
44.69584,0.07079607,18.10272,21.54071,37.6635654,58.0594697882529,873194,103884,1.0
29.17505,0.06798721,12.99282,22.84043,0.0,59.5749574163507,943923,247502,0.98
57.20418,0.07137725,17.56102,23.36474,38.9064337,69.1783024030653,894906,216688,1.0
69.17706,0.0749211,14.85155,23.6306,0.0,149.46527754258,877669,240903,0.99
33.3835,0.06712443,14.65879,22.68113,33.322048,31.7042512471468,935845,201439,1.0
37.64793,0.06771774,15.64249,22.83419,133.791881,120.074477165714,924784,203344,1.0
32.9472,0.06967496,12.22719,22.99249,203.764786,30.6239379566111,933833,272963,0.99
49.14006,0.0715843,15.00175,23.577,70.7473321,42.6665361952239,906027,241761,1.0
43.35151,0.06408633,42.37574,23.46857,37.625115,67.3589719330696,908888,54998,0.97
33.31153,0.06694929,14.19739,22.89504,6.32549679,98.2202319903827,938274,228973,0.99
33.90062,0.0668644,14.38797,22.92141,61.4392554,95.2299633868807,937203,227196,1.0
81.51055,0.07719694,13.20696,24.25216,231.952504,34.9314444110373,826816,227576,0.95
61.75862,0.07227518,17.34416,23.25717,39.3498556,71.9325708350738,888285,218293,1.0
70.89268,0.07962636,12.41706,24.80149,466.180959,50.2615060442068,855996,263290,0.96
32.93751,0.06702767,14.09046,22.88353,464.163885,86.2701076561984,938935,230258,0.97
45.29208,0.0720578,15.21191,21.09299,242.644545,54.4600080706955,890728,171886,1.0
44.30209,0.07182351,15.27226,21.20317,0.0,92.1277040086727,893862,173473,0.99
66.84367,0.07326048,16.81959,23.35587,158.27542,71.5629974621575,882886,224726,1.0
70.73363,0.07454283,15.31228,23.67792,277.081049,35.4237449309531,870142,222324,0.98
48.71768,0.07096586,16.23342,22.16813,152.539945,29.0700906859791,899686,195885,1.0
36.80719,0.06767838,15.5135,22.71751,108.630189,21.5534669276825,926543,201684,1.0
33.95953,0.06819533,14.92831,22.03035,26.824238,60.7916676609606,929520,193601,0.95
36.75366,0.0703432,13.57948,23.49626,20.5469281,25.0545073370644,925371,249590,1.0
51.93759,0.071068,17.65717,23.52367,468.423143,29.2819939988015,903472,230509,1.0
48.54377,0.0699725,17.22769,23.43966,20.7389913,42.8536277342464,908153,223171,1.0
41.97619,0.06550752,35.89897,24.72661,422.889999,220.964420080594,939591,60114,0.24
41.01639,0.0713556,17.36085,21.53923,32.1668698,34.225321062824,884666,111264,1.0
43.65138,0.06293924,42.79786,24.08531,18.536496,43.7851719896884,905135,46257,0.78
76.65903,0.07667511,13.69593,24.58393,603.839746,35.8667491914647,846110,222593,0.97
47.41621,0.06978223,16.73655,22.9934,13.2528315,39.1816506951997,907245,206991,1.0
43.5009,0.07409945,15.44672,19.645,316.225111,30.7211706763645,870199,155546,0.8
58.1998,0.07175488,18.22714,23.44034,29.6070757,64.5490217739045,895557,225431,1.0
36.80401,0.07179458,16.65478,21.73661,51.1407919,82.1842144563941,904270,116794,0.99
52.92188,0.07122824,17.89927,23.53651,76.3323962,80.9402317174675,902413,229994,1.0
58.1998,0.07175488,18.22714,23.44034,120.403781,36.0475959319915,895453,225571,1.0
72.95318,0.0757493,14.34781,23.89504,52.2594472,113.55206837246,867209,232187,1.0
32.26984,0.0665978,14.0507,22.78922,50.3666875,35.4380397783922,940794,227013,0.99
46.62793,0.07017326,16.5523,23.44315,20.6412906,49.7240926338869,911247,230075,1.0
36.98855,0.07066062,13.27914,23.51132,128.091258,34.3009078123288,924471,253731,1.0
35.16529,0.0662522,15.08254,22.85625,0.0,56.3996064526417,932905,214667,0.99
45.25126,0.07200785,15.21313,21.16231,10.0588185,30.9776172619358,891223,173049,1.0
56.00325,0.07172544,18.58695,23.53935,185.208966,33.4791845555399,897749,230457,1.0
58.92721,0.07201508,18.36501,23.44842,22.7640163,82.950674502187,894753,228171,1.0
57.59325,0.07162341,18.19808,23.44984,27.0521708,42.8535335105177,895823,224520,1.0
69.55671,0.07476218,15.13313,23.59602,0.0,50.7356252282755,878144,237814,1.0
44.65591,0.07192952,15.2404,21.15359,12.3222944,139.341531036466,892643,172643,0.67
70.40781,0.07445698,15.60717,23.63495,24.9585212,3.43488042140958,874319,227095,0.96
50.70444,0.07426145,14.87006,19.88082,0.0,80.3073376726874,866261,166478,0.79
28.70262,0.06705473,13.29044,22.74605,0.0,35.8759526062659,947180,236053,1.0
42.04569,0.07140766,16.97166,21.48805,314.881079,51.0430806147368,879755,110470,1.0
39.21215,0.06995904,15.56973,21.58917,118.082819,107.654684088053,913108,185585,0.9
54.10895,0.07128601,16.81235,22.7001,179.04392,56.04275974777,894258,205632,1.0
35.42765,0.06631971,15.1504,22.8708,405.066457,50.5683925976269,931689,213518,0.99
77.65762,0.07750686,13.1573,23.91489,46.320933,32.9817274220669,821821,240951,0.99
43.39404,0.07290224,15.89482,20.85777,185.110012,70.3871729389059,872621,113674,0.96
44.25336,0.07000267,15.90065,23.43204,182.332536,41.2108091849688,914748,233012,1.0
54.73706,0.07100992,17.95586,23.4785,23.4550219,47.8380990582437,899102,222123,1.0
53.84063,0.07091882,17.97251,23.49179,44.3652286,39.5875961645388,900870,223081,1.0
42.85386,0.07144901,14.07929,23.57978,60.6052047,50.2239805614617,913868,249114,1.0
35.20911,0.07159715,15.73258,21.86537,0.0,85.7310100809616,927966,113430,0.9
47.19613,0.0698058,16.965,23.42464,42.1242599,82.290042634121,910578,224778,1.0
35.9782,0.06620261,15.26764,22.91829,165.002589,40.5471945215858,930564,213880,1.0
51.03527,0.07182412,15.86573,22.36294,56.6137356,34.5040041358819,891025,189795,1.0
79.31451,0.07760698,12.84647,24.24438,101.183995,21.9957726681914,826595,249402,0.96
32.02015,0.06651973,14.01894,22.77101,112.495921,62.9803883606044,941860,225904,1.0
34.5163,0.06634405,14.81007,22.86583,78.5522859,70.6780136833322,934792,219314,1.0
57.06024,0.07138849,17.88954,23.42529,28.9054427,45.1074842164835,895831,220789,1.0
54.42527,0.07109454,18.0979,23.49967,47.3798022,29.2906132100762,899895,224825,1.0
52.93761,0.07117981,17.94456,23.53192,131.308134,76.8338676930115,902376,229814,1.0
46.34285,0.07206352,15.17944,21.31523,13.3528826,26.3565428011415,890013,174348,1.0
43.06233,0.0714124,14.26379,23.57664,29.6349798,33.0235311875924,913973,247921,1.0
36.80632,0.07196518,16.43567,21.65832,47.9402451,46.6297527783352,903242,117748,0.99
67.89146,0.07614843,13.70517,24.00601,49.9599013,113.621031813735,875931,251457,1.0
32.14736,0.06730536,13.89728,22.88757,718.618143,13.5931284255625,939725,233565,0.88
47.60312,0.07212234,15.21509,21.59212,49.6415924,38.7055954526615,889161,176594,1.0
70.35515,0.07468825,15.35265,23.60816,55.5769503,35.0203732506936,876641,233763,1.0
47.08182,0.0720726,15.19428,21.52138,360.488714,25.8834793202722,889470,176563,1.0
55.88353,0.07127067,18.09414,23.47421,12.2096834,82.9726805974601,897747,223274,1.0
44.91284,0.07014742,20.62613,21.70149,10.0116893,26.13136042916,878562,98513,0.93
78.26741,0.07699369,13.49009,24.69851,71.3685392,33.9108941535905,851129,233602,0.99
52.81575,0.07146099,17.16832,23.55145,20.4352537,41.8762331460438,902426,233619,1.0
43.66166,0.06942671,16.11954,23.38759,28.7508768,48.9280651016615,915806,229090,1.0
41.29929,0.06902,15.62033,23.36394,39.147834,29.7334568489126,919984,230634,1.0
55.98808,0.07135673,18.19507,23.48373,75.8985273,35.7753303430588,898044,224758,1.0
41.65464,0.07109717,17.82579,21.62437,14.7146667,27.8337908630322,883397,108454,0.99
40.17526,0.07088001,14.08487,23.5391,102.034092,62.7582692500924,918627,247655,1.0
54.17022,0.07088218,17.8817,23.47786,24.319205,37.8906436037745,900230,221248,1.0
71.68709,0.07651666,13.67174,24.19915,0.0,74.0222992396288,870494,245325,0.99
37.98703,0.06946065,14.51187,23.4462,0.0,80.1916818426165,926045,240230,0.99
37.69514,0.07029259,13.92908,23.49901,23.6023714,113.872135284809,923455,247315,1.0
53.88086,0.07096308,18.01102,23.4963,25.2966659,17.4284488957268,901158,223977,1.0
46.68369,0.06991199,20.95354,21.58107,75.1053357,44.5836035913604,868544,96724,0.96
41.14912,0.07157763,16.98601,21.39697,200.073223,70.2632752863897,883497,112177,1.0
55.9004,0.07195537,16.47132,22.43652,68.220118,79.9750834257124,888984,202061,1.0
37.34012,0.0702197,13.89178,23.49371,0.0,9.73397916405373,924250,246838,0.92
51.70785,0.07146651,16.24339,22.25269,0.0,77.758079982222,894123,196587,1.0
42.65429,0.07161467,16.5052,21.41189,118.010849,74.4938007510939,876656,110209,1.0
40.19618,0.06891393,15.34628,23.36644,45.927093,48.9551303155177,922551,231599,1.0
39.73779,0.06966909,15.71366,21.72702,243.590446,27.7702136697483,914702,189925,1.0
47.4575,0.07136802,15.82802,22.2114,63.9315337,76.9599695398919,897082,187763,1.0
65.58405,0.0735618,15.71446,23.37998,258.399007,188.228991470809,873193,208490,0.94
63.33825,0.07317029,16.76051,23.36596,0.0,12.3200823197818,889319,236891,1.0
61.32646,0.07218886,17.39966,23.26287,19.0840025,60.1730074174446,888978,218854,1.0
42.83739,0.07129788,14.49281,23.56455,188.712801,62.1215980122968,914500,245288,1.0
42.28747,0.06565705,35.39685,23.60581,129.882551,31.8138568661476,931680,67611,0.86
38.37862,0.0699708,21.94093,21.92697,66.3035289,65.4480673424965,930299,96976,0.88
44.97811,0.06951781,16.47465,23.39772,60.5541585,86.0211638045827,914182,226707,1.0
41.88097,0.07126501,17.28424,21.54785,49.1254899,54.7035947047006,881204,109517,1.0
79.20344,0.07703947,13.36215,24.80985,978.823386,63.2900552251945,847515,238574,0.86
42.408,0.0709087,18.13504,21.65059,11.5724162,50.6418967286562,881297,105923,1.0
51.57632,0.07139152,16.29287,22.24109,92.570496,44.3613888885042,894887,197299,1.0
44.87497,0.07034364,19.58212,21.67074,81.1740262,44.6124373085799,876064,100451,0.98
70.44519,0.07453462,15.55623,23.61151,0.0,35.6861268018578,875576,230521,0.99
76.98013,0.08126906,13.30001,23.8624,174.542053,150.360056823722,830394,286842,0.78
65.94736,0.07405091,15.56011,23.39916,157.679221,104.589246354997,884300,240815,0.99
46.4995,0.07198132,15.21072,21.50356,163.846177,16.7888031508603,891084,175939,0.96
56.59484,0.07317723,15.21673,22.18683,0.0,35.0655618641846,874085,185015,1.0
44.19635,0.07133238,16.86433,21.40837,34.3837752,47.3393896018346,873684,107278,1.0
34.54976,0.06992315,13.31008,23.39741,0.0,78.0795935492175,930251,251100,0.96
53.84063,0.07091882,17.97251,23.49179,46.4765046,73.2730418491733,900875,223638,1.0
48.0359,0.07074349,16.30675,22.17715,60.2626017,81.0050940746931,901768,197265,1.0
55.95145,0.07177211,18.63527,23.54963,52.7302967,43.8586077187014,898344,231225,1.0
42.93261,0.06989201,15.58252,23.43215,229.839488,23.0816347025959,916787,234657,1.0
35.36967,0.07144947,15.94466,21.88182,286.582309,58.4554678158531,930604,111663,0.96
51.40434,0.07123204,17.00744,23.52917,209.776477,32.0496117182644,904201,233962,1.0
43.8135,0.07227584,15.29678,20.4527,45.1610033,42.5083415322379,889263,166574,0.97
57.53752,0.07210322,16.57912,22.63911,24.4596119,48.1827118474181,887954,204506,1.0
56.07687,0.07269131,15.57852,22.31515,47.5706163,161.084904515235,880016,190621,0.98
49.38604,0.07088253,16.73862,23.49902,17.8971278,29.4526550152124,906892,233054,1.0
32.15052,0.06676517,13.9803,22.80419,27.1412291,69.0805883105889,940918,229224,0.99
34.81043,0.06986988,15.02992,21.38788,77.9370377,66.4378302901124,919968,178808,0.9
44.36237,0.07098081,17.61078,21.51133,779.731179,45.8392481432345,873485,105685,0.96
42.87913,0.07329661,15.7913,20.74856,184.784569,81.9566178869415,873057,115938,0.98
45.18606,0.07173695,15.35202,21.48981,56.7317894,39.272539350443,894841,177267,1.0
41.52424,0.07131579,17.29983,21.5336,92.4698596,52.5608347630341,882819,110173,1.0
41.27224,0.07304359,15.85785,20.8211,139.291095,58.693193951268,878760,117862,0.98
46.2728,0.0693597,16.70849,23.18509,27.96839,75.4453692297449,909975,208607,1.0
52.18026,0.0743558,14.76079,20.18202,125.323483,57.3440107516918,866564,168695,0.83
41.02355,0.07065897,19.76641,21.72743,251.88879,30.5491621387315,891349,103336,0.94
35.96644,0.07134966,16.86998,21.84982,779.108594,40.8189360435201,921757,110236,0.87
39.42043,0.06711914,15.797,23.22652,0.0,36.184766875677,923694,216883,0.99
74.51969,0.07704648,13.51647,24.46229,15.448478,42.6514622538556,863481,240186,0.98
34.79359,0.07011364,14.87895,19.03473,23.8998329,65.9211693339786,926309,160806,0.93
39.85216,0.06941279,15.81473,21.86523,40.3372363,64.4699098303166,916266,193324,0.98
35.20911,0.07159715,15.73258,21.86537,0.0,56.7375622825975,928216,113254,0.95
33.68769,0.06814201,14.8687,22.06802,43.6166155,4.88531302589996,929637,193461,0.94
36.8989,0.07119006,18.07798,21.81131,156.444308,37.7481074883469,911725,108728,0.96
48.56037,0.07034335,17.0812,23.46305,30.6179583,35.3204180791027,908250,228423,1.0
44.46102,0.06967364,16.21624,23.40511,73.8865172,76.7895750107845,914959,229462,0.99
72.95318,0.0757493,14.34781,23.89504,91.0235145,56.5078923843035,867565,232174,1.0
72.95318,0.0757493,14.34781,23.89504,91.0235145,56.5078923843035,867565,232174,1.0
74.27503,0.07613905,14.27618,24.38207,55.3036625,48.3462662872686,855166,217475,1.0
