NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAREST_OPENSPACE,NEAREST_ROAD,Latitude,Longitude,asthma_hotspot_probability
76.30869,0.07780543,13.38963,23.87657,284.63609,72.7597683940999,820804,251587,0.97
65.82251,0.07370232,15.51077,23.32357,99.3204665,42.6785880624096,871246,207777,1.0
73.94739,0.07646424,13.82341,24.54462,39.2512428,52.1372725564872,843884,213766,1.0
49.64947,0.07121673,15.9919,23.52685,0.0,46.2563180273161,906035,236411,1.0
80.46636,0.07739417,12.9426,24.74357,54.237063,62.6561104570276,831052,246193,0.93
30.05011,0.0668995,13.58396,22.74649,124.111824,33.1023874937758,944234,232104,1.0
67.07413,0.07409954,15.19959,23.46645,631.01038,65.6822345042244,866903,206769,1.0
37.25095,0.07134043,15.37691,20.31522,370.631889,341.092562188023,904406,163418,0.05
77.14984,0.07764881,13.20036,23.90659,454.389653,49.2815176533501,821595,245531,0.96
53.15702,0.07103022,16.87824,22.7954,92.6439905,36.7491180684818,896886,206019,1.0
67.04866,0.07329585,16.80375,23.35706,25.6521572,48.8495202588485,882832,225535,1.0
77.61849,0.07765123,13.05327,23.96256,50.1851367,57.1479765066888,822860,247326,0.99
42.46991,0.07106348,17.59851,21.60831,63.4037503,84.4212610054191,880234,107824,1.0
74.28571,0.07616512,14.25695,24.4024,20.6432949,13.8706333685197,854450,216190,1.0
43.08049,0.07418094,15.79183,20.50602,13.7792916,47.5549615384786,870277,118593,0.94
65.10027,0.07303508,16.65746,23.39683,0.0,37.7684160938536,881738,216877,1.0
70.98421,0.07964169,12.38499,24.80663,30.7469325,40.6909151111909,855254,264560,0.99
77.61849,0.07765123,13.05327,23.96256,447.626742,25.3875268372453,823458,247535,0.88
40.30602,0.06822102,15.6905,23.30631,29.945265,4.3058077869943,922064,225593,1.0
76.489,0.0777261,13.37948,23.86861,37.7393054,29.4825343485191,820486,246656,1.0
40.30602,0.06822102,15.6905,23.30631,29.945265,4.3058077869943,922064,225593,1.0
40.25205,0.06768858,15.85375,23.2762,54.1659823,140.885475305785,922324,220838,0.91
41.98322,0.06525499,37.3618,24.74808,355.841173,140.353816462046,937046,57213,0.68
68.86889,0.07380448,16.30619,23.43801,0.0,67.2635054967713,880589,229525,1.0
41.14912,0.07157763,16.98601,21.39697,45.4939143,51.6069480621908,883585,112553,1.0
31.14815,0.06650999,13.85554,22.74676,48.2639564,106.271951143113,944157,226545,0.97
63.09467,0.07295351,17.2289,23.36834,43.6562524,63.0943298134559,889795,234374,1.0
43.14114,0.06976051,23.22934,21.80541,53.5069601,38.1462833060782,895486,95146,0.7
28.26134,0.06761701,12.75148,22.80134,115.43573,62.4357914592994,951089,250105,0.99
65.0816,0.07408629,15.32885,23.40956,31.1910858,31.0126728097321,884562,243006,1.0
58.62608,0.07287842,15.71985,22.33406,0.0,87.0849898138764,878714,196573,1.0
32.81652,0.06666977,14.16125,22.82428,252.15415,51.177166145704,939816,226716,1.0
48.24616,0.07136818,15.23699,23.55356,26.1310298,44.453693665555,907479,240334,1.0
40.53979,0.07115677,18.06246,21.66893,133.723528,53.1410548377822,888445,109275,0.99
63.60942,0.07437808,14.94381,22.75872,0.0,94.2785908517251,864289,196232,0.99
52.17001,0.07077187,16.92492,22.89255,66.0388734,64.6486452519329,898508,207092,1.0
37.74364,0.07123987,18.2186,21.78117,29.8196111,40.423564294845,903373,109354,1.0
63.64947,0.07322519,16.00458,23.18437,0.0,79.7019821423513,876766,207628,1.0
32.52083,0.06668659,14.08202,22.8116,96.5043068,37.472629264052,940054,227559,1.0
32.50126,0.06926141,14.84885,21.31628,34.2528355,83.7723332617759,927858,182022,0.95
68.9284,0.07992547,12.33513,24.79909,35.2897271,31.7157903620024,858488,267344,0.99
31.58254,0.06909109,12.92661,23.05685,32.3098585,10.0348260669553,937102,254109,0.98
63.78936,0.07494391,14.16972,23.57204,34.4108957,36.2126095717003,883564,250815,1.0
76.37839,0.07774086,13.42153,23.85795,13.2492687,59.0761984947818,819611,246290,1.0
48.81389,0.07113826,16.11369,22.18719,137.257071,139.261139938625,898131,193587,0.93
47.66922,0.07239729,15.17393,21.02597,30.601137,43.6972251514421,883855,171494,1.0
39.75135,0.07079782,15.36446,21.30522,0.0,82.0180538417919,907015,177123,1.0
49.57468,0.07126905,15.79807,23.53279,234.061796,32.0922247391594,906498,236937,0.99
52.83831,0.07141603,17.41317,23.55018,93.2833681,18.1906190564814,901963,232874,1.0
44.59684,0.07320073,16.36959,20.57954,28.0987081,58.9506197890366,867503,111754,0.98
81.24463,0.07715172,13.14638,24.20695,19.7419088,30.0659238412749,826248,228972,0.98
31.40682,0.06882971,13.084,23.03773,49.7675644,36.2538491940332,937397,250659,0.97
76.49678,0.07781784,13.28158,23.90125,203.775422,95.3311683783117,822416,253110,0.91
40.12534,0.06872059,26.48197,22.38553,16.3574333,26.3153617683614,931644,87272,0.68
36.35266,0.07119344,16.91764,21.8856,40.2842908,41.4071893021134,926694,108538,0.99
38.62002,0.07218528,16.41243,21.34007,0.0,34.9272811341524,890950,118022,0.94
62.35061,0.07291945,17.20819,23.39042,33.3709591,115.501757220011,890197,235027,1.0
69.38682,0.07600791,13.86584,24.00221,201.375064,64.1596555541075,874552,248567,0.99
42.94199,0.0691106,16.27875,22.80237,0.0,32.1664953992378,914023,203464,1.0
33.90113,0.0698626,13.12982,23.33561,33.6798046,34.2891048233518,931112,253555,0.99
40.24576,0.0744087,15.77279,20.23257,10.4146322,67.3934279955449,874507,141954,0.95
41.40198,0.06790894,16.15022,23.26696,90.8363392,46.4936629153283,919548,212436,0.99
77.7903,0.07718565,13.38393,24.73905,9.19087304,64.1386544826077,853841,238811,0.97
48.61692,0.07108134,15.93277,23.51739,85.6299744,33.2412339210078,907998,236262,1.0
33.18346,0.06715352,14.11768,22.91906,0.0,54.3554973619731,938010,231188,0.99
36.22068,0.06699272,15.34353,22.89773,97.6661467,111.781556094683,929807,209554,0.99
81.21741,0.07712493,13.10607,24.2442,31.1068187,31.5303493059438,826078,230759,0.98
65.92149,0.07297601,17.22343,23.2974,18.7125535,31.9518526192781,886113,228420,1.0
29.68259,0.06675983,13.56967,22.72722,798.79939,16.2968396388166,946247,231122,0.89
53.95903,0.07110246,18.11282,23.51098,49.8094092,37.0269346495706,900569,226053,1.0
70.8643,0.07663425,13.58878,24.25909,0.0,45.1544146242226,870929,248204,1.0
53.10523,0.07123854,16.68721,22.51676,25.3902554,26.4428076531503,895115,202978,0.99
35.53558,0.06613379,15.08151,22.93798,40.9039621,129.582949521319,932227,218013,0.98
35.47392,0.07093193,15.40651,19.91487,0.0,86.5110838142891,913897,158255,0.19
45.75992,0.06643003,34.84861,22.83396,10.087048,58.5233484379549,899107,69558,0.73
36.49503,0.06892634,15.39562,21.63767,233.593416,17.5775567269456,922042,191285,0.79
79.54382,0.07710428,13.25464,24.97839,0.0,178.085171135683,837773,242745,0.75
45.6797,0.07066984,15.69072,23.4882,0.0,56.9264089134611,912016,236893,1.0
72.99986,0.07614424,14.20102,24.4676,78.1541806,97.1866259232574,851075,210882,1.0
54.75248,0.07116117,17.0499,23.03737,332.924938,60.5969165587111,895290,208670,0.99
32.15052,0.06676517,13.9803,22.80419,27.1412291,69.0805883105889,940918,229224,0.99
46.89287,0.0716613,15.59026,22.05674,14.6943828,92.7679371452498,895011,183322,1.0
28.32737,0.06689428,13.28924,22.73292,0.0,9.79460843057157,949621,234602,0.97
79.22913,0.07778208,12.81845,24.80513,0.0,69.5477193169285,833151,252682,0.91
63.83126,0.07377604,15.58248,23.38811,33.0706291,41.0867789842238,886604,242354,1.0
36.98276,0.0707977,15.13548,20.78152,0.0,107.687710399902,910263,171701,0.85
48.37917,0.07187235,15.57999,22.16253,46.7754565,34.9128498899294,892611,183999,1.0
43.18998,0.06399701,42.99398,23.66003,21.3817775,63.3777725717559,912477,54175,0.95
48.98335,0.07125864,15.62816,23.53517,0.0,36.9157256217201,906990,237947,1.0
61.45063,0.07353445,15.35577,23.45152,41.9912795,44.5969943823629,889572,244024,1.0
49.05867,0.0712038,15.79202,23.52843,0.0,63.3992644662233,906798,236987,1.0
47.53252,0.07100719,15.72656,23.51442,154.600631,31.4170761077267,909424,237519,1.0
76.29339,0.0777638,13.43272,23.85896,48.7670506,23.3030932780405,819587,248175,0.99
50.38861,0.07027704,17.5217,23.4615,49.3810202,99.8343492174244,905823,222687,1.0
73.80281,0.07726154,13.37822,24.55895,43.0507932,49.0997449251684,864559,244952,1.0
48.5771,0.07018058,17.17981,23.45328,37.2470123,30.8010012013512,908749,226486,1.0
40.44327,0.07142407,15.30314,20.93042,20.4911271,65.6505381999774,900755,170465,1.0
50.48754,0.07062404,17.50401,23.488,18.3263566,43.4664580626627,905500,227571,1.0
65.42507,0.07311559,16.58775,23.42295,37.2089427,28.8835070784464,880489,217329,1.0
74.27643,0.07692549,13.57076,24.38797,26.230075,48.386211873675,863801,239048,1.0
42.50802,0.07153231,15.34305,21.15582,65.668201,0.0764942158817644,898271,173289,0.96
49.85609,0.07148623,15.28575,23.55772,41.3180117,80.8881011521815,905541,239595,1.0
49.85609,0.07148623,15.28575,23.55772,41.3180117,80.8881011521815,905541,239595,1.0
32.04239,0.06630149,14.12739,22.74357,86.7748963,123.985534037159,942088,221905,1.0
35.02003,0.07137397,16.27359,21.78126,0.0,33.683646897963,935574,113029,0.89
76.77544,0.07746293,13.39732,23.84399,0.0,54.4415472172774,819512,236239,0.98
37.42252,0.0735843,15.61728,20.65309,71.8277684,164.440883701186,891278,124895,0.72
79.25991,0.07757714,12.86431,24.19428,7.417296,63.0374022448827,825793,247554,0.99
43.62833,0.06532596,37.47884,23.17622,69.360488,57.8869443611206,911031,66519,0.65
46.08883,0.06982271,21.78527,21.70802,17.5775624,39.8898190027579,875119,95064,0.96
34.23472,0.0676497,14.24344,23.07484,0.0,41.4135347012908,935661,232935,0.99
77.161,0.07941607,12.73388,24.55593,0.0,32.6653001098171,834460,264599,0.83
40.79079,0.06930844,15.31172,23.39941,40.4608211,81.3510421851126,921266,233669,1.0
42.28747,0.06565705,35.39685,23.60581,50.5279153,48.0094740562734,931155,67002,0.95
41.40126,0.07140791,15.33575,21.08413,52.2630675,70.3973361382147,899901,173093,1.0
30.71534,0.06794798,13.39228,22.91188,88.4437787,200.388428475628,940236,242105,0.78
64.40606,0.07448453,14.92464,22.93081,563.054252,273.786195594858,863568,197567,0.66
52.1379,0.07253673,15.33055,22.08748,600.023243,152.481807306311,883119,182738,0.66
39.14639,0.07099247,18.97095,21.74996,55.4030937,16.9648006294433,897593,107149,0.96
35.14542,0.06658764,15.10113,22.83324,0.0,67.6885199859694,933069,212294,0.95
43.01426,0.06417817,42.38295,23.70322,0.0,52.1034789877023,915904,55239,0.91
40.10604,0.0713168,17.63349,21.64513,64.2933931,46.65273829772,888911,111042,1.0
34.81426,0.07014611,14.90442,19.05318,78.8182333,28.1153693833019,926007,160660,0.92
53.3488,0.0709121,17.01868,23.00932,165.473826,21.9777988992014,897336,208261,1.0
79.01138,0.07756316,12.88599,24.13383,0.0,34.5317613958208,825273,247169,0.98
33.65005,0.06913166,13.63252,23.28838,38.7639678,32.6058334379171,932397,245003,1.0
65.20902,0.07382786,15.7981,23.3707,36.9139755,84.6316011164402,885762,239825,1.0
41.659,0.07436442,15.75364,20.01852,13.7910263,70.3536537731482,869248,140222,0.8
44.66828,0.07138478,17.12345,21.31539,84.9474736,74.1381870038505,871425,106922,1.0
34.44422,0.07209139,15.59819,21.55879,8.65119877,20.9376301678313,933618,118211,0.94
30.18195,0.06781188,13.31868,22.86619,25.4270149,24.8537599832349,941633,242058,0.98
55.61343,0.07161436,16.75683,22.6782,0.0,104.938904057133,892130,205581,0.99
65.77021,0.07458716,14.81438,23.49826,32.1755064,72.72246513864,883064,245911,0.99
76.59714,0.0777641,13.29413,23.89297,354.190884,19.7312976014959,822029,250141,0.81
74.11523,0.0761279,14.27544,24.4027,55.1201813,47.9434294237066,854153,215931,0.98
39.81551,0.0710165,13.73071,23.5453,200.462878,120.68304469276,918543,250439,1.0
47.946,0.07204995,15.35285,21.82691,40.8603441,35.0030929397489,890568,179485,1.0
79.98412,0.07755544,12.85827,24.68619,46.1471989,59.4741673346227,830616,249474,0.97
43.28983,0.06399968,43.02769,23.79641,53.9218136,44.9225665917068,911173,51931,0.91
79.98412,0.07755544,12.85827,24.68619,46.1471989,59.4741673346227,830616,249474,0.97
37.42147,0.07174048,16.8566,21.70621,28.9877649,34.7965902978878,900144,116163,1.0
52.78867,0.07150502,16.84406,23.55125,105.643466,20.2592147076963,901994,234170,1.0
34.66562,0.06624371,14.94108,22.83161,157.601724,34.4562786959632,934107,215645,1.0
43.48157,0.06976206,15.84039,23.4148,57.8031264,43.2487633209536,915953,232223,0.99
33.4873,0.06721596,14.17142,22.94939,168.098551,43.8398133177429,937756,230916,0.99
65.76719,0.07545438,13.98227,23.71865,50.513896,102.083439721163,879812,251202,0.98
34.91993,0.06920832,13.94573,23.36757,99.2772354,145.811383739064,930873,243083,0.89
49.043,0.07021493,17.28622,23.4569,39.4634727,39.779369429585,907509,225690,1.0
34.06699,0.0735238,15.34799,20.45356,68.7078942,136.137808924751,924981,141620,0.75
47.5764,0.06964774,17.07634,23.41551,66.113141,84.9494527249737,909758,221044,0.99
66.82281,0.07402178,15.24764,23.42315,192.32927,149.93157684973,867592,206535,0.97
45.31941,0.05900015,35.36317,23.9224,42.6206812,51.1992693406599,874601,44949,0.82
46.3789,0.07210141,15.18297,21.2465,427.247224,38.8673183451808,889364,173758,0.98
36.90332,0.07019956,13.77954,23.4904,55.7803404,30.3766612692737,924824,247580,1.0
35.53558,0.06613379,15.08151,22.93798,40.9039621,129.582949521319,932227,218013,0.98
28.31084,0.06779486,12.74488,22.81097,54.1849158,62.7048268261166,949028,251486,0.99
33.18346,0.06715352,14.11768,22.91906,72.0700571,150.792487402286,937958,230931,0.88
40.88865,0.06908157,15.46422,23.37427,53.0244097,58.8044267930217,920892,231771,1.0
80.29442,0.07713359,13.10022,24.07282,436.178718,123.107256423975,824502,229666,0.91
34.10666,0.06812622,14.96338,22.09549,60.1805353,24.1496422995227,929196,194034,0.94
63.91327,0.07426964,14.90181,23.44792,1.77326748,36.9151309934987,885627,246093,1.0
72.11669,0.07850337,12.86878,24.7946,12.0789118,93.0848967370654,860214,253120,1.0
33.09442,0.06665635,14.24178,22.83729,23.9150308,83.8965170972641,938842,226483,1.0
42.93036,0.07022439,21.09068,21.74823,50.0285941,79.0396384639338,888605,98965,0.96
41.85836,0.0709743,18.17037,21.65208,38.1815373,48.8161185721551,883174,106635,1.0
44.26304,0.07142641,14.76617,23.56612,326.783694,60.176812227068,912368,243647,1.0
37.39665,0.06742853,15.5798,22.91863,119.865238,62.2206558740222,926438,205587,1.0
72.14595,0.0755039,14.58541,24.21342,0.0,122.477102560554,858456,213030,0.97
42.10738,0.07306702,15.82038,20.82641,31.9451709,79.2621249885905,875895,116458,1.0
42.01353,0.07128472,17.19966,21.53731,264.981729,28.3944752020181,880633,109317,1.0
72.93472,0.07544759,14.60918,23.9389,29.8056297,92.4110327413528,864307,224264,1.0
33.23023,0.06850308,13.83242,23.17404,75.2984536,61.8158607709912,934516,240817,0.99
56.59803,0.07331961,14.40903,23.63857,44.7280334,33.2385969722548,894305,250713,1.0
43.8135,0.07227584,15.29678,20.4527,57.999013,30.2162994523432,889339,166417,0.94
52.26882,0.07057516,17.75056,23.4783,62.5990703,68.3893879603371,903149,221989,1.0
28.70262,0.06705473,13.29044,22.74605,0.0,35.8759526062659,947180,236053,1.0
41.96891,0.06603657,32.83326,24.67243,403.954774,56.587886983541,944309,67761,0.86
41.62075,0.07116748,15.4049,21.30055,0.0,62.9384459911868,902463,176369,0.98
76.83604,0.0775896,12.97682,24.81814,0.0,25.4834211884798,848569,248940,0.9
72.12988,0.07544134,14.61535,24.17397,0.0,68.2360743172683,858906,213720,0.99
43.24081,0.0714272,14.73749,23.56175,71.9099846,36.3076150925919,913773,243756,1.0
56.14112,0.07116683,17.5376,23.38421,12.4176642,48.2405673226494,895851,215970,1.0
58.43722,0.07162084,17.61062,23.34396,34.2556578,51.59062202244,893037,217592,1.0
41.30506,0.07138564,17.23621,21.50541,11.1935398,72.5390592343288,883205,110922,1.0
45.68407,0.07378558,15.42038,19.7152,56.9249205,45.8193082943455,875852,161028,0.84
77.84244,0.0776092,13.03349,23.97225,42.5228794,64.7618727575401,823088,246609,0.99
47.34794,0.07146952,15.75723,22.20608,0.0,37.7388206623584,896644,186869,1.0
51.31117,0.0736907,14.93456,20.57368,124.532371,35.5075973548248,873106,169416,0.93
43.33347,0.06907373,16.20755,23.36541,84.4328098,16.3522326993448,916763,226211,1.0
43.73958,0.07409196,15.41665,19.62091,26.5089487,49.6702472385757,868736,155338,0.98
79.11729,0.07760298,12.86294,24.18285,19.5574336,39.0396132811719,825965,248050,1.0
77.15797,0.0788352,12.87484,24.14292,70.4733338,74.1923900063088,828425,260932,0.97
