NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD,prevalence_int,Latitude_Last,Longitude_Last
34.66562,6.624371E-02,14.94108,22.83161,23124,157.601724,112454,34.4562786959632,8.8,934107,215645
43.48157,6.976206E-02,15.84039,23.4148,27012,57.8031264,118421,43.2487633209536,10.7,915953,232223
33.4873,6.721596E-02,14.17142,22.94939,41764,168.098551,181354,43.8398133177429,4.5,937756,230916
65.76719,7.545438E-02,13.98227,23.71865,51501,50.5138960,302592,102.083439721163,4.8,879812,251202
34.91993,6.920832E-02,13.94573,23.36757,26849,99.2772354,190518,145.811383739064,15,930873,243083
49.043,7.021493E-02,17.28622,23.4569,35189,39.4634727,123923,39.779369429585,10,907509,225690
34.06699,0.0735238,15.34799,20.45356,42433,68.7078942,394412,136.137808924751,20.5,924981,141620
47.5764,6.964774E-02,17.07634,23.41551,24554,66.1131410,440565,84.9494527249737,10.5,909758,221044
66.82281,7.402178E-02,15.24764,23.42315,3073,192.329270,492539,149.93157684973,13.5,867592,206535
45.31941,5.900015E-02,35.36317,23.9224,54710,42.6206812,367369,51.1992693406599,13.1,874601,44949
46.3789,7.210141E-02,15.18297,21.2465,36811,427.247224,92392,38.8673183451808,18.2,889364,173758
36.90332,7.019956E-02,13.77954,23.4904,32889,55.7803404,479809,30.3766612692737,4.5,924824,247580
35.53558,6.613379E-02,15.08151,22.93798,22834,40.9039621,166281,129.582949521319,21,932227,218013
28.31084,6.779486E-02,12.74488,22.81097,44606,54.1849158,476543,62.7048268261166,3.5,949028,251486
33.18346,6.715352E-02,14.11768,22.91906,32109,72.0700571,181354,150.792487402286,9.2,937958,230931
40.88865,6.908157E-02,15.46422,23.37427,46586,53.0244097,120993,58.8044267930217,7.8,920892,231771
80.29442,7.713359E-02,13.10022,24.07282,11064,436.178718,500717,123.107256423975,15.8,824502,229666
34.10666,6.812622E-02,14.96338,22.09549,3836,60.1805353,120634,24.1496422995227,14.4,929196,194034
63.91327,7.426964E-02,14.90181,23.44792,36264,1.77326748,505956,36.9151309934987,11.1,885627,246093
72.11669,7.850337E-02,12.86878,24.7946,29400,12.0789118,305513,93.0848967370654,3.4,860214,253120
33.09442,6.665635E-02,14.24178,22.83729,34251,23.9150308,194927,83.8965170972641,20.6,938842,226483
42.93036,7.022439E-02,21.09068,21.74823,23732,50.0285941,27496,79.0396384639338,11.8,888605,98965
41.85836,0.0709743,18.17037,21.65208,688,38.1815373,46904,48.8161185721551,18.2,883174,106635
44.26304,7.142641E-02,14.76617,23.56612,4254,326.783694,195428,60.176812227068,9.8,912368,243647
37.39665,6.742853E-02,15.5798,22.91863,47111,119.865238,154982,62.2206558740222,9,926438,205587
72.14595,0.0755039,14.58541,24.21342,31297,0,278477,122.477102560554,11.6,858456,213030
42.10738,7.306702E-02,15.82038,20.82641,29943,31.9451709,384484,79.2621249885905,20.3,875895,116458
42.01353,7.128472E-02,17.19966,21.53731,44776,264.981729,40668,28.3944752020181,13,880633,109317
72.93472,7.544759E-02,14.60918,23.9389,34112,29.8056297,249525,92.4110327413528,15,864307,224264
33.23023,6.850308E-02,13.83242,23.17404,35749,75.2984536,155635,61.8158607709912,8.4,934516,240817
56.59803,7.331961E-02,14.40903,23.63857,43333,44.7280334,302935,33.2385969722548,12.2,894305,250713
43.8135,7.227584E-02,15.29678,20.4527,1190,57.9990130,90403,30.2162994523432,9.5,889339,166417
52.26882,7.057516E-02,17.75056,23.4783,27725,62.5990703,113776,68.3893879603371,12.8,903149,221989
28.70262,6.705473E-02,13.29044,22.74605,48953,0,188422,35.8759526062659,18.1,947180,236053
41.96891,6.603657E-02,32.83326,24.67243,36933,403.954774,2867,56.587886983541,5.7,944309,67761
41.62075,7.116748E-02,15.4049,21.30055,43963,0,373205,62.9384459911868,10.6,902463,176369
76.83604,0.0775896,12.97682,24.81814,26748,0,542023,25.4834211884798,16.9,848569,248940
72.12988,7.544134E-02,14.61535,24.17397,40520,0,248152,68.2360743172683,12.2,858906,213720
43.24081,0.0714272,14.73749,23.56175,32965,71.9099846,175531,36.3076150925919,9,913773,243756
56.14112,7.116683E-02,17.5376,23.38421,48206,12.4176642,230469,48.2405673226494,5.9,895851,215970
58.43722,7.162084E-02,17.61062,23.34396,822,34.2556578,223741,51.59062202244,9.4,893037,217592
41.30506,7.138564E-02,17.23621,21.50541,45177,11.1935398,39335,72.5390592343288,16.5,883205,110922
45.68407,7.378558E-02,15.42038,19.7152,33129,56.9249205,86474,45.8193082943455,6.7,875852,161028
77.84244,0.0776092,13.03349,23.97225,48973,42.5228794,258711,64.7618727575401,3.4,823088,246609
47.34794,7.146952E-02,15.75723,22.20608,40831,0,402718,37.7388206623584,9.1,896644,186869
51.31117,0.0736907,14.93456,20.57368,29159,124.532371,413008,35.5075973548248,5.3,873106,169416
43.33347,6.907373E-02,16.20755,23.36541,24184,84.4328098,450338,16.3522326993448,15.7,916763,226211
43.73958,7.409196E-02,15.41665,19.62091,48100,26.5089487,402622,49.6702472385757,20.5,868736,155338
79.11729,7.760298E-02,12.86294,24.18285,16566,19.5574336,281006,39.0396132811719,3.7,825965,248050
77.15797,0.0788352,12.87484,24.14292,35232,70.4733338,296292,74.1923900063088,11,828425,260932
,8.115971E-02,13.3,22.66708,34058,80.8612995,535815,33.6865376447987,5.3,823889,298224
46.91386,0.0721395,15.17673,21.3248,1216,196.189473,55802,43.8713728555092,9.7,888485,173812
46.04281,7.064682E-02,16.09657,22.11697,40600,0,119377,263.001172398231,14.8,903393,193441
69.24004,7.581723E-02,13.97856,23.92942,48306,43.5989444,524248,77.7851225919729,10.9,875344,247754
69.1455,8.048065E-02,12.13577,24.90624,42016,58.7572677,542173,37.8717584644622,15,852752,278385
,8.137885E-02,13.3,23.46427,1206,0,548760,63.2255963708124,6.4,825514,304593
60.48139,7.204127E-02,17.83305,23.33947,34824,104.955922,245234,98.067344441933,7.8,891789,222600
42.72116,7.382534E-02,15.73673,20.59992,26313,43.2498092,386580,46.8836100901901,13.5,872313,117936
41.58518,7.320296E-02,15.79632,20.7699,29963,12.8134450,395655,55.9027763634193,9.2,877158,117735
28.60938,6.678621E-02,13.39539,22.72217,48858,172.142042,465076,103.962032859619,60,948574,232199
65.27935,7.294664E-02,17.01419,23.31237,24454,20.0675472,486005,35.1785382419408,9.4,884154,221763
43.39587,7.207424E-02,15.26779,20.81602,1316,200.875361,76011,47.360112377208,10.7,892542,169497
44.84584,7.295088E-02,16.64409,20.58198,24396,23.8236299,36112,37.9585363150777,14.7,866986,110431
42.6588,6.920335E-02,16.2267,22.66105,42599,0,439761,9.6828696239495,11.7,914329,202198
50.69886,7.258222E-02,15.16881,21.73843,2440,29.1609018,403240,26.6852265857349,8,881939,177437
46.79692,7.202758E-02,15.19581,21.51486,47872,21.1120265,67457,71.59746351187,15.7,890697,176026
44.21103,7.146842E-02,14.61402,23.57505,11003,100.345460,172437,72.0109235060072,11.3,912829,244819
56.16148,7.141958E-02,17.05673,23.05433,33369,43.4055039,460707,53.0803187605623,10.6,893342,209666
59.96283,7.666363E-02,12.99368,24.11605,33107,779.216421,538644,28.4699057279212,11.4,884684,262567
54.4744,7.118753E-02,18.17408,23.50997,39145,73.1232880,136869,48.9997295247171,12.3,900383,226247
44.04442,6.865508E-02,16.528,23.34306,33120,0,451542,15.6053400311653,7.7,915533,217637
43.60167,7.145837E-02,14.36653,23.57952,11478,158.984668,174797,24.5843861287597,12.6,912997,246798
59.45059,7.186244E-02,17.93083,23.37337,34813,23.7952270,486405,57.4450004299706,10.2,893189,222883
50.16966,7.252277E-02,15.16358,21.66703,2440,25.3675835,407577,58.9107737555018,6,882533,177019
74.55867,8.044915E-02,13.28907,23.95833,49295,69.5496661,551666,70.7258987834127,8.8,832407,275674
39.5604,6.761388E-02,15.68958,23.26685,25599,15.9832991,144413,83.8874930775643,12.5,924005,221982
73.51221,7.616241E-02,14.20861,24.46013,43600,26.4562602,510467,72.6768435182729,9.2,851923,212466
52.95742,7.104342E-02,16.83283,22.72556,37284,80.8276681,426769,33.4403528290961,8.7,896783,205706
80.16787,7.679769E-02,13.36747,24.90112,19162,273.073407,267375,72.7320969754898,20.9,833352,225459
73.42909,8.010752E-02,12.56814,24.76871,42348,39.9422448,516651,66.6413107915667,11,843299,274379
36.52518,6.761036E-02,15.46118,22.7133,45891,109.335134,137063,181.090430785284,6.9,926928,201558
28.26134,6.761701E-02,12.75148,22.80134,30277,194.779933,473606,68.3967547415627,6.6,950912,250166
35.4169,7.247604E-02,15.46142,20.23502,26305,0,415100,59.3855386155812,10.6,908955,149948
76.33433,7.816347E-02,13.249,23.91726,23279,0,307013,46.210340791917,14.7,823603,257143
59.85229,7.624932E-02,13.10522,23.95703,38771,183.377063,523289,35.3561044252846,6.3,885381,260972
36.33039,7.120823E-02,16.79039,21.89713,14083,88.8636604,18589,101.09705016741,20.8,927957,107979
35.4827,0.0699038,15.10079,21.42462,41856,54.9220986,76446,128.253712731913,11.8,918675,179865
41.63657,7.281438E-02,15.42644,20.12868,25764,32.5601040,385226,69.0061562173179,19.2,888013,160094
42.27547,6.591789E-02,33.80368,23.97137,23393,52.6580780,350074,50.6334629783844,17.1,936720,69171
33.48722,7.008736E-02,12.35875,23.13623,29628,0,447225,106.042284453421,8.6,932106,267907
69.68127,7.543194E-02,14.35768,23.77318,25341,63.6980606,541718,32.0822659515657,16,875683,243597
28.26134,6.761701E-02,12.75148,22.80134,30276,115.435730,464314,62.4357914592994,11.4,951089,250105
36.48937,7.226056E-02,16.08128,21.53396,44581,19.5742416,19173,49.6277036125392,15,903522,120241
74.27503,7.613905E-02,14.27618,24.38207,48261,8.53158299,520305,63.5785387340942,8.5,855127,217279
42.28747,6.565705E-02,35.39685,23.60581,41386,34.6584464,4666,33.8753275798724,9.4,931043,67052
42.30382,6.911901E-02,16.19538,22.67441,42599,0,439761,43.5657255566091,12.7,914375,202136
31.73281,6.920159E-02,14.45903,19.71636,34468,47.6567442,125811,74.8122238832977,12,936534,173518
59.94416,7.302722E-02,15.724,22.3999,30270,32.1696817,418104,21.7727182166626,10.6,877065,198306
64.40467,7.373781E-02,15.34542,22.92475,11833,95.0329440,223969,194.814736815274,5,869353,202550
59.15773,7.294421E-02,15.70874,22.3476,38928,0,93318,165.297900346303,6.9,877616,197225
62.19613,7.383268E-02,15.10996,23.44357,36322,27.3660922,492723,34.381509747582,7.5,888597,245773
,8.057234E-02,13.3,23.1934,12572,67.6545216,555191,65.1071176271215,15.7,819738,283832
57.0456,7.135049E-02,17.51251,23.3561,24699,33.6014681,250512,44.42406161562,11.9,894867,215622
33.95982,7.016747E-02,14.86097,19.48598,11374,4.80104624,383232,0.491775206562159,10.9,921441,166294
54.27874,7.089466E-02,17.25395,23.27085,13153,144.936961,453983,80.6896169481129,10.7,897073,211447
45.88731,6.977474E-02,16.50956,22.6778,40843,8.31448680,423952,63.176888661392,9.2,908124,203399
35.97991,6.574856E-02,15.23921,22.93991,29412,65.1042049,143111,51.5253381909141,9,930434,215952
59.97646,7.308844E-02,15.58267,22.35134,40038,0,72384,109.367279902343,10.6,875631,197040
33.11727,6.985191E-02,14.78342,20.77898,14571,69.1945512,86954,65.1274151751266,12.2,924545,174480
74.51969,7.704648E-02,13.51647,24.46229,52658,64.1904462,286864,213.715361543451,7.2,863453,240010
39.83836,6.831057E-02,15.94828,22.87557,25099,48.4847594,426080,27.2135537560562,12.5,920041,203456
38.04254,7.066135E-02,13.61311,23.51919,35178,14.4095032,475103,59.54934732671,11.4,922508,250106
51.91502,7.116534E-02,17.4883,23.52989,41053,34.8858197,160330,26.2610806698454,8.2,903607,231564
66.87586,7.441096E-02,15.17049,23.47694,48204,16.9817099,230845,64.9185153917788,13.3,881975,241853
64.84199,7.893499E-02,12.77545,24.69248,45253,39.5632640,523608,95.2389170884141,6,873641,262816
50.93142,7.100991E-02,17.26789,23.51455,2731,257.426790,156879,19.9297663510691,13.9,905271,231779
42.24836,7.101685E-02,14.67817,23.54168,11186,277.067382,184117,23.4420171216001,9.8,916294,243454
35.97991,6.574856E-02,15.23921,22.93991,33949,48.7675569,143111,50.9820755763561,19.1,930536,216003
33.90062,0.0668644,14.38797,22.92141,34981,61.4392554,191932,95.2299633868807,19.7,937203,227196
53.12098,7.066961E-02,17.76968,23.47505,5784,167.854607,446625,85.2034805041838,9.2,901847,220418
53.47083,7.265971E-02,15.34021,22.14384,2464,39.3114745,418558,42.7280797517001,4.5,880997,183839
44.25336,7.000267E-02,15.90065,23.43204,25363,30.1714582,446371,30.1146561978664,4.4,915008,233189
33.95982,7.016747E-02,14.86097,19.48598,11374,4.80104624,383232,0.491775206562159,5.6,921441,166294
43.29342,7.105721E-02,15.59253,21.73407,786,0,82949,56.3744539049508,8,902462,181972
52.96129,7.315824E-02,15.07258,21.83783,31940,0,435747,30.8719909719566,15.8,876892,177424
52.68053,7.440023E-02,14.73146,20.29557,28001,90.1731605,426860,57.6631098435251,14.4,867002,169624
59.40468,0.0750892,13.49735,23.66327,47190,100.732295,496299,31.866024920643,8.2,887709,256377
50.13015,7.247812E-02,15.18645,21.71931,49875,60.2547794,397663,47.6335051096849,11.8,883339,177888
55.29975,7.143507E-02,16.87712,22.81492,23144,177.884911,452527,29.7779958872274,17.6,893473,206912
39.21518,6.859627E-02,15.21545,23.34762,28196,154.813307,98874,45.8268163917533,9.1,924421,231066
62.54462,7.283221E-02,17.45085,23.38153,51371,80.4070136,229375,67.2186388658995,17.8,890232,234058
45.59927,0.0708049,18.63356,21.38105,48620,40.1735139,387862,49.4076663419878,11.4,869051,102587
55.76149,0.0713322,17.0726,23.0676,43958,63.2019531,453556,56.266314471065,11.5,893540,209496
42.87417,6.996713E-02,15.51389,23.44041,1243,34.7335572,445688,30.443966532524,11.1,916656,235291
63.22039,7.347514E-02,16.03457,23.38012,763,50.9256521,486457,43.5053944270106,6.2,888132,240369
34.81325,7.467095E-02,15.30411,20.67701,44454,73.8933997,379227,100.082939911719,17.1,925215,134111
37.0193,0.0705397,13.43478,23.50711,35675,230.727413,180778,55.0334828729799,5.4,924267,251891
50.51992,0.0714483,15.54462,23.54743,12540,35.5584927,213230,33.2651037394091,6.7,904914,238133
37.59103,7.011352E-02,14.05497,23.48876,26936,24.7830169,174009,93.4837651798455,9,924510,245253
36.29817,7.083073E-02,12.83266,23.4876,1407,117.608438,179945,112.912603872909,12,925658,260415
35.47777,6.603619E-02,15.1099,22.9102,42531,58.2031878,132598,31.1341681299965,10.6,931833,216617
42.68803,6.982484E-02,23.03422,21.80687,26089,20.0306105,369333,37.9058734491907,15,897130,95719
44.11446,7.258965E-02,16.10738,20.90636,26051,134.649308,39765,47.4845666113787,3.1,871177,111950
44.16547,7.405756E-02,15.40902,19.6268,958,25.4801458,399742,45.3090349455518,28.1,870238,156793
79.34512,7.701572E-02,13.37604,24.81542,36982,882.550564,513031,34.9752740974808,11.5,846869,238099
34.80744,0.0722418,15.27096,21.62029,29041,61.9238428,356116,40.9193058519264,14.3,926995,119161
52.45072,7.104968E-02,17.86273,23.52208,32723,18.8090797,120734,34.7482219408482,12.2,903119,228609
44.1282,7.195471E-02,16.08963,21.17891,3494,248.308935,45705,65.1784775712494,5.1,872904,110637
81.83026,7.708149E-02,13.2816,24.44412,674,22.0788545,270946,15.7772102847431,25.3,827821,227888
79.08659,7.685332E-02,13.44028,24.83519,27360,0,501178,26.7380564413363,6.1,842842,231617
33.16651,6.989299E-02,14.75508,20.55352,34250,265.159838,393787,33.5220996967605,16.6,924552,172843
43.35407,6.882524E-02,16.31611,23.35195,45820,126.923178,126614,83.1048909146734,13.2,916707,223436
43.51757,7.147495E-02,14.28205,23.58163,11081,20.2370073,164977,33.2062447500422,3.8,913290,247984
47.11056,7.087769E-02,15.8183,23.50248,43609,39.9698346,135103,43.4277659515103,8.2,910076,236703
,8.102328E-02,13.3,22.41517,52075,9.14495733,549947,49.1822088766026,3.5,822477,295551
61.68026,0.073172,16.3029,23.41932,11171,13.0982873,243668,40.344593832321,6.6,890404,239323
69.33655,7.412019E-02,15.7125,23.63854,42211,0,490042,63.1856924378612,13.2,872854,219952
44.23222,7.145352E-02,14.68973,23.57102,11044,32.4274136,185478,43.9856327755193,11.3,912423,244195
43.80376,7.137097E-02,14.82998,23.5577,32921,394.175490,177606,37.4593621739864,12.9,913170,243000
67.35604,7.709019E-02,13.26237,24.27132,42627,40.9413567,279788,89.9753437551614,5.4,874485,254400
64.66274,7.295891E-02,17.28152,23.32909,47202,489.431498,236944,36.7247108266068,14.8,888573,232736
34.06699,0.0735238,15.34799,20.45356,42433,164.611854,81830,258.58269709178,14.5,925254,141591
46.28951,7.060519E-02,15.94617,23.47857,44851,21.7804558,106843,70.0921919849148,5.5,911369,235233
63.25174,7.662066E-02,13.22486,24.00722,26922,0,527898,21.3646319643958,9.5,880847,258057
63.36191,7.316209E-02,16.06437,23.16403,31156,0,505876,55.871152122774,11.4,877283,207660
38.78226,6.891619E-02,14.94474,23.38955,26954,422.845848,460478,13.566348513037,13.5,925331,234145
65.04933,7.903194E-02,12.76541,24.71077,45252,91.5982424,517174,47.9756398416672,12.3,873155,263055
44.55029,7.132109E-02,17.10131,21.36196,43893,41.4774230,32530,47.1093028428068,10.6,872425,107002
43.97559,7.336253E-02,16.00159,20.65942,30017,19.4914742,40394,70.2227117138284,14.6,869758,113581
37.06814,7.382983E-02,15.552,20.5629,28703,0,377737,35.2085967298265,7,891947,126091
36.192,7.019301E-02,15.1167,21.35188,24391,0,77062,104.62933808853,11.7,916001,177905
70.61521,8.052601E-02,12.3939,24.84344,42065,24.0709826,527975,34.1178730109666,13.6,849230,279449
71.83779,7.625328E-02,13.89857,23.99962,48219,33.1292659,521175,29.6933995060088,13.3,870706,241280
65.23174,7.429492E-02,15.08863,23.44065,36318,18.3269935,493885,26.2740916180448,6.1,884052,244529
76.65383,7.761032E-02,12.9796,24.81194,47173,10.7125844,536318,55.3594587438062,8.6,849533,249305
35.9782,6.620261E-02,15.26764,22.91829,23627,57.6205145,452587,73.4266447615443,22.7,930406,213393
63.45203,7.959277E-02,12.61729,24.83448,33755,36.2892104,514121,36.2668129944119,6.6,872207,267241
70.52827,7.448399E-02,15.48306,23.66032,104,12.7800097,490389,74.6425078129601,9.1,872704,224406
50.27558,7.014978E-02,17.46496,23.45047,48168,15.3952306,450726,25.2840265332057,7.3,905982,220579
72.14595,0.0755039,14.58541,24.21342,27190,0,278480,49.1480592268801,9.2,858682,213220
58.95321,7.299548E-02,15.49007,22.28771,36945,21.0384636,60979,155.593685463712,8.9,875546,193917
39.59292,6.786798E-02,15.61845,23.28269,25537,68.6511103,95075,40.1687613150589,4.3,923512,224341
72.26409,7.578857E-02,14.30372,23.85399,51098,97.6830203,514023,73.0788970093194,10.6,870628,235828
44.79829,7.162882E-02,15.40197,21.5217,1001,17.7674897,84538,122.057275091978,24.3,895787,177551
71.48578,7.481959E-02,14.99809,23.76151,32949,23.6360134,234343,129.547761674648,6.1,866492,220359
46.06787,7.081093E-02,15.6269,23.50063,12232,30.9999504,126671,28.7684450548816,8.6,911094,237022
31.71372,6.654493E-02,13.94673,22.76373,11205,0,183893,63.3013144722452,3.1,942438,226678
57.70943,0.0719778,18.59237,23.50514,22518,41.9640601,498299,23.0746597699098,11.2,896198,230191
72.63122,7.543804E-02,14.62191,24.10076,26562,0,279683,73.1041030956301,12.1,860787,216912
48.60448,7.218393E-02,15.28551,21.78972,1188,51.7185974,408745,54.0091855260959,8.3,888111,178778
37.95692,7.376549E-02,15.55851,20.32314,1074,39.2910472,68483,30.602608354941,16.5,892120,152211
37.95692,7.376549E-02,15.55851,20.32314,1074,39.2910472,68483,30.602608354941,8.6,892120,152211
49.95462,0.0708032,17.14072,23.49669,30046,31.5056678,119019,28.6778983958692,16.4,906251,230749
39.07376,0.0696076,14.69314,23.45262,11062,26.9187386,204933,106.418526122197,3.8,923603,239080
40.34561,7.102523E-02,13.92897,23.54794,12708,84.7263097,472885,77.9540434389667,18.1,918385,248881
71.79193,7.508848E-02,14.78903,23.96072,36686,48.0928427,240531,112.013898428425,18.2,862575,216484
30.90634,6.876616E-02,14.56506,21.07566,27352,18.8374672,108730,55.3478924664072,11.8,935518,182537
64.31171,7.274341E-02,17.54104,23.30447,47368,0,236831,47.0975505613225,17.1,888550,228043
48.47016,7.107784E-02,16.11479,22.17541,27111,43.9715476,125646,83.7454004823129,12.8,898617,193611
50.82911,7.031864E-02,17.57142,23.46367,28388,24.2282186,440224,125.756740461707,22.2,905071,222127
44.00491,0.0702909,15.59254,23.4619,38625,0,156063,50.9951877877181,7.2,914547,235839
72.24043,7.606988E-02,14.08452,23.92162,493,18.8549308,533732,65.2078111166348,21.8,869998,237646
71.00775,7.463589E-02,15.18124,23.70023,32939,50.0390335,489293,74.0473463702969,19.2,868909,221578
47.04483,6.642282E-02,33.27178,22.85373,29795,27.3916201,360846,49.4514639671006,17.4,885296,68202
41.60599,6.925388E-02,15.58496,23.383,46144,48.4676047,417551,57.3953834154685,6.6,919218,231592
40.25918,7.105678E-02,13.83903,23.54932,8384,77.4195298,171819,58.8309225253013,11.3,918275,250011
81.58516,7.711882E-02,13.15329,24.31715,11309,24.8967236,259047,41.9381933968228,12.6,826467,230400
56.37114,0.072314,16.16535,22.3572,1218,204.583475,443349,67.9170217271336,16,885325,198416
52.81575,7.146099E-02,17.16832,23.55145,37845,33.0253919,99773,35.3739441568776,14.3,902182,234083
44.85693,7.044835E-02,15.69183,23.47106,1680,16.7030934,159931,54.715040601284,9.8,912971,236008
67.29701,7.355031E-02,16.29478,23.5266,32159,60.4922778,503945,53.6937148470698,17,878180,219183
61.57196,7.321234E-02,16.15268,23.42514,45011,48.0105769,235303,40.1963352451122,10.1,890212,240282
47.89025,7.150815E-02,15.78216,22.24167,40967,0,390100,43.7599151979099,3.9,896141,187111
34.14319,6.630015E-02,14.81495,22.79214,50157,86.1160185,102472,43.14978966271,26.2,935408,215730
51.44238,7.063628E-02,17.71502,23.48936,42072,0,107737,32.1902548298817,9,904010,225705
54.91532,7.135112E-02,16.89091,22.82382,23144,86.5289087,454585,52.8627556366405,11.8,893678,206849
60.51083,7.299773E-02,16.35395,23.45809,11782,88.4876212,229291,41.780088351243,4.8,891858,239457
72.93472,7.544759E-02,14.60918,23.9389,23282,0,249525,80.7285096472035,13.4,864124,224278
45.85423,6.936657E-02,16.77372,23.39302,25231,90.6524916,449382,67.391927633818,8.2,912576,222369
,8.057234E-02,13.3,23.1934,12572,61.4439661,333538,119.94497123649,12.9,819412,283880
51.59818,7.425378E-02,14.81413,20.10296,1104,21.8506706,74625,94.092003053099,10.5,867519,168093
58.86317,7.175632E-02,17.29444,23.25081,44342,27.6669411,423702,69.576868853419,10.6,891151,214569
55.5445,7.116202E-02,17.23765,23.2354,44242,44.2898584,121720,85.9254022975135,8.9,895278,211703
40.84736,7.130932E-02,13.56554,23.56419,52852,39.3054344,464820,83.4473714790034,5.9,916587,252424
71.57059,7.999461E-02,12.21685,24.93367,41886,0,518949,143.978046780908,10.1,848600,273404
62.54462,7.283221E-02,17.45085,23.38153,51982,9.98579284,240081,27.8783133957448,5,890119,233451
62.31817,7.350916E-02,15.69266,23.41277,2016,262.879915,227723,20.5502819140435,14.3,888684,241987
78.56368,7.725581E-02,13.11133,23.9439,33153,13.6157351,519614,20.0680060670278,12.4,822570,234785
55.35406,7.173532E-02,18.5682,23.56494,38956,26.4702260,243103,32.5217829922755,10.5,898825,231793
44.25628,7.241021E-02,16.18834,20.95726,26051,396.659850,39622,71.815073176313,13.4,870766,111087
55.50088,7.159436E-02,18.47881,23.53619,25116,55.6696738,491533,18.7777515264872,13.1,899034,229953
42.53909,7.140207E-02,16.83252,21.48413,44747,99.6942310,28543,62.0023558002228,15.3,877893,109709
56.28761,7.119332E-02,17.58713,23.393,24566,31.2905442,237544,95.2563837647828,7.2,895661,216527
57.679,7.151544E-02,17.9259,23.41502,48167,19.4721448,233270,112.412312032396,5.9,895086,221392
73.04613,7.550275E-02,14.57364,23.94773,23283,73.4033428,500723,50.5738195253804,15,864163,224750
34.83263,7.004721E-02,13.28581,23.41913,31450,114.915331,463635,50.9670536939001,14.4,929358,251655
46.0139,7.198135E-02,15.18928,21.37287,47873,20.1476347,80919,45.7498572979828,22.4,890996,174646
55.66164,7.179227E-02,16.59307,22.51274,49503,44.3041849,108434,163.427261158899,11.5,890345,203275
52.86028,7.137018E-02,17.59707,23.54779,30726,16.5754241,95732,32.980006446413,8.4,902362,232616
47.30437,7.178399E-02,15.54064,22.02953,47847,45.1819265,74820,60.5292763790546,5,893592,182418
38.59281,0.0668233,15.71701,23.15118,24231,0,427639,27.4617483350964,17.1,925150,213504
70.92681,7.466927E-02,15.38021,23.66408,25768,59.1187264,499095,53.5573203095042,12.5,872951,227682
35.70082,6.626985E-02,15.20946,22.89424,33668,25.1654660,162159,44.5271193599574,13.7,931315,213847
41.74224,7.067633E-02,14.77009,23.51899,32912,243.739902,177839,59.1581955714429,12.8,917273,242451
57.82436,7.161796E-02,17.19326,23.19567,11659,11.7696226,437661,38.2804150694171,9.6,892012,212307
61.19952,7.304504E-02,16.49676,23.43303,44310,13.8325712,223215,47.4633287539203,6.8,891243,238593
51.16924,7.173448E-02,15.95077,22.34016,36330,96.7013328,407007,111.473564163656,4.8,892031,191500
75.29071,7.649942E-02,14.02148,24.35887,50548,41.3288117,263001,73.316121586981,11.2,857618,227633
42.46065,7.242338E-02,16.01357,21.07033,37459,32.6282387,48121,31.6628802864573,28.7,875816,114064
42.38486,7.084356E-02,18.40769,21.66227,47239,14.4527843,38525,81.4207533951242,2.5,882191,105199
47.93226,7.219881E-02,15.19273,21.54137,48086,43.4341864,59831,72.0207458742205,17.9,887891,176023
34.24843,6.966382E-02,15.00642,21.40743,32128,0,392273,27.0155072517521,5.8,922383,180273
32.3756,6.961995E-02,14.70428,20.65042,8522,78.8680579,57404,44.07402535485,13.7,928156,174891
67.16721,7.962398E-02,12.60825,24.80095,46028,39.2678665,539388,88.9362040134319,8.6,865309,263220
43.50061,7.154169E-02,15.37319,21.3215,1000,18.7879940,420352,53.1442194648594,19.3,897454,175742
51.02212,7.151288E-02,15.46609,23.55117,23333,111.581205,219941,25.0474797820583,13.1,904462,238239
42.57922,6.910365E-02,26.29714,21.89771,8032,731.391561,388694,40.8610133525123,19.5,906779,88944
60.51083,7.299773E-02,16.35395,23.45809,45114,16.0731938,209186,63.065955688038,14.5,892033,239225
38.17668,7.062413E-02,19.52777,21.84968,17788,663.200728,363665,32.9555660006843,10.5,918314,103576
45.37134,7.045374E-02,15.835,23.46834,29189,34.0747086,137792,47.1766795773265,8.3,912903,235257
62.01572,7.304808E-02,16.76827,23.40395,27629,199.205294,245464,49.7117548706254,13,890105,237556
45.30037,7.052449E-02,15.74152,23.47578,29195,52.3244462,159926,72.8804627388146,12.5,912737,235636
50.41888,7.098315E-02,17.05786,23.5097,27721,22.6299756,109959,32.3672525739012,17.1,905887,232330
,7.941233E-02,13.3,23.14532,2484,16.5995999,555653,29.2219200766264,15.5,812448,274643
72.19602,0.0762624,13.94603,23.97367,48221,54.2987936,290162,59.4216866712807,13.6,870077,239312
38.19397,7.010931E-02,21.28798,21.91653,41162,49.6788724,12930,94.5916570156369,14.3,929394,98710
38.92578,6.819767E-02,15.3085,23.30974,40704,0,139893,45.5092893781707,15.2,925365,228185
50.43933,7.149695E-02,15.37466,23.55434,39698,177.227640,212697,30.7815383783558,8.1,904983,238539
47.53252,7.100719E-02,15.72656,23.51442,52129,27.0446698,435444,47.3784794502685,8.8,908997,237015
36.192,7.019301E-02,15.1167,21.35188,24391,0,77062,104.62933808853,15.9,916001,177905
