NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAREST_OPENSPACE,NEAR_FID_ROAD,NEAREST_ROAD,prevalence_int,Latitude_Last,Longitude_Last
31.40682,6.882971E-02,13.084,23.03773,29125,49.7675644,462269,36.2538491940332,4.7,937397,250659
76.49678,7.781784E-02,13.28158,23.90125,44414,203.775422,259510,95.3311683783117,8.8,822416,253110
40.12534,6.872059E-02,26.48197,22.38553,37862,16.3574333,16124,26.3153617683614,13.1,931644,87272
36.35266,7.119344E-02,16.91764,21.8856,44141,40.2842908,373863,41.4071893021134,13.2,926694,108538
38.62002,7.218528E-02,16.41243,21.34007,32894,0,375721,34.9272811341524,22,890950,118022
62.35061,7.291945E-02,17.20819,23.39042,24528,33.3709591,492566,115.501757220011,4.2,890197,235027
69.38682,7.600791E-02,13.86584,24.00221,47929,201.375064,312015,64.1596555541075,11.8,874552,248567
42.94199,0.0691106,16.27875,22.80237,27790,0,440259,32.1664953992378,15.6,914023,203464
33.90113,0.0698626,13.12982,23.33561,11109,33.6798046,458144,34.2891048233518,5.2,931112,253555
40.24576,0.0744087,15.77279,20.23257,24299,10.4146322,400001,67.3934279955449,13.5,874507,141954
41.40198,6.790894E-02,16.15022,23.26696,50551,90.8363392,423397,46.4936629153283,10.7,919548,212436
77.7903,7.718565E-02,13.38393,24.73905,47983,9.19087304,511029,64.1386544826077,7.1,853841,238811
48.61692,7.108134E-02,15.93277,23.51739,43480,85.6299744,114462,33.2412339210078,9.6,907998,236262
33.18346,6.715352E-02,14.11768,22.91906,41764,0,181795,54.3554973619731,12.2,938010,231188
36.22068,6.699272E-02,15.34353,22.89773,28486,97.6661467,106230,111.781556094683,9.8,929807,209554
81.21741,7.712493E-02,13.10607,24.2442,1116,31.1068187,274108,31.5303493059438,13.9,826078,230759
65.92149,7.297601E-02,17.22343,23.2974,45589,18.7125535,496866,31.9518526192781,7.9,886113,228420
29.68259,6.675983E-02,13.56967,22.72722,4220,798.799390,473030,16.2968396388166,18.8,946247,231122
53.95903,7.110246E-02,18.11282,23.51098,39997,49.8094092,136557,37.0269346495706,12.3,900569,226053
70.8643,7.663425E-02,13.58878,24.25909,41931,0,292513,45.1544146242226,4.3,870929,248204
53.10523,7.123854E-02,16.68721,22.51676,47980,25.3902554,452869,26.4428076531503,15.5,895115,202978
35.53558,6.613379E-02,15.08151,22.93798,22834,40.9039621,166281,129.582949521319,13.8,932227,218013
35.47392,7.093193E-02,15.40651,19.91487,40214,0,64376,86.5110838142891,7.5,913897,158255
45.75992,6.643003E-02,34.84861,22.83396,25479,10.0870480,8926,58.5233484379549,7.4,899107,69558
36.49503,6.892634E-02,15.39562,21.63767,14355,233.593416,433584,17.5775567269456,8.5,922042,191285
79.54382,7.710428E-02,13.25464,24.97839,32716,0,526398,178.085171135683,6.1,837773,242745
45.6797,7.066984E-02,15.69072,23.4882,41708,0,110208,56.9264089134611,14.4,912016,236893
72.99986,7.614424E-02,14.20102,24.4676,43595,78.1541806,282285,97.1866259232574,8.6,851075,210882
54.75248,7.116117E-02,17.0499,23.03737,12622,332.924938,122715,60.5969165587111,17.2,895290,208670
32.15052,6.676517E-02,13.9803,22.80419,49258,27.1412291,163365,69.0805883105889,15.3,940918,229224
46.89287,0.0716613,15.59026,22.05674,801,14.6943828,66628,92.7679371452498,9.2,895011,183322
28.32737,6.689428E-02,13.28924,22.73292,1538,0,155953,9.79460843057157,12.1,949621,234602
79.22913,7.778208E-02,12.81845,24.80513,30479,0,288173,69.5477193169285,14.8,833151,252682
63.83126,7.377604E-02,15.58248,23.38811,48169,33.0706291,229124,41.0867789842238,19.4,886604,242354
36.98276,0.0707977,15.13548,20.78152,22243,0,72640,107.687710399902,7.5,910263,171701
48.37917,7.187235E-02,15.57999,22.16253,48013,46.7754565,413054,34.9128498899294,5.7,892611,183999
43.18998,6.399701E-02,42.99398,23.66003,33717,21.3817775,342334,63.3777725717559,10,912477,54175
48.98335,7.125864E-02,15.62816,23.53517,42411,0,150514,36.9157256217201,10.9,906990,237947
61.45063,7.353445E-02,15.35577,23.45152,33072,41.9912795,495291,44.5969943823629,10.8,889572,244024
49.05867,0.0712038,15.79202,23.52843,42410,0,119066,63.3992644662233,9.1,906798,236987
47.53252,7.100719E-02,15.72656,23.51442,4109,154.600631,130653,31.4170761077267,11.8,909424,237519
76.29339,0.0777638,13.43272,23.85896,48553,48.7670506,517863,23.3030932780405,21.2,819587,248175
50.38861,7.027704E-02,17.5217,23.4615,28389,49.3810202,450062,99.8343492174244,3.7,905823,222687
73.80281,7.726154E-02,13.37822,24.55895,45024,43.0507932,310637,49.0997449251684,8.7,864559,244952
48.5771,7.018058E-02,17.17981,23.45328,35327,37.2470123,120164,30.8010012013512,2.6,908749,226486
40.44327,7.142407E-02,15.30314,20.93042,26048,20.4911271,412276,65.6505381999774,11.3,900755,170465
50.48754,7.062404E-02,17.50401,23.488,35852,18.3263566,104504,43.4664580626627,6.1,905500,227571
65.42507,7.311559E-02,16.58775,23.42295,30096,37.2089427,487317,28.8835070784464,15.6,880489,217329
74.27643,7.692549E-02,13.57076,24.38797,53184,26.2300750,523414,48.386211873675,6.9,863801,239048
42.50802,7.153231E-02,15.34305,21.15582,1085,65.6682010,418332,7.64942158817644E-02,11.2,898271,173289
49.85609,7.148623E-02,15.28575,23.55772,29677,41.3180117,203485,80.8881011521815,11.8,905541,239595
49.85609,7.148623E-02,15.28575,23.55772,29677,41.3180117,203485,80.8881011521815,9.7,905541,239595
32.04239,6.630149E-02,14.12739,22.74357,11130,86.7748963,182233,123.985534037159,9.8,942088,221905
35.02003,7.137397E-02,16.27359,21.78126,42420,0,380478,33.683646897963,6.4,935574,113029
76.77544,7.746293E-02,13.39732,23.84399,36678,0,520186,54.4415472172774,15.6,819512,236239
37.42252,0.0735843,15.61728,20.65309,28324,71.8277684,22107,164.440883701186,5.8,891278,124895
79.25991,7.757714E-02,12.86431,24.19428,32404,7.41729600,264312,63.0374022448827,18.7,825793,247554
43.62833,6.532596E-02,37.47884,23.17622,30437,69.3604880,342440,57.8869443611206,12.2,911031,66519
46.08883,6.982271E-02,21.78527,21.70802,1501,17.5775624,373924,39.8898190027579,10.5,875119,95064
34.23472,0.0676497,14.24344,23.07484,39095,0,470900,41.4135347012908,7.2,935661,232935
77.161,7.941607E-02,12.73388,24.55593,22593,0,536648,32.6653001098171,8.1,834460,264599
40.79079,6.930844E-02,15.31172,23.39941,30596,40.4608211,100160,81.3510421851126,11.4,921266,233669
42.28747,6.565705E-02,35.39685,23.60581,15336,50.5279153,6040,48.0094740562734,19.7,931155,67002
41.40126,7.140791E-02,15.33575,21.08413,22200,52.2630675,405554,70.3973361382147,5.5,899901,173093
30.71534,6.794798E-02,13.39228,22.91188,52202,88.4437787,476334,200.388428475628,10.3,940236,242105
64.40606,7.448453E-02,14.92464,22.93081,31870,563.054252,399847,273.786195594858,15.5,863568,197567
52.1379,7.253673E-02,15.33055,22.08748,19421,600.023243,88774,152.481807306311,11.9,883119,182738
39.14639,7.099247E-02,18.97095,21.74996,49780,55.4030937,371128,16.9648006294433,13.6,897593,107149
35.14542,6.658764E-02,15.10113,22.83324,37691,0,107069,67.6885199859694,15.6,933069,212294
43.01426,6.417817E-02,42.38295,23.70322,38605,0,10100,52.1034789877023,7.7,915904,55239
40.10604,0.0713168,17.63349,21.64513,48231,64.2933931,23793,46.65273829772,18.9,888911,111042
34.81426,7.014611E-02,14.90442,19.05318,2577,78.8182333,411094,28.1153693833019,17.8,926007,160660
53.3488,0.0709121,17.01868,23.00932,14122,165.473826,118342,21.9777988992014,19,897336,208261
79.01138,7.756316E-02,12.88599,24.13383,38778,0,255797,34.5317613958208,10.3,825273,247169
33.65005,6.913166E-02,13.63252,23.28838,48782,38.7639678,467310,32.6058334379171,7.5,932397,245003
65.20902,7.382786E-02,15.7981,23.3707,48201,36.9139755,227409,84.6316011164402,7.7,885762,239825
41.659,7.436442E-02,15.75364,20.01852,28281,13.7910263,373775,70.3536537731482,10.2,869248,140222
44.66828,7.138478E-02,17.12345,21.31539,48527,84.9474736,39291,74.1381870038505,16.8,871425,106922
34.44422,7.209139E-02,15.59819,21.55879,25009,8.65119877,361605,20.9376301678313,7.5,933618,118211
30.18195,6.781188E-02,13.31868,22.86619,24828,25.4270149,460163,24.8537599832349,26.2,941633,242058
55.61343,7.161436E-02,16.75683,22.6782,23450,0,448679,104.938904057133,8.8,892130,205581
65.77021,7.458716E-02,14.81438,23.49826,24965,32.1755064,215610,72.72246513864,11.8,883064,245911
76.59714,0.0777641,13.29413,23.89297,44654,354.190884,508396,19.7312976014959,10.9,822029,250141
74.11523,0.0761279,14.27544,24.4027,48258,55.1201813,269031,47.9434294237066,8.6,854153,215931
39.81551,0.0710165,13.73071,23.5453,12860,200.462878,171807,120.68304469276,7.1,918543,250439
47.946,7.204995E-02,15.35285,21.82691,48300,40.8603441,85210,35.0030929397489,4.6,890568,179485
79.98412,7.755544E-02,12.85827,24.68619,26119,46.1471989,518025,59.4741673346227,5.8,830616,249474
43.28983,6.399968E-02,43.02769,23.79641,34326,53.9218136,11150,44.9225665917068,20.4,911173,51931
79.98412,7.755544E-02,12.85827,24.68619,26119,46.1471989,518025,59.4741673346227,17.9,830616,249474
37.42147,7.174048E-02,16.8566,21.70621,12477,28.9877649,377182,34.7965902978878,14,900144,116163
52.78867,7.150502E-02,16.84406,23.55125,37845,105.643466,99964,20.2592147076963,8.5,901994,234170
