Prevalence,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAREST_OPENSPACE,NEAREST_ROAD
9.2,41.5851822,0.073203,15.7963247,20.7699013,12.813445044248830,55.902776363419271
60,28.6093788,0.0667862,13.3953876,22.722168,172.142042671748328,103.962032859618844
9.4,65.2793503,0.0729466,17.0141945,23.3123722,20.067547272352261,35.178538241940835
10.7,43.3958702,0.0720742,15.2677937,20.8160248,200.875361413398196,47.360112377207976
14.7,44.8458443,0.0729509,16.6440945,20.5819778,23.823629904882928,37.958536315077666
11.7,42.658802,0.0692034,16.2267036,22.6610451,0,9.682869623949497
8,50.6988602,0.0725822,15.1688089,21.7384281,29.160901883431773,26.685226585734910
15.7,46.7969208,0.0720276,15.1958103,21.5148563,21.112026599878423,71.597463511869961
11.3,44.2110329,0.0714684,14.6140242,23.5750504,100.345460305630311,72.010923506007188
10.6,56.1614761,0.0714196,17.0567303,23.0543327,43.405503982541497,53.080318760562264
11.4,59.9628334,0.0766636,12.9936762,24.1160469,779.216421886890657,28.469905727921187
12.3,54.4744034,0.0711875,18.1740837,23.5099735,73.123288029560570,48.999729524717139
7.7,44.0444183,0.0686551,16.5279999,23.3430614,0,15.605340031165287
12.6,43.6016655,0.0714584,14.3665266,23.579525,158.984668754300770,24.584386128759693
10.2,59.450592,0.0718624,17.93083,23.3733673,23.795227031082327,57.445000429970584
6,50.1696587,0.0725228,15.163578,21.6670322,25.367583537162020,58.910773755501808
8.8,74.55867,0.0804491,13.289072,23.9583302,69.549666191674447,70.725898783412660
12.5,39.5603981,0.0676139,15.6895761,23.2668457,15.983299132140420,83.887493077564343
9.2,73.5122147,0.0761624,14.2086115,24.4601288,26.456260274722503,72.676843518272875
8.7,52.9574242,0.0710434,16.8328266,22.725565,80.827668181265096,33.440352829096085
20.9,80.1678696,0.0767977,13.3674717,24.9011211,273.073407137487550,72.732096975489810
11,73.4290924,0.0801075,12.56814,24.7687073,39.942244816700097,66.641310791566653
6.9,36.525177,0.0676104,15.4611807,22.7133045,109.335134091879652,181.090430785283928
6.6,28.2613449,0.067617,12.7514782,22.8013382,194.779933670006073,68.396754741562745
10.6,35.4168968,0.072476,15.4614201,20.2350159,0,59.385538615581183
14.7,76.3343277,0.0781635,13.2490044,23.9172573,0,46.210340791917048
6.3,59.8522949,0.0762493,13.1052151,23.9570274,183.377063768146826,35.356104425284570
20.8,36.3303909,0.0712082,16.7903938,21.8971348,88.863660402173053,101.097050167409961
11.8,35.4827003,0.0699038,15.1007948,21.4246197,54.922098638485473,128.253712731913254
19.2,41.6365662,0.0728144,15.4264355,20.1286755,32.560104064218770,69.006156217317852
17.1,42.2754745,0.0659179,33.8036842,23.9713745,52.658078034072929,50.633462978384415
8.6,33.4872246,0.0700874,12.3587494,23.1362305,0,106.042284453420621
16,69.6812668,0.0754319,14.3576775,23.7731762,63.698060603272431,32.082265951565681
11.4,28.2613449,0.067617,12.7514782,22.8013382,115.435730088677516,62.435791459299388
15,36.4893723,0.0722606,16.0812759,21.5339584,19.574241600398352,49.627703612539172
8.5,74.275032,0.076139,14.2761822,24.3820705,8.531582992920304,63.578538734094245
9.4,42.287468,0.065657,35.3968468,23.6058102,34.658446401967275,33.875327579872412
12.7,42.3038177,0.069119,16.1953831,22.674408,0,43.565725556609095
12,31.732811,0.0692016,14.4590263,19.7163582,47.656744291629749,74.812223883297733
10.6,59.9441605,0.0730272,15.723999,22.3998985,32.169681724202832,21.772718216662614
5,64.4046707,0.0737378,15.3454237,22.9247456,95.032944078524295,194.814736815273591
6.9,59.1577301,0.0729442,15.7087393,22.3476048,0,165.297900346303180
7.5,62.1961327,0.0738327,15.1099586,23.4435692,27.366092267604660,34.381509747582044
15.7,,0.0805723,13.3000002,23.1934013,67.654521636013627,65.107117627121482
11.9,57.0456047,0.0713505,17.5125141,23.3560963,33.601468188191312,44.424061615619976
10.9,33.9598236,0.0701675,14.8609676,19.4859753,4.801046245362151,0.491775207
10.7,54.2787399,0.0708947,17.2539539,23.2708549,144.936961033636265,80.689616948112928
9.2,45.8873138,0.0697747,16.5095596,22.677803,8.314486804000953,63.176888661391956
9,35.9799118,0.0657486,15.2392101,22.9399109,65.104204972839256,51.525338190914105
10.6,59.9764557,0.0730884,15.582675,22.3513432,0,109.367279902342659
12.2,33.1172676,0.0698519,14.7834158,20.7789841,69.194551225192043,65.127415175126572
7.2,74.5196915,0.0770465,13.5164738,24.462286,64.190446233494058,213.715361543451053
12.5,39.838356,0.0683106,15.9482841,22.8755684,48.484759427348123,27.213553756056179
11.4,38.0425377,0.0706614,13.6131058,23.5191917,14.409503205891001,59.549347326710034
8.2,51.9150162,0.0711653,17.4882965,23.5298882,34.885819773590363,26.261080669845352
13.3,66.8758621,0.074411,15.1704912,23.4769382,16.981709939732081,64.918515391778783
6,64.8419876,0.078935,12.7754488,24.692482,39.563264011551794,95.238917088414112
13.9,50.9314232,0.0710099,17.267889,23.5145473,257.426790283931837,19.929766351069080
9.8,42.2483635,0.0710168,14.6781654,23.5416832,277.067382056455074,23.442017121600077
19.1,35.9799118,0.0657486,15.2392101,22.9399109,48.767556989844131,50.982075576356081
19.7,33.9006233,0.0668644,14.3879709,22.9214115,61.439255408190604,95.229963386880726
9.2,53.1209755,0.0706696,17.76968,23.4750519,167.854607534672027,85.203480504183773
4.5,53.4708252,0.0726597,15.3402138,22.1438446,39.311474544438326,42.728079751700143
4.4,44.2533646,0.0700027,15.9006519,23.4320412,30.171458243759194,30.114656197866399
5.6,33.9598236,0.0701675,14.8609676,19.4859753,4.801046245362151,0.491775207
8,43.2934189,0.0710572,15.5925264,21.7340698,0,56.374453904950798
15.8,52.9612885,0.0731582,15.0725803,21.8378258,0,30.871990971956578
14.4,52.6805305,0.0744002,14.7314634,20.2955685,90.173160511869270,57.663109843525127
8.2,59.4046822,0.0750892,13.4973459,23.6632729,100.732295462839829,31.866024920642996
11.8,50.130146,0.0724781,15.1864519,21.7193146,60.254779444713336,47.633505109684855
17.6,55.2997513,0.0714351,16.8771172,22.8149166,177.884911851119881,29.777995887227405
9.1,39.2151833,0.0685963,15.2154484,23.3476238,154.813307867557853,45.826816391753276
17.8,62.5446167,0.0728322,17.4508495,23.3815327,80.407013616323738,67.218638865899479
11.4,45.5992737,0.0708049,18.6335621,21.3810539,40.173513906227100,49.407666341987770
11.5,55.7614861,0.0713322,17.0725956,23.0676022,63.201953160599267,56.266314471065002
11.1,42.8741684,0.0699671,15.5138922,23.4404068,34.733557221065894,30.443966532523987
6.2,63.2203941,0.0734751,16.0345688,23.3801155,50.925652196352182,43.505394427010643
17.1,34.8132477,0.0746709,15.3041143,20.6770115,73.893399720721916,100.082939911719237
5.4,37.0193024,0.0705397,13.4347801,23.5071068,230.727413758238271,55.033482872979860
6.7,50.5199203,0.0714483,15.5446186,23.5474319,35.558492758706898,33.265103739409092
9,37.5910301,0.0701135,14.0549736,23.4887581,24.783016900110191,93.483765179845491
12,36.2981682,0.0708307,12.8326597,23.4876041,117.608438871179573,112.912603872908662
10.6,35.4777679,0.0660362,15.1099024,22.9101963,58.203187817832756,31.134168129996535
15,42.6880341,0.0698248,23.0342236,21.8068676,20.030610540969796,37.905873449190658
3.1,44.1144638,0.0725897,16.1073761,20.9063644,134.649308325504933,47.484566611378682
28.1,44.1654739,0.0740576,15.4090214,19.6267986,25.480145847724550,45.309034945551780
11.5,79.3451233,0.0770157,13.3760443,24.8154163,882.550564718111787,34.975274097480764
14.3,34.8074417,0.0722418,15.270956,21.6202888,61.923842878233089,40.919305851926403
12.2,52.4507179,0.0710497,17.8627338,23.5220814,18.809079749825877,34.748221940848190
5.1,44.1282043,0.0719547,16.0896301,21.1789074,248.308935223467643,65.178477571249360
25.3,81.8302612,0.0770815,13.2816019,24.4441223,22.078854581673738,15.777210284743138
6.1,79.0865936,0.0768533,13.4402752,24.8351936,0,26.738056441336301
16.6,33.1665115,0.069893,14.755085,20.5535221,265.159838520431322,33.522099696760456
13.2,43.3540688,0.0688252,16.3161144,23.3519535,126.923178423641758,83.104890914673419
3.8,43.5175743,0.0714749,14.2820492,23.5816345,20.237007334093843,33.206244750042217
8.2,47.1105576,0.0708777,15.8183022,23.5024796,39.969834675201625,43.427765951510310
3.5,,0.0810233,13.3000002,22.4151688,9.144957332325625,49.182208876602601
6.6,61.6802559,0.073172,16.3029022,23.4193192,13.098287382003729,40.344593832320953
13.2,69.3365479,0.0741202,15.7124996,23.6385422,0,63.185692437861178
11.3,44.2322235,0.0714535,14.6897268,23.5710163,32.427413634148479,43.985632775519278
12.9,43.8037567,0.071371,14.829978,23.557703,394.175490472303920,37.459362173986428
5.4,67.356041,0.0770902,13.2623701,24.2713242,40.941356761279913,89.975343755161433
14.8,64.6627426,0.0729589,17.281517,23.3290863,489.431498638130790,36.724710826606831
14.5,34.0669899,0.0735238,15.3479853,20.4535637,164.611854318010074,258.582697091780005
5.5,46.2895088,0.0706052,15.9461679,23.4785671,21.780455828301466,70.092191984914763
9.5,63.2517395,0.0766207,13.2248554,24.0072231,0,21.364631964395809
11.4,63.361908,0.0731621,16.0643711,23.164032,0,55.871152122773999
13.5,38.7822609,0.0689162,14.9447355,23.3895493,422.845848876963544,13.566348513036989
12.3,65.0493317,0.0790319,12.7654142,24.7107658,91.598242458158225,47.975639841667203
10.6,44.550293,0.0713211,17.1013145,21.3619633,41.477423084639760,47.109302842806756
14.6,43.9755859,0.0733625,16.0015888,20.65942,19.491474217364853,70.222711713828375
7,37.0681419,0.0738298,15.5519962,20.5628986,0,35.208596729826468
11.7,36.1920013,0.070193,15.1166992,21.351881,0,104.629338088530332
13.6,70.6152115,0.080526,12.3938999,24.8434391,24.070982651664604,34.117873010966555
13.3,71.8377914,0.0762533,13.8985662,23.9996204,33.129265997351148,29.693399506008785
6.1,65.2317352,0.0742949,15.0886269,23.4406548,18.326993557097428,26.274091618044821
8.6,76.6538315,0.0776103,12.9796047,24.8119373,10.712584464737796,55.359458743806186
22.7,35.978199,0.0662026,15.2676401,22.9182854,57.620514514794095,73.426644761544310
6.6,63.452034,0.0795928,12.6172886,24.8344765,36.289210499010480,36.266812994411907
9.1,70.5282745,0.074484,15.483058,23.6603165,12.780009738924775,74.642507812960119
7.3,50.2755814,0.0701498,17.4649582,23.45047,15.395230697210344,25.284026533205662
9.2,72.1459503,0.0755039,14.585413,24.2134247,0,49.148059226880136
8.9,58.9532127,0.0729955,15.4900723,22.287714,21.038463605740272,155.593685463711950
4.3,39.5929222,0.067868,15.6184492,23.282692,68.651110363473222,40.168761315058930
10.6,72.2640915,0.0757886,14.3037205,23.8539886,97.683020321846442,73.078897009319434
24.3,44.7982864,0.0716288,15.4019747,21.5216999,17.767489774315216,122.057275091978397
6.1,71.4857788,0.0748196,14.9980907,23.7615051,23.636013499298517,129.547761674648370
8.6,46.0678673,0.0708109,15.6269035,23.5006275,30.999950487245890,28.768445054881575
3.1,31.7137222,0.0665449,13.9467278,22.7637348,0,63.301314472245231
11.2,57.7094307,0.0719778,18.5923672,23.5051441,41.964060161071728,23.074659769909807
12.1,72.631218,0.075438,14.6219063,24.1007614,0,73.104103095630137
8.3,48.6044807,0.0721839,15.285511,21.7897205,51.718597432073274,54.009185526095905
16.5,37.9569206,0.0737655,15.5585098,20.3231411,39.291047268726636,30.602608354941040
8.6,37.9569206,0.0737655,15.5585098,20.3231411,39.291047268726636,30.602608354941040
16.4,49.9546242,0.0708032,17.1407242,23.4966888,31.505667888785815,28.677898395869214
3.8,39.073761,0.0696076,14.69314,23.4526234,26.918738693368809,106.418526122197463
18.1,40.3456078,0.0710252,13.9289665,23.5479355,84.726309781346941,77.954043438966679
18.2,71.7919312,0.0750885,14.7890329,23.9607239,48.092842783697755,112.013898428424511
11.8,30.9063416,0.0687662,14.5650606,21.0756607,18.837467265417096,55.347892466407203
17.1,64.3117142,0.0727434,17.5410442,23.304472,0,47.097550561322493
12.8,48.4701614,0.0710778,16.1147919,22.1754055,43.971547646082570,83.745400482312860
22.2,50.8291092,0.0703186,17.5714245,23.4636726,24.228218601023706,125.756740461706514
7.2,44.0049057,0.0702909,15.5925388,23.4619045,0,50.995187787718109
21.8,72.2404251,0.0760699,14.0845194,23.9216194,18.854930808201502,65.207811116634758
19.2,71.0077515,0.0746359,15.1812382,23.7002316,50.039033524778667,74.047346370296907
17.4,47.0448341,0.0664228,33.2717781,22.8537254,27.391620113956328,49.451463967100587
6.6,41.6059875,0.0692539,15.5849571,23.3829956,48.467604701976583,57.395383415468515
11.3,40.259182,0.0710568,13.8390322,23.5493183,77.419529843711302,58.830922525301261
12.6,81.5851593,0.0771188,13.1532917,24.3171501,24.896723684017648,41.938193396822804
16,56.3711433,0.072314,16.1653538,22.3571987,204.583475119293780,67.917021727133616
14.3,52.8157463,0.071461,17.1683235,23.5514469,33.025391940234769,35.373944156877570
9.8,44.856926,0.0704483,15.6918259,23.4710579,16.703093428045854,54.715040601283967
17,67.2970123,0.0735503,16.2947845,23.5265961,60.492277865585102,53.693714847069828
10.1,61.5719566,0.0732123,16.1526814,23.4251404,48.010576912192484,40.196335245112188
3.9,47.890255,0.0715081,15.7821646,22.2416668,0,43.759915197909933
26.2,34.1431885,0.0663001,14.8149529,22.7921371,86.116018569783392,43.149789662709956
9,51.4423828,0.0706363,17.7150249,23.4893551,0,32.190254829881702
11.8,54.9153214,0.0713511,16.8909054,22.8238201,86.528908787441509,52.862755636640472
4.8,60.5108261,0.0729977,16.3539543,23.4580917,88.487621241145433,41.780088351242966
13.4,72.9347229,0.0754476,14.6091776,23.9389038,0,80.728509647203538
8.2,45.8542252,0.0693666,16.7737217,23.3930244,90.652491629290566,67.391927633818000
12.9,,0.0805723,13.3000002,23.1934013,61.443966153964872,119.944971236490460
10.5,51.5981789,0.0742538,14.8141308,20.1029587,21.850670666257535,94.092003053098992
10.6,58.8631744,0.0717563,17.2944431,23.2508068,27.666941145292693,69.576868853418986
8.9,55.5444984,0.071162,17.2376461,23.2354031,44.289858437744101,85.925402297513514
5.9,40.8473587,0.0713093,13.5655375,23.5641899,39.305434455991453,83.447371479003408
10.1,71.5705948,0.0799946,12.2168541,24.933672,0,143.978046780907675
5,62.5446167,0.0728322,17.4508495,23.3815327,9.985792843997986,27.878313395744780
14.3,62.3181725,0.0735092,15.6926603,23.4127693,262.879915380085436,20.550281914043460
12.4,78.5636826,0.0772558,13.1113329,23.9438972,13.615735107544895,20.068006067027831
10.5,55.3540649,0.0717353,18.5681992,23.5649433,26.470226099373161,32.521782992275547
13.4,44.2562828,0.0724102,16.188345,20.9572639,396.659850681434193,71.815073176313035
13.1,55.5008774,0.0715944,18.4788094,23.5361881,55.669673816219628,18.777751526487211
15.3,42.539093,0.0714021,16.8325157,21.4841309,99.694231092274393,62.002355800222766
7.2,56.2876053,0.0711933,17.5871296,23.3929958,31.290544204424737,95.256383764782797
5.9,57.6790009,0.0715154,17.9259033,23.4150219,19.472144839828676,112.412312032396102
15,73.0461349,0.0755027,14.573638,23.947731,73.403342812293815,50.573819525380358
14.4,34.8326263,0.0700472,13.2858086,23.4191265,114.915331898406947,50.967053693900084
22.4,46.0139008,0.0719813,15.1892834,21.3728733,20.147634799187905,45.749857297982764
11.5,55.6616364,0.0717923,16.5930691,22.5127392,44.304184939636897,163.427261158899341
8.4,52.8602753,0.0713702,17.5970745,23.5477905,16.575424118489284,32.980006446412965
5,47.3043747,0.071784,15.540637,22.0295296,45.181926573104683,60.529276379054586
17.1,38.5928116,0.0668233,15.7170076,23.1511841,0,27.461748335096377
12.5,70.9268112,0.0746693,15.3802071,23.6640759,59.118726443823284,53.557320309504192
13.7,35.7008247,0.0662699,15.2094574,22.8942413,25.165466017048104,44.527119359957432
12.8,41.7422409,0.0706763,14.770092,23.5189877,243.739902695325526,59.158195571442938
9.6,57.8243599,0.071618,17.1932564,23.1956654,11.769622666246073,38.280415069417131
6.8,61.1995239,0.073045,16.4967575,23.4330254,13.832571216437888,47.463328753920329
4.8,51.1692429,0.0717345,15.9507675,22.3401642,96.701332864170908,111.473564163656292
11.2,75.2907104,0.0764994,14.0214834,24.3588696,41.328811723026547,73.316121586980969
28.7,42.4606476,0.0724234,16.0135727,21.0703278,32.628238705683763,31.662880286457266
2.5,42.3848648,0.0708436,18.4076881,21.6622734,14.452784344570258,81.420753395124223
17.9,47.9322586,0.0721988,15.1927252,21.5413742,43.434186495573144,72.020745874220466
5.8,34.2484322,0.0696638,15.0064201,21.4074268,0,27.015507251752130
13.7,32.3755951,0.06962,14.7042837,20.6504154,78.868057978426634,44.074025354850043
8.6,67.1672134,0.079624,12.6082535,24.8009453,39.267866503604516,88.936204013431947
19.3,43.5006142,0.0715417,15.3731871,21.3214989,18.787994043456244,53.144219464859368
13.1,51.0221214,0.0715129,15.466094,23.5511665,111.581205409914347,25.047479782058328
19.5,42.5792198,0.0691037,26.2971401,21.8977127,731.391561131013304,40.861013352512252
14.5,60.5108261,0.0729977,16.3539543,23.4580917,16.073193892931091,63.065955688038009
10.5,38.1766777,0.0706241,19.5277729,21.8496819,663.200728487416313,32.955566000684328
8.3,45.3713379,0.0704537,15.8349991,23.4683361,34.074708698513795,47.176679577326468
13,62.0157204,0.0730481,16.7682743,23.4039497,199.205294962399137,49.711754870625448
12.5,45.3003693,0.0705245,15.7415218,23.4757786,52.324446211324180,72.880462738814643
17.1,50.4188805,0.0709831,17.0578556,23.5097046,22.629975694431081,32.367252573901162
15.5,,0.0794123,13.3000002,23.1453209,16.599599998444319,29.221920076626350
13.6,72.196022,0.0762624,13.9460297,23.9736729,54.298793644205929,59.421686671280675
14.3,38.1939735,0.0701093,21.2879848,21.9165287,49.678872410785139,94.591657015636883
15.2,38.9257774,0.0681977,15.3084984,23.3097363,0,45.509289378170742
8.1,50.4393272,0.0714969,15.3746557,23.5543442,177.227640816493363,30.781538378355819
8.8,47.5325165,0.0710072,15.7265577,23.5144176,27.044669853637156,47.378479450268529
15.9,36.1920013,0.070193,15.1166992,21.351881,0,104.629338088530332
12.5,51.4253693,0.0710874,17.3771553,23.5222359,414.818231541470197,37.702166798553414
26.6,44.0340385,0.0715851,15.3782711,21.389185,58.139289124111386,29.298963540360401
11.9,47.8891754,0.0721652,15.2117548,21.5999813,33.578378233420622,10.007544848617570
13.2,50.4393272,0.0714969,15.3746557,23.5543442,178.410157916374857,30.072995218039036
13.7,47.4562607,0.0710702,15.5974283,23.5218124,42.872402236577578,53.432896554504779
22.2,39.7866211,0.0705763,20.3221283,21.7689705,52.133939536401670,48.166385377917962
13.9,50.9078751,0.0711087,17.0452042,23.5196991,263.310578748817761,44.336895474416345
10.9,47.1838417,0.0719945,15.3052711,21.6867657,14.821151994288158,33.510799934808333
4.8,60.9039383,0.0731636,16.0237484,23.4502506,74.276851328392425,33.993605762660181
9.8,48.5592842,0.0708878,16.2728443,22.1691074,18.375268611177944,39.850432805672938
5.6,59.7305107,0.07248,16.4872704,22.8172092,0,155.931497238513771
18.5,30.8239174,0.0686616,14.5349054,21.1685429,0,55.238130618673289
11.1,43.6912308,0.0728366,15.9536009,20.8601761,36.413104735392842,44.074935517571291
10.2,34.7214928,0.0670414,14.5583773,23.0093536,500.631946026231560,75.561999317578639
12.7,53.2460861,0.0707472,17.8494892,23.4830952,0,27.798856497731880
8.8,42.0081444,0.0692693,15.6985874,23.3807049,8.764256087154621,45.395652117356413
11,53.8478851,0.0714857,18.0436649,23.5571976,43.762195609167840,38.015808009928186
9,33.2795067,0.0670162,14.1710968,22.9033108,15.356173178202917,44.970245591697527
9,42.673687,0.0702021,15.3010015,23.4665051,0,66.851095856330645
7.6,28.3069324,0.067292,13.1305857,22.7703724,3.232600856662859,64.786661585476097
8.5,54.0242043,0.070812,17.3007755,23.3151245,41.860805096489443,73.369755787285584
15.8,48.293396,0.07084,16.3151665,23.4951038,47.921587916477776,41.090397430407364
7.7,48.0486183,0.0697854,17.1515942,23.4258671,47.956716313090958,61.000838911753135
21.7,45.5703354,0.0718393,15.2906828,21.4577484,93.593698091649557,41.929679303406687
22,43.116909,0.0638928,42.8818245,23.5464134,277.951959139579458,61.121316902426230
10,42.539093,0.0714021,16.8325157,21.4841309,355.280082177981228,29.765388806135178
5.4,46.4988899,0.0722202,15.1973982,21.0188351,12.177004858642860,78.742329329413067
12.2,42.1875496,0.0659107,33.8196106,24.3682079,71.207118805234401,77.132372720061895
9.4,51.4659882,0.0707872,17.6999722,23.5016346,0,52.811195568805644
4.2,41.7181625,0.0713883,13.7558403,23.5725651,357.351609086206167,25.131172039943944
6.8,68.4930649,0.0788959,12.8548689,24.7552299,0,58.870104220931445
5.5,37.6621399,0.0707103,13.4191399,23.5189056,72.849687060159781,42.899520834570986
13.9,35.7057304,0.0659805,15.1918297,22.9096146,66.176000721184806,25.630297234913499
6.7,46.3428535,0.0720635,15.1794357,21.3152275,169.805500766454600,47.324727920961756
6,48.3196335,0.0713107,15.3549891,23.5457745,70.945771400140600,43.570349327861614
8.1,61.6787376,0.0734586,15.5913153,23.4353199,23.011415657019697,50.833361329273885
17,72.2960358,0.0765848,13.7058268,24.1219177,48.421023934157667,61.984102447675824
9.6,47.1524887,0.071759,14.5074415,23.6075325,50.503030343926412,63.508444671231636
12,43.939518,0.0712516,14.9085064,23.5489979,66.636692351451728,55.896197626315001
12.9,49.4978905,0.0709056,16.3985214,22.2232075,54.646233423738934,126.601851865249799
3,55.5008774,0.0715944,18.4788094,23.5361881,243.248210197747710,7.173938547925871
5.9,60.7462311,0.0721164,17.905407,23.346962,39.387513699594713,86.625974647747412
4.4,64.0885315,0.0730426,16.3540573,23.3768787,57.929517733129160,169.272608607773890
12.6,43.939518,0.0712516,14.9085064,23.5489979,52.142614926649522,46.371255366675769
16.3,78.2511597,0.0769441,13.519433,24.6854591,782.738916776476799,34.600550719889277
4.8,52.1819305,0.0708839,16.8361225,22.7427635,71.294896348786153,77.920664385333282
17.2,54.940876,0.0709405,17.4472656,23.3794975,581.714908150862925,26.705259567940590
12.4,33.0200005,0.0696556,12.2160406,22.9884491,233.551735249152330,92.082147336818707
18.1,36.2679634,0.0669452,15.3431396,22.9189358,26.402872456076835,88.541270316361278
13.9,40.351738,0.0734224,15.7547626,20.6664658,0,11.892502751982583
5.8,58.6340446,0.0716896,17.3696518,23.2796307,65.169817514627994,35.854983108404610
16.8,71.0685883,0.0746597,15.1333122,23.7136269,33.660733141375708,56.534208455980313
5.5,43.9056625,0.0713973,16.6728153,21.4159603,38.042591345519334,68.492913595993798
9.6,45.844162,0.0697026,16.634737,23.4123211,0,98.505374265167646
5.5,49.5072823,0.0705651,17.2297459,23.4805603,105.177137586723077,36.026563684036354
14.1,47.3650208,0.072116,15.1947031,21.5277863,402.063588044456537,31.377562573867355
16.2,45.2614365,0.0717902,15.3135557,21.4433956,42.551243104377107,64.451636823946401
9.3,50.9726753,0.0706546,17.6191597,23.4911098,0,56.947256466664115
16.8,45.3543129,0.0704174,16.1469059,22.119257,47.915200328946703,20.341432620304253
8.5,59.7763863,0.0719795,18.0580139,23.3855591,62.159256404042885,42.213855252314254
4.8,60.9630432,0.0741818,14.4293003,23.5189018,174.204250016489738,38.452148709276329
18.8,36.3764725,0.0714309,17.2706966,21.8223572,476.000597493020109,30.693987067152694
15.8,42.6388512,0.0729322,15.8469896,20.8731766,30.440902490542616,97.926564007505164
5.6,51.9831505,0.0720008,15.8313761,22.390892,24.671948546155374,83.090358390549554
11.8,55.5229492,0.0713596,18.2666836,23.5018883,33.557836600391163,53.191241733755959
10,63.8372116,0.0726464,17.5628624,23.2926025,221.903479380320533,54.910107683517623
6.4,31.8124619,0.0679518,13.683465,22.9881649,62.691852692609423,52.631970384750005
2.2,59.4046822,0.0750892,13.4973459,23.6632729,19.254375522039961,35.774201846399585
14.6,43.4349594,0.0731839,15.8697462,20.7634964,9.435677659195481,38.770720427457938
6.6,36.9694252,0.0707718,13.131566,23.5143223,320.261071849875293,23.958726425045850
6.4,44.605587,0.0728804,16.4233837,20.6949635,318.987878871417479,59.071583940311207
13.5,37.4225159,0.0735843,15.6172791,20.6530895,99.213214301989623,209.615431157032845
13.8,67.518959,0.0735895,16.2885036,23.5283318,32.103996299928887,43.726209143452238
10.1,64.3496399,0.0727279,17.4681129,23.2872486,523.531420830480897,37.087835304114193
15.7,,0.0816766,,,83.199898945201326,153.517317118968407
15.1,42.7785072,0.071733,16.3131618,21.4196568,56.366751500281559,74.055416709863579
19.7,78.6313705,0.0770337,13.4157352,24.7469215,0,50.946620068237792
23.3,46.6661263,0.0721373,15.1804647,21.2506084,142.921520796756823,48.058998242177893
9.6,44.9788017,0.0690689,16.6470032,23.3721275,51.552628653060324,57.556881119706972
11.5,49.3081207,0.0700815,16.9111729,23.0826759,114.370330179247475,61.063631310010898
7.9,40.2999802,0.0708437,14.1761084,23.5370083,28.078152505885566,67.187327935404468
10.6,63.9644814,0.0728106,16.7610607,23.3399029,71.885246241727955,127.922163902451103
4.1,37.5910301,0.0701135,14.0549736,23.4887581,44.591692999504488,34.368818595478167
8.7,,0.0811597,13.3000002,22.6670818,35.765963906471306,27.911676452144583
14.2,72.6421356,0.0767992,13.6908121,24.1082878,24.629262348400612,77.542127757602714
11.3,50.1344032,0.074172,14.9303007,19.8234558,0,70.826463387741171
7.7,47.7703133,0.0722568,15.1695995,21.3413963,33.456071935588412,44.660040106716743
8.9,48.8834877,0.0708058,16.6446934,23.4925423,274.981556461616947,35.428666496211662
22.2,41.4802856,0.0727356,15.971406,20.9424782,49.940919906565782,51.558597001507110
13.2,39.6646538,0.0743492,15.661375,20.2500305,45.425864985022343,67.455201815345603
10.8,36.6105499,0.071197,17.8364258,21.8238106,440.484989626972265,71.579413215986577
13.5,32.5018425,0.0696614,14.7234373,20.7025337,376.119729418310214,28.161404957651161
15.4,77.4668884,0.0769065,13.6572752,24.5930805,273.238943684843150,120.524138192823358
8.2,76.9637604,0.0809981,13.3000574,23.8700123,345.496488015983573,62.070537936152327
10.6,51.4457207,0.0709887,17.5426617,23.5164223,92.907319475750128,42.710749106410148
8.8,53.2593498,0.0707176,17.2020111,23.2467136,48.363565387052617,52.391795646845424
10.2,66.8577118,0.0735822,15.9965248,23.5677547,0,116.520074080347612
9.1,72.9862823,0.0757079,14.49613,24.2617779,39.919886929155879,39.651724252670761
12.1,38.7542381,0.067334,15.7703943,23.1145,53.166188726674442,120.165690032176485
3.4,64.900032,0.0765802,13.3261509,24.017107,0,48.066049615554881
14.5,64.7070541,0.0728126,17.1854248,23.2850571,40.487188475668603,27.509262656336457
12.6,68.7309875,0.0737399,16.3612499,23.4154644,0,9.936096332008059
13.3,42.6703148,0.0718111,16.304739,21.3417397,50.562532320768682,34.925330481737049
14.8,44.8859673,0.0697635,16.2917442,23.4117947,32.986127737415579,100.935909016743707
13.3,64.7739029,0.0739542,15.4830256,23.3924675,0,67.768318329019436
11.3,67.0131683,0.0743681,15.2555332,23.4686871,0,127.002180115748814
12.8,61.2075119,0.076512,13.1269255,24.0082932,272.079814640453947,45.367960197414398
10.7,47.7075958,0.0718974,15.487484,21.9920807,65.683401783524147,14.504132229806535
12.6,42.7837219,0.0713114,14.4134865,23.5672188,251.835794847602614,26.825498754363011
10.6,43.3334656,0.0690737,16.2075539,23.365406,19.909660003364195,94.360218461830215
7.2,,0.0817426,,,60.239724209274499,212.095696208013862
11.5,31.7474689,0.066497,13.9674463,22.7602844,85.318213467300552,43.113491729615475
9.8,63.6657791,0.0726128,17.5589447,23.2889309,601.832784153387934,10.665262786714576
7.3,51.5550385,0.0705931,16.958992,22.9771519,39.086953418732477,57.096558354729943
8.5,52.443573,0.0708514,17.8878155,23.5040131,18.236175338904367,36.971915632137403
14.6,78.6313705,0.0770337,13.4157352,24.7469215,0,62.013330180833094
