CID,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAR_FID,NEAR_OPENSPACE,NEAR_ROAD,Prevalence,Latitude_Last,Longitutde_First
1,40.8518410,0.0688604,27.0287914,22.1114979,16425,0.000000000000000,403.326676628593248,,924165,86515
1,44.5305977,0.0694524,24.2809448,21.8188248,377939,296.596380495650465,33.797668598825133,,889942,91871
1,78.3547668,0.0786507,12.7408619,24.6404114,526763,3.934534942251665,689.382999105684348,,832921,259035
1,37.0352364,0.0704747,19.5121937,21.9069481,18707,627.922577687138642,381.872970819499074,,933259,102981
1,35.0738373,0.0703811,14.9761820,20.7082920,383834,0.000000000000000,77.604324233177948,,917020,172281
1,42.0012817,0.0660275,33.9987793,23.1938648,343477,5.744619090547506,975.013215586765114,,928417,71439
1,31.2160187,0.0691852,12.6242523,22.9892750,454953,0.000000000000000,104.169582385529495,,937277,260160
1,47.0490189,0.0687987,27.0917225,21.8592091,387758,0.000000000000000,216.442859483522540,,880511,82312
1,42.8673630,0.0683501,29.6927986,22.0846519,369640,0.000000000000000,80.910028093394246,,914290,82152
1,42.3203392,0.0648209,39.9901657,24.6957836,353822,259.928517305168498,156.177010705411249,,929513,53377
1,,0.0770500,13.3000002,22.1560116,561520,0.000000000000000,1732.182314838571983,,799781,248316
1,35.0829620,0.0746811,15.3985567,20.1288452,13692,0.000000000000000,216.686333066841030,,938915,131171
1,34.3410759,0.0732506,15.0126543,19.3502483,75329,518.486640468382348,512.205186324324472,,940939,141975
1,44.7933578,0.0612479,37.3338203,23.0369720,4634,277.730709588713182,675.532788379566909,,883881,51873
1,35.2669106,0.0744537,15.6449280,20.4337330,411388,0.000000000000000,1546.034823570941171,,906969,136301
1,34.9223061,0.0723184,15.2378654,21.6094627,15717,0.000000000000000,181.467871109965785,,924985,120184
1,45.4825172,0.0599332,31.1597652,22.8893013,365466,0.000000000000000,688.894597823198978,,868094,59461
1,41.7699051,0.0698791,22.8873787,21.8226013,20380,4.808387586222435,350.829234428926611,,903204,96701
1,42.5086365,0.0651721,37.7576904,23.5992641,8062,0.000000000000000,300.518292774536974,,926267,62967
1,45.0794868,0.0669982,33.8790970,22.6072445,28347,0.000000000000000,67.361232176556157,,904997,72767
1,43.0414009,0.0735470,15.4926472,19.9807281,393713,144.206106012299557,17.215672553733928,,882111,158834
1,45.4051132,0.0590000,37.2353630,25.6293812,5409,0.000000000000000,1679.904431008412757,,870783,35607
1,34.1359062,0.0698904,14.7160368,19.0590382,428019,54.245672312512298,218.748526973420581,,933664,159194
1,40.6643562,0.0700157,22.2716408,21.8393497,22515,421.225808866258319,7.451248581437886,,909482,97729
1,34.5442543,0.0704746,15.1134033,19.5252476,383715,0.000000000000000,622.464986271783232,,917344,163500
1,42.4422035,0.0649897,39.0943108,24.5206013,4886,333.051967229563672,281.117310363667912,,929961,56915
1,57.0401497,0.0749559,14.5704699,21.2725201,393323,0.000000000000000,193.789305209483530,,863637,175783
1,45.0484352,0.0609885,34.9381104,22.9164333,342788,233.299644654783464,184.954454750265029,,878096,56447
1,47.1128273,0.0689853,26.0174809,21.8218231,401998,0.000000000000000,290.362790954339061,,877730,84658
1,35.7332497,0.0708098,17.9911480,21.6511402,18651,633.470336436107686,252.705778626729057,,940945,108753
1,35.4928970,0.0745913,15.8556881,20.3395386,368335,0.000000000000000,132.011772540809602,,896293,134782
1,41.9017754,0.0740622,15.5275059,19.9701405,63229,687.427666490164029,11.651766144018916,,878750,155253
1,,,,,362193,49.715063917692071,63.306392297519274,,780810,328871
1,36.9714394,0.0703196,20.1092987,21.8737564,14956,31.715828756751275,118.786698666936715,,937411,102194
1,43.3516121,0.0693339,25.1220245,21.8511410,375349,0.000000000000000,776.915214789309061,,898559,91018
1,77.0000000,0.0779219,13.3000002,23.7562370,271781,148.152649745572148,143.323927656400997,,809363,232623
1,36.4375839,0.0705503,19.0945644,21.8203106,19149,739.833616895688806,39.693242615845286,,938441,104588
1,55.3746643,0.0862444,13.7796049,27.0658875,530417,0.000000000000000,4.808892011507464,,870464,307545
1,38.4448318,0.0703239,20.4358521,21.8889580,13070,237.011979593320490,16.426970052257417,,923476,100786
1,33.0795250,0.0695997,14.5768929,19.3559628,67396,0.000000000000000,435.046087862180229,,938569,161172
1,78.0695953,0.0777657,12.8366737,24.9866695,302896,0.000000000000000,64.764305890847467,,838601,251951
1,35.2973251,0.0712188,17.0016098,21.4709034,19271,0.726378744444396,64.309703888574703,,941078,112292
1,74.1397705,0.0778355,13.0592852,24.7879562,304899,75.896077577563418,26.385451547859024,,858809,248347
1,46.0043716,0.0695192,23.4316483,21.7720985,400946,14.252256026347004,0.779716188077217,,879123,91365
1,33.7058678,0.0714432,15.1844549,19.5676022,392101,119.885529064928690,383.852376157753440,,930587,148311
1,47.9493370,0.0689478,25.3702106,21.6588287,34954,958.904011676027949,20.926881077182777,,869965,84823
1,36.3151283,0.0717830,15.4627075,20.0945320,415549,0.000000000000000,62.901541936476860,,906105,155142
1,44.4246635,0.0638259,36.8710556,23.0524445,348227,139.570317777491880,157.076942130781305,,886979,57660
1,34.7511597,0.0710823,15.2919760,19.9534111,86753,792.124422136472049,285.104302861794622,,919652,153538
1,35.1558533,0.0744862,15.1767178,20.0290260,356166,0.000000000000000,83.124296458789445,,936579,136740
1,34.5127373,0.0733553,15.1226072,21.1313934,21030,0.000000000000000,191.853471949450181,,931472,124433
1,41.4616051,0.0683327,28.7205906,22.3580112,380553,0.000000000000000,103.016523984634873,,924231,83494
1,44.2060204,0.0690967,26.1584606,21.8647804,378683,0.000000000000000,456.518901280242915,,896302,88400
1,48.0067062,0.0670977,31.0235615,22.5391102,6264,13.375241898130694,93.057533411717401,,878834,71530
1,42.3818359,0.0647916,40.1660995,24.6740017,362697,675.194176836589918,731.753164898456703,,928332,53774
1,35.3833885,0.0746479,15.8941622,20.3239136,72652,539.176217165492403,424.138210353776230,,896267,136726
1,76.8413696,0.0809219,13.3015995,23.8863411,556365,0.000000000000000,115.053181343665344,,827777,281319
1,39.5059280,0.0704043,20.8078728,21.8127785,19804,0.000000000000000,385.539647662797108,,908745,101160
1,32.3422432,0.0694351,14.4782009,19.5126209,81251,1041.530160278993435,90.988149398291341,,935163,168500
1,46.7992210,0.0687081,27.6485729,21.8777924,389977,62.028823364817789,79.577011444994199,,883187,81795
1,35.8301544,0.0707671,18.1289062,21.7036285,18455,674.986677940374193,219.585231619365658,,940256,108194
1,35.6684685,0.0746050,15.8802881,20.3275127,371463,0.000000000000000,276.402986003529236,,893938,134124
1,56.1713676,0.0864759,13.7169228,27.1740437,538166,29.757391887716508,47.738655555606016,,868652,308123
1,46.5892639,0.0690565,25.7273483,21.8314743,33916,127.326819632416417,118.091980169600291,,880606,86261
1,47.8760948,0.0638751,29.2582092,22.6576729,342328,0.000000000000000,535.654025990627133,,867174,69836
1,47.5447464,0.0687893,27.0189514,21.8426571,390210,50.489600002765656,266.983201891796512,,877205,81981
1,47.6286736,0.0687322,27.2829609,21.8566399,400335,0.000000000000000,466.453735330420216,,877494,81359
1,55.5427780,0.0745145,14.7367926,21.3896847,415379,0.000000000000000,141.384894587115241,,867599,174619
1,76.9947205,0.0778913,13.3000011,23.8138275,262548,0.000000000000000,269.815299945591050,,813595,238610
1,44.9716644,0.0686540,28.2738171,21.9030457,43045,406.837169618091707,272.440210299423768,,896255,83044
1,43.7665253,0.0689245,27.0476189,21.8920250,23479,0.000000000000000,475.835723349650323,,901126,86679
1,44.5535851,0.0655451,36.8857613,23.1053410,4768,781.893245604759500,90.696567976697935,,905258,66543
1,44.4354553,0.0685406,28.9449711,21.9259129,22893,0.000000000000000,272.920745672691169,,901025,82484
1,47.5120964,0.0637596,30.1459599,22.7266941,352757,0.000000000000000,47.751137898994180,,868780,68709
1,35.5864105,0.0740967,15.6487131,20.3629303,417173,663.663491976104865,98.769302447614720,,902435,144275
1,43.4912605,0.0647281,39.2048073,23.2254620,350732,0.000000000000000,423.298266384406475,,902962,60464
1,43.6870270,0.0682278,30.3353901,22.0618439,24622,310.584548725376123,147.178980982618782,,909288,80708
1,46.3569756,0.0678846,31.3196907,22.1591301,2841,340.919920756354088,100.575690306609800,,893024,75840
1,48.6707306,0.0668341,28.8242130,22.2526436,399382,301.318130966842773,241.517628194306582,,869391,74117
1,44.8150063,0.0664208,35.0805283,22.8576355,342964,0.000000000000000,938.876177901120059,,907094,70509
1,,0.0759771,,20.5000038,562435,0.000000000000000,47.603013252253611,,790926,272887
1,28.9517975,0.0682641,12.6267309,22.8462639,467011,0.000000000000000,176.883724701670246,,945639,257139
1,41.9651947,0.0697288,23.4888287,21.8353176,381250,187.649033892857574,61.026837924969094,,903442,95030
1,34.7989655,0.0741986,15.4762125,20.4904308,354709,234.727958158251852,821.139284527293057,,918868,138894
1,46.4104156,0.0663414,34.3621635,22.8809948,358152,1178.763188765604809,142.586590118803628,,892316,67964
1,33.6342354,0.0719712,15.1970377,19.7155666,82786,76.460868682765934,65.533559731479457,,931219,146408
1,41.5364189,0.0670685,30.2372246,22.9999733,353526,0.000000000000000,108.289800786618599,,932525,79423
1,44.7329865,0.0658216,36.3099403,23.0395889,2550,0.000000000000000,449.392989979590254,,905863,68154
1,38.6526222,0.0725886,15.4529352,20.2015553,394172,0.000000000000000,74.085616419830799,,894278,157779
1,35.4013290,0.0742144,15.6644154,20.3809032,64081,0.000000000000000,244.128922151335701,,904446,142077
1,35.5005455,0.0718919,15.8568163,21.7944088,364131,0.000000000000000,292.602443556386902,,918368,117134
1,44.1365509,0.0614915,41.1477356,23.7775116,343488,911.074134771759077,462.115394406950543,,895841,45928
1,45.1255264,0.0697422,22.6331654,21.7694302,34079,489.155649089202655,120.452199603367006,,882618,94706
1,42.2840614,0.0667425,32.3329239,23.0117741,12425,0.000000000000000,457.504473369842515,,925752,75701
1,46.6707077,0.0691244,25.3307018,21.8158684,387458,0.000000000000000,15.678924190886171,,879469,86453
1,44.2305450,0.0648889,37.1194038,23.1543655,367047,0.000000000000000,412.939100375593455,,892386,60584
1,41.6666946,0.0668316,30.8547993,23.0661583,343376,0.000000000000000,529.988622129929581,,932666,77734
1,35.3438301,0.0706914,15.1284113,20.0403156,76310,72.125388481042691,273.972945281869386,,913383,166484
1,34.8526573,0.0729821,15.0155773,21.3377705,379170,0.000000000000000,200.333966589963836,,925278,123647
1,47.2757111,0.0690005,25.8938637,21.8072681,387747,117.676029295978452,228.765013415836421,,876369,84491
1,44.6439056,0.0653368,37.0321693,23.1399269,360996,0.000000000000000,572.787128835893895,,899783,64485
1,34.6465454,0.0744670,15.1117535,20.8269768,13211,0.000000000000000,348.495024061387369,,931453,130089
1,45.4251709,0.0650983,34.9464722,23.0565605,3552,730.342819816132646,306.868159353302531,,885764,63216
1,45.0409317,0.0590000,36.8930435,24.9992847,2338,0.000000000000000,396.457088543389602,,875872,38751
1,46.5693932,0.0619824,30.0537415,22.8149834,348549,183.888728220752313,174.415005109779770,,867597,66898
1,41.9350929,0.0664781,32.3185463,23.1062374,349426,0.000000000000000,335.775163326811423,,930091,75077
1,45.0519524,0.0601997,35.6837234,23.0235462,363302,94.729379909660764,187.931161153964638,,879307,52131
1,43.1072617,0.0646522,39.7866859,23.2494583,8184,123.068486066975751,501.610416544018165,,909005,61898
1,77.0091934,0.0782593,12.7099247,24.9517212,536176,87.502205929267376,410.843377534251545,,841886,254666
1,46.5598297,0.0693707,24.0766087,21.7740459,52387,738.182191006195126,213.271666140760345,,877100,89369
1,44.4145737,0.0690373,26.4097595,21.8681927,20834,0.000000000000000,258.409045189512085,,895523,87184
1,36.0773048,0.0742760,15.5144672,20.4332485,368901,161.881909222767661,943.527765244795091,,894964,130029
1,39.7386360,0.0703249,21.0787029,21.8203621,21346,0.000000000000000,460.000476892274094,,908850,100726
1,42.3818703,0.0649304,39.4137230,24.6153622,360195,451.777606633655751,989.186296232983750,,930253,55199
1,45.8501625,0.0609879,30.3072586,22.8532944,365759,1436.771654373048023,103.164089645598636,,867543,64255
1,35.2146454,0.0731374,15.0841618,21.2613010,354713,0.000000000000000,11.019235296808898,,917069,125005
1,47.3096046,0.0687030,27.5630207,21.8757801,385206,0.000000000000000,232.709469852115689,,880299,81300
1,34.6865997,0.0725058,15.2018900,21.4876328,371752,663.238131069339602,648.419123729871899,,928825,120691
1,47.2591629,0.0691115,25.2460251,21.7796974,372272,0.000000000000000,458.795385965112132,,875412,86379
1,,0.0768313,13.3000002,21.6971664,562255,0.000000000000000,374.704547793357506,,798005,250127
1,42.6291733,0.0646933,40.6850204,24.4997749,5071,271.742244425327328,254.462529723157644,,925723,54288
1,43.1628761,0.0737753,15.5196438,19.9221535,83617,505.112593816504670,380.393613727413197,,880332,158229
1,44.1818657,0.0684483,29.4352837,21.9502678,23467,141.395848315972472,47.725990309544208,,903271,81919
1,78.4800873,0.0772980,13.0661316,24.9087143,285817,436.117223069307897,38.012116780815347,,841815,247236
1,76.6338730,0.0787612,12.6076603,24.9803009,536862,531.040273718725302,94.265618385070923,,840330,257907
1,34.7272758,0.0738061,15.1146126,19.6067200,84849,36.955111544481682,32.682014034012731,,938244,140165
1,59.9860687,0.0745022,14.9156685,22.5612640,101348,321.807718287182013,82.692702461168551,,864370,187159
1,35.5153847,0.0709527,15.3628721,20.0025826,420380,0.000000000000000,258.210616475563711,,910525,162065
1,42.7254829,0.0687574,27.9785194,21.9369450,380614,0.000000000000000,28.592299670821586,,910530,85291
1,35.3042831,0.0744726,15.5990658,20.4293289,415472,19.341850399979510,1730.825883653340497,,904876,134523
1,42.2131119,0.0682499,29.5864296,22.2555313,24895,505.842185422328328,264.636268798501760,,919520,81980
1,53.0486832,0.0874703,13.5483437,27.2630081,531705,0.000000000000000,149.406802149636178,,870091,311602
1,46.3590698,0.0675008,32.3825455,22.3564854,11829,986.124187488997677,115.344476034625359,,894440,73413
1,,0.0886578,,,547185,0.000000000000000,66.090328579118903,,850651,323856
1,42.2850876,0.0653111,37.3271408,23.3076286,3303,0.000000000000000,200.171750679735140,,924006,65493
1,44.6648712,0.0683295,29.9578514,21.9701900,22892,0.000000000000000,735.017745231383174,,901646,80181
1,,0.0776048,13.3000002,22.9564667,563087,3006.881060595117106,436.003561875622268,,807498,265634
1,42.0091972,0.0676809,30.4130363,22.6637383,14517,0.000000000000000,169.060345973945175,,924287,80029
1,47.9091110,0.0682655,29.0025558,22.0560265,387746,11.481240087866409,69.726074672675992,,878467,77312
1,39.7914085,0.0703265,21.0932598,21.8170795,378700,424.983757926015812,98.246848123411041,,908213,100341
1,46.0950851,0.0635785,32.6271782,22.8915348,6675,38.309225965178896,29.397979314073883,,875209,64409
1,44.9653664,0.0590000,38.1259880,25.0940647,346340,0.000000000000000,538.796744380966857,,879571,37149
1,41.3481178,0.0739835,15.5411835,20.1023140,54400,256.659384923816503,235.810304464941566,,881255,155468
1,47.0551376,0.0687375,27.4340782,21.8703041,30652,145.548532110005283,56.095305780044747,,881597,81739
1,34.4563866,0.0739746,15.2106981,20.0911427,17626,0.000000000000000,1022.828371125844455,,934135,139129
1,34.0426788,0.0698274,14.6774817,19.1138496,418928,119.650409999724374,186.979410860466714,,933983,159521
1,45.1832237,0.0596778,35.3953896,23.2542458,11493,273.814845265149017,80.641074471549913,,877687,49134
1,35.1961021,0.0746683,15.2471628,20.1541080,356147,0.000000000000000,11.721628957547512,,937921,133895
1,35.1180382,0.0746746,15.4215498,19.9676437,361112,169.552711592482780,38.545028008999559,,940365,130587
1,76.8501816,0.0776373,13.3026466,23.8039894,260383,110.214703944366320,548.273345678348505,,814955,233027
1,76.3386230,0.0787025,12.6019630,24.9544773,531969,0.000000000000000,495.483462488664145,,842384,257694
1,77.5988541,0.0772909,13.2270689,24.7923527,533988,492.100534366014642,253.790762580049147,,850567,243360
1,48.1047134,0.0678976,29.6897106,22.2187119,47410,0.000000000000000,377.628742260523097,,878229,74674
1,75.6877441,0.0809357,13.4256153,23.9044285,550426,0.000000000000000,185.772382663765967,,830600,280753
1,66.5217285,0.0744935,14.9623394,23.4126568,243054,201.559949493490279,308.008440438198249,,863437,202548
1,46.7302780,0.0693805,23.9703751,21.7617760,396133,0.000000000000000,368.935219020063016,,875658,89496
1,42.0357971,0.0740726,15.5228157,19.9354420,103203,38.517998551346089,153.968898162078091,,877668,155182
1,45.1432228,0.0681120,30.8171272,22.0428677,380079,153.881321505884074,4.785326253080485,,900443,78238
1,35.5667839,0.0709369,17.7308884,21.5097504,365271,621.009902845960369,473.257543253674726,,942357,110311
1,42.3901787,0.0653022,37.3446388,24.3655987,361665,0.000000000000000,726.078525014075808,,932490,60820
1,58.4682770,0.0748221,14.7580128,22.1486912,54563,231.088643444978970,220.020414951887602,,864375,180054
1,35.5681648,0.0744062,15.5185366,20.4205151,357579,0.000000000000000,224.725287070319098,,899388,131698
1,42.1196098,0.0664242,30.8191605,24.2964191,346702,1279.026184933966533,495.868372414892406,,943954,74870
1,44.3419533,0.0667646,34.2249718,22.7586880,1636,0.000000000000000,51.075028480680487,,910600,72627
1,35.7006416,0.0743692,15.5101223,20.4226360,379917,0.000000000000000,111.006125172875727,,898356,130880
1,34.7285881,0.0705181,15.0690823,19.7599545,69604,0.000000000000000,542.056418688241365,,916140,165952
1,41.0587845,0.0698662,22.8870544,21.8454781,24428,226.902606592902202,35.488010091702122,,908714,96229
1,,0.0888059,,,543735,14.303638343155471,1.897937927462165,,861499,320303
1,42.3299942,0.0652447,37.6053848,23.2568932,343159,0.000000000000000,1464.733535536222917,,921415,65562
1,34.4309273,0.0737939,15.1775227,19.8835125,58524,0.000000000000000,212.387223635106068,,935560,140231
1,38.4623222,0.0707849,19.5992222,21.7865009,377750,0.000000000000000,18.774893619825733,,905891,104928
1,42.9073372,0.0640262,42.9705200,24.6439781,1992,1174.443662929639004,747.531641701273770,,918733,47598
1,32.7951775,0.0695452,14.5085001,19.4581890,78450,184.950357147421983,321.971644155916351,,933937,167470
1,42.1055412,0.0664849,30.5784683,24.2478085,346702,1030.326654884649088,477.260805906327732,,943840,75442
1,47.3671722,0.0678045,30.9137859,22.2615967,772,213.214393764049902,502.092048482858218,,885539,74064
1,46.3536644,0.0687223,27.6544113,21.8793564,400326,0.000000000000000,220.292910298345703,,886432,82498
1,33.5828552,0.0696584,14.5977640,19.2981510,53636,142.223478961893761,9.126041326374438,,936333,161730
1,35.2299690,0.0707606,15.2960005,19.7565708,58245,184.583308390660704,146.752788846377882,,918592,156494
1,39.2250633,0.0743428,15.9146214,20.3876514,49655,539.933349460305067,91.129770819195656,,881026,127850
1,35.0919037,0.0745422,15.1964865,20.1626148,17407,187.979643301916951,172.136885287785901,,936058,136325
1,77.0000000,0.0779522,13.3000002,23.7916889,282110,0.000000000000000,202.948650180545371,,810298,235618
1,44.1423721,0.0617451,41.0736504,23.6895599,351047,745.016595335300053,29.305180702654546,,895670,46435
1,,0.0820882,13.3000002,26.8089066,325829,221.465661270561327,482.808453339484629,,831286,306826
1,47.4822960,0.0693848,22.6160374,21.5279655,52231,454.281383999583397,201.554902778722578,,865938,91663
1,80.9588852,0.0769832,13.5315990,24.9650097,500263,0.000000000000000,151.386826261924682,,833967,235388
1,76.8733902,0.0778706,13.3016577,23.8197517,517834,296.106133008277027,126.201715267545367,,814614,241645
1,36.9254303,0.0727043,15.4989748,20.2135410,64625,33.616601746610918,25.851697206964769,,899966,153452
1,,0.0768673,13.3000002,22.0133572,561782,1554.260381445404164,125.989581818363888,,801573,260588
1,77.0000000,0.0805170,13.3000002,23.7577114,325981,130.916648305694167,117.707989265652301,,821630,279331
1,77.0000000,0.0779208,13.3000002,23.7118263,507699,0.000000000000000,446.979664151790473,,807671,236498
1,43.8712540,0.0685774,28.8138943,21.9325523,21689,231.815570712905952,471.579206630448823,,904421,83267
1,39.3474617,0.0699577,22.1560860,21.8945179,15748,128.263547108067343,210.587656747212293,,920981,97138
1,44.3094559,0.0602544,40.2929039,23.9703789,2449,0.000000000000000,601.804028270126651,,892640,43879
1,42.9831886,0.0741822,15.4898090,19.6317081,385725,0.000000000000000,474.096374666545842,,866369,150858
1,44.4843063,0.0673096,33.0812912,22.4909077,343178,483.838088097822947,251.560605182980311,,908319,74635
1,80.3676376,0.0769752,13.5479517,24.9814339,502009,0.000000000000000,14.917055572377615,,836321,236893
1,43.7752953,0.0664281,34.6309700,22.9378204,366076,0.000000000000000,571.128151337055328,,914394,72180
1,34.7598152,0.0744343,15.4946947,20.0026817,389149,304.543752214809388,40.719840219648383,,941308,126829
1,,0.0760057,,20.5014191,344458,164.029722195743801,34.840468724438459,,792004,271008
1,80.5870361,0.0770479,13.3348713,24.9665051,510061,0.000000000000000,141.757361904699081,,834043,239574
1,41.5343971,0.0692414,25.6395378,21.9098663,20517,811.564262143170595,335.184283474421420,,913234,90332
1,33.3759232,0.0696070,14.5804024,19.3476067,100716,0.088100654961734,108.236223822821131,,937036,162030
1,45.9193840,0.0616253,31.0835037,22.8561764,12342,0.000000000000000,605.482927677533098,,869944,64649
1,76.3704529,0.0804700,13.3360434,23.8867702,552371,0.000000000000000,68.895288224907063,,826171,275602
1,73.9140701,0.0782002,12.8801184,24.7927399,291301,678.062156822296174,501.750469492336833,,855430,252102
1,45.1841850,0.0599196,34.6456451,23.0006561,10128,910.898863426192293,373.103415577755015,,876327,52793
1,,,,,562365,0.000000000000000,955.004671187011127,,779024,256410
1,,0.0885782,13.3000002,27.2999992,543065,0.000000000000000,31.408088768206628,,867834,317292
1,,0.0888714,,,325140,0.000000000000000,178.744112554479159,,857769,322930
1,45.4903450,0.0590000,37.6348877,25.6776485,5409,0.000000000000000,2206.570711610669605,,871150,35007
1,44.8347244,0.0598427,37.5429764,23.5016747,4318,162.518382228800078,3.041534365027504,,884157,46700
1,42.6507301,0.0693827,24.9680862,21.8604221,369030,0.000000000000000,575.052698920522516,,902759,91791
1,,0.0759569,,20.5380497,560998,0.000000000000000,109.280075239447143,,790940,262714
1,34.6476135,0.0703899,14.9531116,20.1807938,85442,0.000000000000000,214.154781896430819,,917247,169512
1,45.2235870,0.0590000,35.9775124,25.2236176,36,0.000000000000000,247.799958248521875,,870878,38845
1,45.2296219,0.0590000,35.8062477,25.1099033,350909,0.000000000000000,692.945006079962809,,870806,39877
1,,0.0889250,,,550673,0.000000000000000,536.103637081262377,,860081,323426
1,34.5633049,0.0742892,15.2576952,20.3758450,13119,0.000000000000000,184.149184015199808,,931709,138297
1,44.0895004,0.0670264,33.5494461,22.6683922,349812,0.000000000000000,325.103512900376302,,911588,74044
1,42.6435089,0.0644738,41.7633057,24.6520901,349407,1529.257652474526139,163.925225375624677,,923528,50634
1,45.6418266,0.0693157,24.6592045,21.8208084,33891,0.000000000000000,153.324825419908080,,884311,89532
1,41.2922478,0.0675510,29.3779297,22.8442535,349241,0.000000000000000,1436.033740396939265,,931415,81386
1,44.6037521,0.0656650,36.6442909,23.0795460,365885,0.000000000000000,74.362161301671236,,905895,67595
1,35.2532196,0.0739740,15.6115351,20.3892498,71398,0.000000000000000,371.078992000275491,,907304,142603
