NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAREST_OPENSPACE,NEAREST_ROAD,Prevalence
42.3932076,0.0650185,38.9326782,24.560112,1180.898377661863151,60.102896330822162,
,0.0888943,,,0,131.207751692124049,
46.6190414,0.0687511,27.4422073,21.8736897,189.205806759072829,290.415215813983934,
37.5079956,0.0722783,15.4612684,20.153019,204.363842267013013,357.824954299654678,
,0.075944,,20.5,329.781261751830243,145.319911450605730,
48.2132263,0.0684547,27.7033024,21.8854351,0,453.314440110819987,
34.9739647,0.0705674,15.1630907,19.5042057,855.427213526826677,261.862783164962536,
39.217514,0.0704816,20.531395,21.8088551,0,428.202031380148696,
48.1831703,0.0682076,28.6860104,22.0413246,53.461223615530081,878.835879800022326,
47.9166031,0.0641246,29.4661427,22.6501579,8.408589157841359,663.304203032753549,
75.1121445,0.0799352,12.715066,24.5960579,383.176003862163213,15.935007214609922,
42.3401527,0.0683983,29.2963619,22.1343365,515.279561347064828,213.291219597078282,
34.5714455,0.0742748,15.2072411,20.7411308,96.461520574716744,549.536650980387435,
35.2263374,0.0744848,15.4754925,20.4845638,515.513123341510664,2173.129908752157462,
,0.0887794,,,0,25.957706209907414,
48.0387955,0.0656323,30.5442505,22.6310177,843.345396919002724,195.370328975093571,
42.3191872,0.065361,37.0319328,23.3921909,16.375544839806906,5.686919163061878,
75.5094833,0.07648,13.497983,24.7129955,421.449205335726504,161.508144804682161,
81.3214417,0.0771845,13.0691175,24.6738338,0,716.199039783590592,
43.6406822,0.0673977,32.4981651,22.5368423,473.233163696115582,63.934180366235069,
48.2299881,0.0687893,25.4389515,21.5904598,0,195.324760830196340,
44.4924355,0.063459,37.3755035,23.0457592,0,50.014784846202204,
76.999855,0.0808646,13.3000002,23.8340855,448.048635863580159,42.450481079845801,
42.3641243,0.0739131,15.5393028,19.9814243,429.890822196375211,196.684871543182169,
29.6364079,0.068585,12.6227388,22.8778229,0,90.336595763256639,
35.3861389,0.0717296,15.9189281,21.8373127,0,234.451529698126336,
42.7670403,0.0645171,41.5657616,24.4612465,103.779756026913276,306.639554614441181,
36.9287758,0.0729199,15.7902641,21.0604076,235.494235858340971,9.856363711001118,
,0.0759399,,20.5011253,86.154428584688716,58.261913138287085,
42.325985,0.0649591,39.2419815,24.6447601,428.009197667759963,891.082556693690435,
44.9247322,0.0600285,37.0216064,23.2748623,37.803810791608100,609.374477072231230,
39.727253,0.0704112,20.8507328,21.7999706,0,456.826972205039510,
46.8420525,0.0691376,25.2105083,21.804533,0,448.999635316035153,
42.6655235,0.0648044,39.993187,24.2230396,407.449248560835656,33.037459240836618,
39.3079414,0.0689305,24.8251209,22.3853149,251.878302955303667,58.992478454940766,
38.3805847,0.071623,17.1139317,21.6731853,0,447.300540275458218,
34.8204346,0.0716797,16.3391743,21.3031559,0,740.493820076156226,
36.7004623,0.0704281,19.6201057,21.8399792,764.819830616904369,615.682646885305985,
35.4180527,0.0745169,15.7654963,20.3569298,0,541.654962415831392,
44.84935,0.064922,35.7658958,23.0945511,0,543.957332715677808,
44.543499,0.0684761,29.2651119,21.9349537,0,26.303923229150548,
39.204052,0.0745554,15.9529858,20.3573208,223.718886865763182,153.897401755974528,
34.7471542,0.0728884,15.0636921,21.3539867,878.692511241300394,4.820000918969219,
43.2179985,0.0645781,40.0602531,23.2500401,0,470.199913854544889,
48.0725365,0.0686936,26.877285,21.7868061,219.562701638254481,841.573627337131711,
35.3641853,0.0745591,15.8379154,20.3570118,0,335.694126763863892,
,0.0774614,,,61.529157456808271,96.986871856408854,
81.0916443,0.0771806,13.0929575,24.7900772,0,234.701289661329895,
47.9796715,0.064607,29.8342552,22.6386547,0,739.518917228386044,
36.3818321,0.0717456,15.4597855,20.0859718,0,216.386573998098640,
45.0123367,0.0622076,33.9037018,22.9157925,0,202.815465005585651,
33.8760567,0.0697186,14.6234999,19.2377434,358.230231993694758,359.887789127497854,
34.9194984,0.0746918,15.3582649,20.4921608,0,384.969140228277979,
42.7700539,0.0642009,42.5700035,24.6739426,0,320.464656264909195,
41.2008667,0.0739537,15.5428381,20.1317101,55.036246476544569,608.869204584254021,
38.6077309,0.0722798,15.4272528,20.1731815,0,33.257042599399554,
39.0326157,0.0744241,16.0541439,20.3671913,27.124259109052023,30.116550358258078,
34.7923927,0.0745281,15.3997946,20.2472687,51.518767878224949,45.539195610624105,
35.2233543,0.071336,16.9000244,21.3502941,0,353.284369524771080,
44.4327774,0.0652201,37.3137245,23.1603088,0,792.639332448534446,
42.5234756,0.0650783,38.2032776,23.4310989,224.893690730426272,162.385967521882236,
44.9825287,0.059,36.8833694,24.3644066,0,238.403363196476931,
48.2092743,0.0686459,26.7431164,21.7536736,389.822814041503364,222.623797035674841,
34.2643623,0.0702248,14.8873158,20.4943485,0,193.089407220699002,
,0.0762434,,20.5,0,281.960434752253263,
43.2752762,0.0645418,40.2013817,23.2521343,0,18.288349399838737,
,0.0768424,13.3000002,21.942728,2631.829400541737868,1633.262575117966207,
36.1474991,0.0707829,18.1008854,21.8609161,154.290873229457873,136.354382597489519,
81.4204483,0.0771591,13.0532446,24.4510098,0,614.705135569237314,
,,,,0,68.100817308888054,
78.1276169,0.0787745,12.7269335,24.6802101,169.551664265068013,148.413520282157833,
44.2021408,0.060768,40.89217,23.924509,0,758.370179947607767,
42.547966,0.0670161,32.1841698,22.8898582,0,37.247707469507930,
44.789444,0.0596314,37.6705551,23.7833118,97.655014260087285,133.375563482096368,
41.4730721,0.0687291,27.8237133,22.0762749,0,538.606953241369183,
38.2981949,0.074488,16.0582447,20.3495102,169.393663949404583,58.613810015444855,
44.9906273,0.0596545,36.6861954,23.5227242,240.638212170922628,34.827450865612846,
46.6732979,0.0654457,33.2221336,22.9261742,0,194.380659936696901,
38.3074951,0.0726196,15.4674301,20.2048073,106.005361178114185,499.405628491124560,
43.2898331,0.0679249,31.0879841,22.2805805,194.627632412631556,47.412591578197848,
28.8481121,0.0680107,12.630785,22.8279114,0,140.541953212489034,
32.9018326,0.0707675,14.8965654,19.2877026,0,520.906553197894141,
36.4430504,0.0717144,15.454524,20.0803642,0,429.309955823695191,
36.1566963,0.0715755,15.4522333,20.0701103,0,44.327846479489374,
48.2069283,0.0667446,30.5397015,22.5254745,0,167.749902954472844,
,0.0760102,,20.5,425.689037868618811,65.043910167931003,
,0.0827171,13.3000002,27.2874565,328.349514801292685,26.023516546982137,
40.2161789,0.0699394,22.4447079,21.8646202,308.313695225269441,215.393542508816438,
43.0214996,0.0658566,35.5353737,23.1376591,0,96.944896826706241,
47.0637321,0.0673625,32.2013969,22.4643688,72.745614562252442,41.313800967243225,
45.5530777,0.0675886,32.4212303,22.2989674,149.049863415964552,545.249660486513903,
45.945282,0.0682309,30.2049255,21.9923668,791.854520815167234,73.176772387931422,
42.5813255,0.0686874,28.3223782,21.9598732,291.131804070607473,380.120896647217933,
44.161911,0.068874,27.2425137,21.8904839,0,86.063327654692870,
45.919384,0.0616253,31.0835037,22.8561764,0,578.360150821961156,
38.8428764,0.0692582,23.912014,22.2431145,249.864761187706591,343.073737542769720,
34.670372,0.0738944,14.9521132,21.0138264,0,19.397232174250483,
46.4298782,0.0688575,26.8846302,21.863718,475.724402931898794,964.029636078685598,
35.1716805,0.0743902,15.5955448,20.4625607,409.136808662684757,1027.877528781783667,
46.3109093,0.0691646,25.241909,21.8243446,759.032764624687957,301.371871408269499,
45.0934944,0.059,37.9639854,25.3055496,479.368619533059302,576.095150822648179,
74.5071564,0.0779793,12.939209,24.7917233,1897.557018458191806,127.248785986720023,
78.421257,0.0773439,13.0278168,24.9283199,1116.572272889246051,172.368282266416429,
44.789444,0.0596314,37.6705551,23.7833118,0,8.540332081652020,
76.914093,0.080687,13.3005133,23.8844128,0,77.178379239434491,
39.7171326,0.0742174,15.7918739,20.4223003,0,118.138843560382071,
42.5218391,0.0653304,37.1910744,23.2084751,0,496.489238484893406,
38.9394188,0.0745847,16.017067,20.355814,116.082128836512197,460.082435789071326,
45.0201569,0.059,37.1972618,25.0714264,0,396.813213994822945,
42.8870468,0.0659634,35.0956802,23.1288395,0,118.394827524438170,
38.2455826,0.0739538,15.6380749,20.4884453,272.724557099191486,25.407973358913903,
45.5031433,0.0594994,32.8319817,23.0316505,846.847155856296467,373.804143803019087,
41.806572,0.0743846,15.9691811,20.3829956,1206.946361885966326,17.337064110313541,
76.5593414,0.0789353,12.5881195,24.974617,267.876834517844884,184.288311082042668,
44.1076698,0.0652454,37.6334839,23.1667252,214.997147315259298,535.518206461975865,
39.3028831,0.0700259,21.8671207,21.8877144,316.001998268380419,462.018087033327674,
42.5786629,0.0649886,38.5962486,23.4468422,467.994506578121502,197.275126629737571,
38.746685,0.0707138,19.8428154,21.7850647,162.506338055210136,605.812853060310658,
35.5745583,0.0741204,15.2714252,20.5780754,0,207.118798293392246,
42.7879753,0.0744096,15.9280329,20.34548,198.358354914576978,14.612400223373594,
46.8420525,0.0691376,25.2105083,21.804533,163.333122763892220,65.254479377300243,
39.5588036,0.0745159,15.9074659,20.3534603,1399.485240675621071,14.737596166092942,
77,0.0779517,13.3000002,23.7705383,0,20.078323255880267,
35.1249161,0.0742537,15.5997019,20.442215,0,275.625391806128107,
39.6099281,0.0742722,15.8399591,20.4080849,270.190356011788310,25.512711758074595,
42.4356308,0.0651777,38.0426407,24.3818283,407.202514323981518,626.445117917058724,
35.6480751,0.0738834,15.2541304,20.6996536,219.639853252188175,583.091688529293833,
44.6729774,0.0597435,38.2820892,23.781599,112.962312328998848,37.773479991949564,
41.8500099,0.066827,31.3757477,23.0264778,318.412258691323643,8.725704560965045,
42.1929245,0.0670274,31.6719303,22.9344864,377.116444937388053,89.062867863864739,
33.0806274,0.0695364,14.5591164,19.4067345,203.998268923757848,220.887040669353269,
38.6854248,0.0694026,23.598587,22.1755733,283.788576952007134,231.724678182017215,
74.9806213,0.0798629,12.623064,24.7345638,0,6.711225121128313,
77.3855438,0.0767032,13.5247707,24.7407112,974.659840913832568,497.022494541045035,
41.5714417,0.0691702,25.9582672,21.91716,459.020301974032918,81.013748889733478,
44.8864021,0.0599896,37.277092,23.3436146,0,474.432761382344779,
44.8753967,0.0680709,30.9867077,22.0681076,37.754144584278357,646.786427067034538,
46.128952,0.0648123,33.5453758,22.9536495,609.588335596902994,311.783758614620183,
,0.0759405,,20.5004902,346.142724159797069,27.739460805810630,
43.4184914,0.0691289,26.1187611,21.8753757,0,54.732188869444848,
42.6367149,0.064837,39.8496284,24.2777138,81.809273267472136,160.905820505602435,
43.8552017,0.0610935,42.6326332,24.4402523,491.087900388708533,70.329052106722528,
35.3759995,0.0744533,15.5300941,20.4304695,277.699376010535275,1397.584905177598330,
39.5575714,0.0704059,20.8218708,21.809536,32.565784158592692,161.924812038788900,
45.4467697,0.0596599,32.7150078,22.949707,374.234057877833379,76.954826999499133,
45.4835281,0.0596195,32.5483055,22.9556923,671.171646384451265,18.197115282274552,
35.1304741,0.0743394,15.5909615,20.46385,44.134695059554552,83.281207216913444,
34.7901497,0.0723541,15.2256155,21.5719013,347.631260436439902,7.189521366527525,
75.0753632,0.0796334,12.4890928,24.9120712,0,7.384844399291679,
34.9848251,0.0747038,15.3672132,20.3989277,0,132.398719424265607,
41.4268112,0.0674583,29.7365685,22.8654652,0,170.954690741936560,
34.2273026,0.0720771,15.3556299,20.2523479,478.412384613746895,31.242374096523047,
35.3878212,0.0745473,15.7810221,20.358242,0,773.852382002236141,
44.9983521,0.0609235,35.5338554,22.9315166,117.500116699534132,95.114089880300099,
38.3863678,0.074426,15.9789743,20.3628292,255.118135524064144,307.118738980715591,
,0.0774444,,,21.528993512410910,117.922750229376646,
78.1276169,0.0787745,12.7269335,24.6802101,169.417238695669738,42.938150823019839,
46.5892639,0.0690565,25.7273483,21.8314743,298.506907416449621,12.364832674528383,
44.9310379,0.0592194,37.0679588,24.0512981,0,615.614813964251312,
34.655468,0.0715099,15.3376379,20.1165943,252.658215694637505,246.760499479613486,
45.6314583,0.0590012,33.1441917,23.3246078,467.682997034421760,122.370317587752268,
42.6737175,0.0648364,39.7198219,24.0071239,187.459760988969720,269.043529291999846,
,0.0758525,,20.5,140.619348057986429,14.704764155539232,
,0.0887366,13.3000002,27.2999992,248.825948824891924,6.649167817735678,
42.9315491,0.0640981,42.9065437,24.5979862,347.903683890915318,227.108687138633201,
,0.0828263,13.3000002,27.2982216,0,55.430167026829587,
,0.0805482,13.3000002,21.9930706,0,724.917122495543367,
37.5635376,0.0700986,21.1416626,21.9354267,686.986178634127100,22.017433959709166,
39.3941231,0.0743851,16.0208626,20.3789101,1461.444957358719421,35.223636646143689,
42.5992203,0.0645926,41.2401924,24.6212425,15.543846249624353,243.942696676691867,
33.7078514,0.072258,15.2656956,20.095541,0,188.737885861826442,
,,,,426.200426442762819,234.414242516304341,
34.839489,0.0705818,15.1556063,19.5060902,448.359352367151530,40.396266398489253,
48.5262222,0.0683752,26.7024117,21.7189198,43.353594743190015,425.399059215981197,
35.3673172,0.0738629,15.0887299,20.8353443,0,294.717053677742854,
47.0553207,0.067763,31.2767849,22.2583065,538.566715421346771,97.199942729515115,
42.875946,0.0644138,41.9815559,24.331068,0,1186.756928238449291,
47.2591629,0.0691115,25.2460251,21.7796974,0,594.334178412138954,
35.1827431,0.073143,15.0642214,21.263546,0,136.616487515801424,
45.8535652,0.0640637,33.3732986,22.9332142,0,533.360623382611493,
77,0.0779342,13.3000002,23.8147202,0,402.467413032240472,
37.4404411,0.0721201,15.4486752,20.134346,117.707663998433162,63.106659177210020,
,0.0772178,13.3000002,22.4370365,3218.566706308245102,170.262808281811317,
76.1824493,0.0808058,13.3550158,23.895504,0,97.903387586352579,
,0.0760402,,20.5437164,246.543204344566846,143.920130866894368,
78.7723083,0.0771727,13.2280693,24.8617344,0,442.665565443946718,
,0.0887132,,,69.789218049919668,111.013976401046079,
48.8010101,0.0676102,27.4332523,21.9128056,0,740.211251247101472,
,0.088493,,,184.082930301612521,18.556970963037859,
45.1945724,0.0665473,34.8197975,22.7955246,4.741003644692388,763.486884681549554,
42.5965347,0.0650095,38.7698021,23.8867168,0,107.785229161785026,
35.9118614,0.0737831,15.6045065,20.3383999,275.508397842460624,106.631242343390241,
41.4158325,0.0670766,28.881319,23.301281,0,22.133966946289217,
34.8476791,0.0747013,15.3534546,20.5809231,0,263.469926088881834,
48.4674339,0.06843,26.7771053,21.7328987,441.246709289037767,336.425344797118555,
41.0127296,0.0741191,15.5406723,20.0932846,196.614561042375527,333.083704033655465,
42.870472,0.0745479,15.8730316,20.2461205,1079.455035795822369,245.134180352843600,
42.5270576,0.0694498,24.6661644,21.8547783,15.591893179765155,474.990288840808887,
45.5328674,0.0694349,24.0496235,21.805769,71.566340118413819,340.656516554239374,
,0.0764279,,20.5182858,0,11.025869601218286,
43.9326172,0.0683468,29.9009476,21.9924679,155.473146459517778,115.071647186964753,
45.0098534,0.0645586,35.1378212,23.0399799,147.394751662256425,350.696816094111284,
34.700737,0.072249,15.4095182,20.2511272,0,116.122104733235787,
44.8849449,0.061477,36.1817818,22.9468975,0,182.884922735651315,
43.3503189,0.0645973,39.9046021,23.2422733,0,339.233030391350098,
35.4694672,0.071028,17.5336037,21.4607048,888.249739937847039,352.586189957632143,
45.3051605,0.059,35.8087769,25.3838024,0,190.054422344165658,
37.6409912,0.0728136,15.5122299,20.2276707,572.014789605251963,8.019891425045113,
42.5762482,0.0650337,38.7387009,24.0872841,0,365.474854848697589,
40.7359619,0.0697218,23.4141693,21.8727818,0,144.919548743439435,
45.1584587,0.0598023,35.2596169,23.1277485,118.248008612229555,345.645876117195371,
36.5595779,0.0731658,15.6311111,20.9564323,0,523.117984904743821,
,0.0769203,13.3000002,22.1330166,3116.988209377699150,1064.841355481826895,
46.9005432,0.0670392,32.9502258,22.6110382,1011.889290074064434,54.874666866994865,
42.6916313,0.0647712,40.1353493,24.1675396,559.330563162615817,226.542303990353986,
,0.0782706,13.3000002,22.9982185,0,68.980319119231254,
,0.0834692,,,76.423894468923351,110.057835437797507,
34.921463,0.0733995,14.9236355,21.1851978,282.769862357035549,393.697409867188924,
44.0864754,0.0687995,27.6358852,21.9006348,111.635343121744853,111.494728986795579,
,0.0818215,13.3000002,26.1075191,0,160.169391547994536,
46.8608627,0.0689608,26.2088108,21.8380413,307.661405406080689,90.571563020109878,
43.6490059,0.0677157,31.7884159,22.3561115,205.573998569897668,429.983478394123836,
42.4218178,0.0684088,29.3109169,22.114397,502.403253929070047,93.853511483408269,
45.4930267,0.059,34.5354118,24.4218674,504.681345905211288,1028.064163924988861,
36.0558014,0.0746572,15.7826309,20.2921467,0,312.525030491353789,
46.9074745,0.0626397,30.1938229,22.7915401,0,586.764992019493093,
43.1345596,0.0638486,43.3216972,24.4961414,0,672.347838429171929,
45.3493538,0.0602865,31.5274124,22.8858566,0,1212.748620921596057,
,0.0808745,13.3000002,23.6567802,93.000341857266505,109.620562628523388,
,0.0760699,,20.5594788,0,81.450327518211097,
46.9368286,0.0739688,15.2486925,19.6369781,74.870323035640553,335.990125105678999,
35.3082123,0.0744798,15.6696501,20.4138927,29.063494781281197,1036.633311132271047,
35.2340546,0.0742914,15.6505508,20.4154625,0,335.831986838695855,
45.8386345,0.0684604,29.1625824,21.92202,0,1107.751488017005840,
35.6756973,0.070784,15.1661749,20.1398182,0,160.123471396939095,
76.4151917,0.0791714,12.5741777,24.9439201,449.889680486204952,6.013463029763766,
41.5928612,0.0696497,23.8029995,21.8546505,882.825197306338737,490.633568666496387,
46.1987076,0.0694094,23.9732971,21.7851238,0,424.172960810617269,
39.0598259,0.0717252,15.361166,20.3684101,469.135989771514062,51.238484389290022,
42.3918343,0.0669496,32.0968742,22.9365749,247.660279956506002,206.255258049658607,
34.8643875,0.0743914,15.212203,20.1979542,0,232.522201233476210,
42.5690041,0.0656193,36.0550461,23.1799202,434.297284279264318,539.689963800396640,
42.1621284,0.0660189,34.2133064,23.15658,0,117.093594344808366,
38.4197044,0.0743588,15.8678312,20.3782673,137.654230169573879,57.745069063179983,
,0.0849653,,,103.251670554690136,8871.584436339293461,
46.9750214,0.0693905,23.8208675,21.7387848,193.926824236562851,785.567014447480005,
44.9172554,0.0590053,37.1750221,24.308712,397.269048806766534,22.082156148451261,
75.0680466,0.0800036,12.7718115,24.4987431,213.042574187007716,12.346564097612132,
46.5087204,0.0669502,33.4559135,22.6327553,178.376382211231203,35.345757691619333,
74.6879501,0.0797102,12.4716825,24.9051399,0,145.576976136518397,
44.6109505,0.0630464,36.936306,23.0103207,0,598.260384862155433,
34.2643623,0.0702248,14.8873158,20.4943485,0,558.679967015485090,
42.6285858,0.067049,32.2249489,22.8641987,158.049550856881353,17.212446765568600,
35.4852829,0.0742167,15.6690941,20.3715324,371.954775140101901,200.465881280162733,
44.484539,0.0646781,36.3319626,23.1011181,0,477.155472384560994,
47.9581032,0.0671418,31.118845,22.5409393,0,242.370423059085681,
36.6392632,0.0731871,15.6378946,20.9325027,266.297259455975222,116.142631630946681,
47.0566826,0.0682032,29.9022217,22.0419636,0,608.287814554987222,
33.1643906,0.0695989,14.5344086,19.3919964,221.357278109948595,11.251428173790247,
,0.0815407,13.3000002,24.0251598,308.515447007167836,55.084023585329149,
44.9908447,0.059,36.8725853,24.5209541,0,74.076557062599505,
33.7307129,0.0718847,15.2508774,19.9687672,106.331572437823638,10.201938215462391,
45.184185,0.0599196,34.6456451,23.0006561,953.080391257915153,280.100734327466853,
44.7287865,0.0597759,38.0381699,23.6825562,497.912556943067784,83.960367799204590,
,0.0885782,13.3000002,27.2999992,0,3.247739226718102,
41.97929,0.0678529,30.1083469,22.5668964,0,682.074642243916742,
45.0320778,0.0651154,35.6646385,23.1002312,0,1387.928372267574332,
45.3258286,0.0596355,34.1704826,23.1203194,1002.227265535554011,66.206604752497512,
35.184803,0.0707989,15.296854,19.8884392,110.465846644352965,28.650004002321005,
41.5270844,0.0695786,24.1013947,21.8657207,1368.596507519053148,386.837024440850143,
48.712471,0.0678045,27.6266308,21.9152813,0,365.159214046001011,
44.9377708,0.059,37.6079559,24.9494267,0,280.521116396650996,
48.3783302,0.0678653,29.0201797,22.1403503,15.397287165700595,7.368932291836203,
,0.0888774,,,0,168.798805598903698,
43.6091385,0.0649226,38.590683,23.2136631,0,207.195885204371308,
42.7003021,0.074195,15.5240011,19.6616058,0,460.300903544175355,
47.650177,0.0658886,31.6573124,22.7473621,0,292.930287599990152,
42.3191872,0.065361,37.0319328,23.3921909,0,306.081032255882235,
39.4994583,0.072543,16.1609802,21.0664062,561.511303707198977,278.610337369864055,
45.5530777,0.0675886,32.4212303,22.2989674,121.539015464666406,560.090215358455339,
42.8923187,0.0643088,42.4446983,24.4962597,0,428.687267686405448,
47.7934074,0.0662711,31.5369873,22.7046394,0,547.258357439101815,
41.5104256,0.0694428,24.7077351,21.8844776,442.721034782864194,371.966081504636520,
42.2432899,0.0664531,32.9322929,23.0785122,0,345.081851371801463,
,0.0762231,,20.5,0,10.777796105679897,
75.4603958,0.0795446,12.5106173,24.917305,658.623142365636909,46.366188258567682,
45.2714386,0.059,35.4966278,24.8605118,0,517.444049059918825,
35.4852829,0.0742167,15.6690941,20.3715324,821.414143012785644,224.885599133855948,
46.1599579,0.0619693,30.9856567,22.84589,29.271931618041037,155.026582990083824,
76.9601822,0.0777179,13.3001499,23.8052769,125.267153742966300,235.390786272640497,
76.633873,0.0787612,12.6076603,24.9803009,408.495491663110101,225.197604405498709,
42.5147934,0.0651451,37.8704948,23.5509644,117.065167009446043,218.477815265755225,
35.5667839,0.0709369,17.7308884,21.5097504,584.862537576154864,243.873618330413450,
46.9646797,0.0694464,23.5109787,21.7249413,0,94.779996061358958,
59.6687126,0.0744201,14.9439468,22.5303249,0,96.423564362224354,
42.3603058,0.0652399,37.6247635,23.3440266,0,460.226825965442686,
42.3147697,0.0688928,27.3103733,21.93009,0,106.937938817824815,
34.6512375,0.0742801,15.2331581,20.2704201,0,208.271694008446360,
38.2443771,0.069679,22.6825256,22.0648327,454.163410055801364,290.599156753486682,
54.6819916,0.0738769,14.9312105,21.8206806,720.928659116215954,88.128647426250723,
36.0130272,0.0742584,15.49014,20.4442654,274.537281408576348,1485.455344364795565,
42.5586433,0.0647824,40.2206535,24.5221558,395.812110322689875,963.705673851757524,
47.8161774,0.0646608,30.3279915,22.6805668,90.472637482987636,582.719149936812869,
40.5861473,0.0700147,22.258091,21.8424263,407.985617271375475,143.599129646294301,
36.2104874,0.0735796,15.4522324,20.7603664,0,394.738446517650686,
35.0810051,0.0705319,15.0223408,20.1740284,0,71.630400891990547,
,0.0760322,,20.5587635,265.887482718069066,124.782522003690318,
,0.0758777,,20.5088692,96.806709431094646,56.636371626483943,
46.075901,0.0740843,15.221509,19.5975037,52.495424315045646,457.671319098463471,
45.0351219,0.0660477,35.8135605,22.9699078,485.627553521838195,114.461497449865846,
44.994854,0.060288,36.2136154,23.0602283,0,925.547392690840184,
48.4862518,0.0677514,28.8505154,22.1293678,48.608744675952835,345.757970036600170,
32.4091568,0.0694362,14.4809952,19.4855118,71.787609761672613,124.388260819639342,
35.1674805,0.074511,15.4201536,20.517868,0,1492.979188434524758,
48.2450142,0.0687529,25.7440529,21.6232185,0,774.063563555740075,
76.1357422,0.0792524,12.5462914,24.9515495,675.599075079194563,19.864608407815268,
45.3176804,0.059,35.2635498,25.0646515,241.713876713198943,36.967077765025131,
46.8995056,0.0685178,28.6296482,21.9184532,0,80.162435100502663,
45.6859436,0.0607413,30.3855572,22.8601551,1533.774197488324944,332.171711229198706,
48.1306076,0.0688894,24.8959618,21.5568829,464.636204366560946,302.108242340694517,
42.5005875,0.0645979,41.1871262,24.6851768,677.969529414288786,113.150400695040915,
43.9668922,0.0681561,30.6336536,22.0751514,0,761.121940518063070,
34.2972908,0.0702091,14.8930483,20.6250477,0,511.030375790772439,
33.6827965,0.072562,15.1932936,19.7830906,0,259.435922368799709,
45.1432228,0.068112,30.8171272,22.0428677,0,511.694652142658526,
48.8514442,0.0670518,27.7365818,22.0566673,608.055119274855201,196.983530887737771,
45.5725975,0.0656769,35.6618538,23.0678921,9.117090639784884,170.442644197505729,
77.359314,0.0785947,12.6736603,24.957346,0,275.108300163074034,
33.8467674,0.073229,15.2514305,20.1737862,58.158994922912846,78.601047141146609,
38.2892418,0.0744479,16.0109653,20.3573437,405.869836797046275,254.875790343704438,
35.2084656,0.0729878,15.1155634,21.3304844,0,61.550810706443428,
46.985817,0.0684532,28.9074039,21.9405479,263.172530346579947,203.022515390710652,
76.8676147,0.0784647,12.6633739,24.9703789,30.021638702511098,322.616875442394075,
47.759552,0.0641884,29.9948654,22.6857624,0,818.394107195711513,
55.3032227,0.0743253,14.805232,21.5709782,0,61.981412791844562,
45.3995552,0.0731028,15.3869505,19.9384995,134.422741184952827,146.784292433059250,
75.2605286,0.079541,12.4823341,24.9363537,740.450523547970533,166.087918009725655,
,0.0888652,,,0,335.877686100719075,
39.505928,0.0704043,20.8078728,21.8127785,0,567.438895543103058,
45.0623207,0.0607767,35.0011215,22.9184093,452.839649964200930,11.841973559921511,
,0.0758269,,20.5030289,408.961939214948416,57.558585741123821,
42.9072037,0.0643599,42.234375,24.3607426,0,1116.702135472077771,
44.5649719,0.0595078,38.8071098,24.2884674,42.801977946106064,1.703017365221399,
47.2591629,0.0691115,25.2460251,21.7796974,0,613.089996766103013,
42.4127121,0.06524,37.6945534,24.3729591,0,487.663205095690046,
35.0879402,0.0739925,15.0873137,19.5350018,0,150.857938816119827,
75.4840622,0.0790796,12.4978981,24.9457588,1180.760684994781059,96.835023621112370,
35.7888451,0.0737747,15.3101625,20.7264462,0,57.103386557438085,
,0.0848172,,,0,9169.938261646730098,
81.3445969,0.0770509,13.3235054,24.8923416,0,106.460559382638408,
47.8552055,0.0691004,23.8745041,21.5425434,164.886849061853923,126.676724285032165,
44.5240364,0.0638847,36.078125,23.0302868,307.817854508397488,154.329985507335579,
34.3856201,0.0741696,15.2889423,20.4493866,0,346.932933564970426,
34.9938507,0.0744808,15.2038336,20.1828842,112.892480350928082,83.728216475080501,
45.2295952,0.0647583,34.9233856,23.0399189,947.849314617707478,64.749877186222918,
43.5799294,0.0683165,29.9927273,22.0282135,619.788818801195021,32.254933556713972,
45.0519524,0.0601997,35.6837234,23.0235462,0,233.696626956571095,
42.2797356,0.0744356,15.8546696,20.1845245,605.407270856119453,9.003806487219070,
45.0712967,0.0650777,35.540596,23.0914421,0,1164.968990968071239,
47.2053528,0.0693796,23.682766,21.7026329,343.573362206978459,612.719827297558822,
44.7905846,0.0678208,31.8029575,22.197464,0,782.220067295089507,
35.3750114,0.0720507,15.6260595,21.7402039,501.586407757979146,286.110254548326509,
46.1283112,0.0641883,33.0446968,22.9156399,0,495.642756368006246,
34.7598152,0.0744343,15.4946947,20.0026817,298.867322677273421,151.551385261178694,
35.4114647,0.0743092,15.6881447,20.3788242,193.582219561841896,141.727495524322848,
,0.0763277,,20.5011806,0,173.078911201208001,
39.6612816,0.0702407,21.2483063,21.8448982,0,87.791631080233373,
44.4826889,0.0654322,37.1110764,23.1277924,1173.160097538601349,201.701048062647260,
42.3912048,0.0663673,33.3730087,23.0864468,809.065028345982910,147.995602929166154,
47.8534966,0.0672082,31.3093548,22.5431824,0,60.532095249651867,
,0.078069,13.3000002,22.9261131,44.143769928963223,71.997752932086755,
34.8420448,0.0740605,14.8767443,20.9559288,441.146660475825854,191.600265674593260,
38.2502556,0.0743517,15.8416882,20.3792133,0,172.173735097159437,
39.8652191,0.0720478,15.3735819,20.2520981,430.625699328391704,155.640346405025525,
45.1002045,0.0606074,34.7544441,22.9157047,91.097006583903863,75.835561842934212,
41.3770714,0.0671021,28.9280624,23.234333,0,351.195024954325277,
