index,Prevalence,NO2_KRIG,O2_KRIG,pm25v2_KRIG,pm25v1_KRIG,NEAREST_OPENSPACE,NEAREST_ROAD,target,asthma_hotspot_probability
1267,16.5,57.2634926,0.0722376,18.359602,23.5667858,117.44588364102437,47.10739409367662,1,1.0
894,0.0,47.4445877,0.0681494,29.8405285,22.0952625,0.0,1217.7414114689063,0,0.0
1255,3.9,53.9411163,0.0713437,18.1803646,23.5392895,238.06842763280412,26.852609603896035,1,1.0
311,9.1,47.3479385,0.0714695,15.7572317,22.2060757,0.0,37.73882066235844,1,1.0
215,9.1,49.05867,0.0712038,15.7920246,23.5284252,0.0,63.39926446622332,1,1.0
948,18.8,49.9991837,0.0704375,17.4489365,23.4737873,251.84783415755408,74.78759242318174,1,1.0
1,0.0,31.2667561,0.0688207,14.3981123,19.9560719,490.98390173042577,278.21761121629294,0,0.06
978,0.0,65.521637,0.0803763,12.1764708,24.8155251,369.7268837541199,42.029175583638725,0,0.29
154,0.0,44.4145737,0.0690373,26.4097595,21.8681927,0.0,258.4090451895121,0,0.0
632,8.8,53.2593498,0.0707176,17.2020111,23.2467136,48.36356538705262,52.391795646845424,1,1.0
625,22.2,41.4802856,0.0727356,15.971406,20.9424782,49.940919906565775,51.55859700150711,1,1.0
601,0.0,41.5928612,0.0696497,23.8029995,21.8546505,882.8251973063387,490.6335686664964,0,0.0
765,4.8,33.3685532,0.0700635,14.7798529,19.1234226,43.57328013955021,78.73735719265696,1,0.7
959,0.0,39.7527924,0.0694147,24.6200981,21.9722862,1313.4184143411169,161.9813112026605,0,0.0
494,12.4,78.5636826,0.0772558,13.1113329,23.9438972,13.615735107544896,20.06800606702783,1,0.94
927,0.0,35.4524269,0.0738584,15.1444082,20.7943459,244.72149437209237,346.59968558863966,0,0.0
681,0.0,45.3176804,0.059,35.2635498,25.0646515,241.7138767131989,36.96707776502513,0,0.14
850,0.0,45.162468,0.0599043,34.9306488,23.0353909,774.218961507037,186.63408326942033,0,0.0
227,9.7,49.8560867,0.0714862,15.2857466,23.5577221,41.31801179861699,80.8881011521815,1,1.0
964,7.3,45.0546417,0.070237,15.9506159,23.4493504,26.32649537142988,88.58396345177545,1,1.0
583,17.2,54.940876,0.0709405,17.4472656,23.3794975,581.7149081508629,26.70525956794059,1,1.0
420,8.2,47.1105576,0.0708777,15.8183022,23.5024796,39.969834675201625,43.42776595151031,1,1.0
666,0.0,42.5586433,0.0647824,40.2206535,24.5221558,395.8121103226898,963.7056738517576,0,0.0
881,9.5,47.4575005,0.071368,15.8280201,22.2114048,63.93153374103266,76.9599695398919,1,1.0
597,4.8,60.9630432,0.0741818,14.4293003,23.5189018,174.2042500164897,38.45214870927633,1,1.0
963,11.4,65.584053,0.0735618,15.7144585,23.3799801,258.39900717385046,188.22899147080872,1,0.94
849,9.0,54.4252739,0.0710945,18.0978966,23.4996738,47.37980220095868,29.29061321007619,1,1.0
463,0.0,35.1716805,0.0743902,15.5955448,20.4625607,409.1368086626848,1027.8775287817837,0,0.0
550,0.0,78.7723083,0.0771727,13.2280693,24.8617344,0.0,442.6655654439467,0,0.01
911,10.6,56.07687,0.0726913,15.5785246,22.3151455,47.570616301734816,161.08490451523522,1,0.98
457,16.5,37.9569206,0.0737655,15.5585098,20.3231411,39.29104726872664,30.60260835494104,1,0.87
1349,10.9,44.3122673,0.0731291,16.1807499,20.6782074,312.4332631642628,37.782213511508814,1,0.99
51,0.0,47.0490189,0.0687987,27.0917225,21.8592091,0.0,216.4428594835225,0,0.01
86,0.0,74.1397705,0.0778355,13.0592852,24.7879562,75.89607757756342,26.385451547859024,0,0.37
1343,15.2,47.0818176,0.0720726,15.1942844,21.5213795,360.4897407955451,25.88451987982778,1,1.0
1367,14.9,41.5117607,0.0710955,17.8948517,21.6313896,128.37974600763235,15.436250940731364,1,0.94
45,7.9,44.7982864,0.0716288,15.4019747,21.5216999,256.95386225547986,48.17765094728133,1,1.0
639,0.0,43.6091385,0.0649226,38.590683,23.2136631,0.0,207.19588520437128,0,0.06
326,0.0,46.665081,0.0666887,33.7075348,22.7545605,293.8442811026789,12.659626071009887,0,0.03
300,18.1,28.7026176,0.0670547,13.2904367,22.7460461,0.0,35.875952606265884,1,1.0
892,0.0,45.405262,0.0618851,32.5402527,22.8876247,555.8628484201469,455.562861377207,0,0.0
600,5.6,51.9831505,0.0720008,15.8313761,22.390892,24.67194854615537,83.09035839054955,1,1.0
500,0.0,44.8864021,0.0599896,37.277092,23.3436146,0.0,474.4327613823448,0,0.0
565,0.0,43.9326172,0.0683468,29.9009476,21.9924679,155.47314645951775,115.07164718696475,0,0.01
40,0.0,35.1854439,0.0743491,15.6278133,20.4469757,90.89496483574601,330.6670449429613,0,0.01
490,0.0,42.4356308,0.0651777,38.0426407,24.3818283,407.2025143239815,626.4451179170587,0,0.01
446,9.2,72.1459503,0.0755039,14.585413,24.2134247,0.0,49.148059226880136,1,1.0
519,0.0,38.3863678,0.074426,15.9789743,20.3628292,255.11813552406412,307.1187389807156,0,0.01
402,17.1,34.8132477,0.0746709,15.3041143,20.6770115,73.8933997207219,100.08293991171924,1,0.78
238,0.0,44.4843063,0.0673096,33.0812912,22.4909077,483.8380880978229,251.5606051829803,0,0.0
546,9.8,48.5592842,0.0708878,16.2728443,22.1691074,18.375268611177944,39.85043280567294,1,1.0
30,9.1,64.8757401,0.0728196,17.4353828,23.2981758,0.0,31.496951114652905,1,1.0
6,0.0,35.390274,0.0743598,15.7022171,20.3802891,68.16774013995763,150.85356630617954,0,0.05
72,0.0,47.1128273,0.0689853,26.0174809,21.8218231,0.0,290.36279095433906,0,0.0
225,0.0,44.1423721,0.0617451,41.0736504,23.6895599,745.0165953353,29.305180702654543,0,0.05
1239,15.7,34.2983284,0.0724857,15.7675915,21.1526508,66.76400750943877,48.9890997238644,1,0.82
683,0.0,45.6859436,0.0607413,30.3855572,22.8601551,1533.7741974883247,332.1717112291987,0,0.0
987,3.5,68.4037781,0.0737941,16.1695156,23.5510139,0.0,141.003504669218,1,0.99
694,18.4,44.7440262,0.0720511,15.2295847,21.0202389,130.22796953992423,63.43808805758973,1,0.99
352,20.8,36.3303909,0.0712082,16.7903938,21.8971348,88.86366040217305,101.09705016740996,1,0.94
568,5.5,37.6621399,0.0707103,13.4191399,23.5189056,72.84968706015978,42.899520834570986,1,1.0
919,0.0,44.2643852,0.0649985,37.1556549,23.1659756,104.7127181928307,400.31829336308806,0,0.0
842,0.0,32.4025497,0.068792,14.7546892,21.5428467,156.09550785927087,151.04330659131952,0,0.18
20,0.0,44.3819809,0.065258,37.394268,23.1569118,51.10656344397661,529.6500222783055,0,0.0
360,8.5,74.275032,0.076139,14.2761822,24.3820705,8.531582992920304,63.578538734094245,1,0.99
93,11.9,43.6659737,0.0714438,14.4472065,23.5770588,281.0646361810046,32.225987061516314,1,1.0
723,0.0,45.0712967,0.0650777,35.540596,23.0914421,0.0,1164.9689909680712,0,0.0
538,0.0,48.5262222,0.0683752,26.7024117,21.7189198,43.353594743190015,425.3990592159812,0,0.0
1084,4.4,80.2085342,0.0774944,12.8652115,24.4425144,0.0,63.47611383059266,1,0.96
711,15.0,37.5757828,0.0672398,15.2744446,23.1985321,61.34336156632285,59.76010880640688,1,0.99
267,8.8,34.6656227,0.0662437,14.9410782,22.8316078,157.60172481798125,34.45627869596318,1,1.0
922,15.7,41.0235519,0.070659,19.7664108,21.7274303,251.88879002843487,30.54916213873147,1,0.94
666,15.8,40.7764931,0.0704346,20.737278,21.7618046,37.623105111985694,106.7728475096959,1,0.61
1017,17.9,34.1928062,0.0707978,15.2007132,19.531189,0.0,54.587584007698325,1,0.67
579,4.4,64.0885315,0.0730426,16.3540573,23.3768787,57.92951773312916,169.2726086077739,1,1.0
1136,9.5,35.5603867,0.0714879,15.8871546,21.9000854,18.309086793591877,59.4518129320542,1,0.99
576,0.0,36.5595779,0.0731658,15.6311111,20.9564323,0.0,523.1179849047438,0,0.02
546,0.0,37.4404411,0.0721201,15.4486752,20.134346,117.70766399843316,63.10665917721001,0,0.09
103,0.0,46.799221,0.0687081,27.6485729,21.8777924,62.02882336481778,79.57701144499421,0,0.05
461,0.0,34.670372,0.0738944,14.9521132,21.0138264,0.0,19.397232174250483,0,0.15
306,5.9,56.1411209,0.0711668,17.5376015,23.3842125,12.417664284026076,48.24056732264943,1,1.0
938,9.4,70.9087524,0.0746942,15.3766203,23.6571751,13.190852651288578,80.02658900458947,1,1.0
646,0.0,47.7934074,0.0662711,31.5369873,22.7046394,0.0,547.2583574391018,0,0.0
1025,8.3,46.167099,0.0721451,15.1952562,21.0970554,133.42144099251234,52.93860321479267,1,1.0
323,7.8,60.4813919,0.0720413,17.8330479,23.3394661,104.9559220760299,98.06734444193305,1,1.0
764,0.0,47.5834541,0.0642538,30.500349,22.7230148,0.0,564.3234778337675,0,0.0
463,11.8,30.9063416,0.0687662,14.5650606,21.0756607,18.837467265417096,55.3478924664072,1,0.92
614,23.3,46.6661263,0.0721373,15.1804647,21.2506084,142.92152079675682,48.058998242177886,1,1.0
181,4.2,62.3506126,0.0729195,17.2081928,23.3904209,33.37095914342232,115.50175722001092,1,1.0
914,0.0,45.2687645,0.0596626,34.6389542,23.1567383,31.696156080663567,24.086209417556518,0,0.07
1078,10.8,75.6031647,0.0774408,13.3332329,24.712862,35.325961844076765,86.99992978323787,1,0.9
736,0.0,34.8420448,0.0740605,14.8767443,20.9559288,441.14666047582585,191.6002656745933,0,0.04
127,11.5,80.466362,0.0773942,12.9425993,24.7435741,54.23706309337549,62.65611045702761,1,0.93
1368,16.7,42.1499176,0.0719083,16.366766,21.285614,66.31748772524809,23.18861897741339,1,1.0
403,5.4,37.0193024,0.0705397,13.4347801,23.5071068,230.72741375823827,55.03348287297985,1,1.0
797,0.0,32.6130524,0.0696068,14.5573111,19.7592907,757.4523496157597,21.271700877206737,0,0.14
859,8.8,55.8835335,0.0712707,18.0941448,23.4742126,12.209683478028172,82.97268059746004,1,1.0
39,24.1,79.7624588,0.0767377,13.2807951,24.8429222,138.70030343298504,58.4161997780164,1,0.94
472,11.3,40.259182,0.0710568,13.8390322,23.5493183,77.4195298437113,58.83092252530126,1,1.0
760,14.1,37.1862259,0.0668239,15.2836838,23.1418228,0.0,71.25835537494582,1,0.98
910,0.0,77.8669815,0.0785364,12.7093229,24.880537,665.9751641047043,271.44822628409065,0,0.04
339,10.2,59.450592,0.0718624,17.93083,23.3733673,23.795227031082327,57.44500042997058,1,1.0
200,8.5,36.4950294,0.0689263,15.3956184,21.6376743,233.59341683204576,17.57755672694563,1,0.79
859,0.0,45.1311913,0.0613194,33.065773,22.8948746,0.0,383.64452584983786,0,0.0
885,0.0,44.0836449,0.0678105,31.716795,22.2526798,0.0,204.45176949868164,0,0.0
649,9.8,63.6657791,0.0726128,17.5589447,23.2889309,601.8327841533879,10.665262786714576,1,0.94
330,11.7,42.658802,0.0692034,16.2267036,22.6610451,0.0,9.682869623949497,1,0.97
832,0.0,38.2416115,0.0696446,22.7015743,22.082283,584.8816205621932,94.29023639042978,0,0.05
272,10.0,49.0430031,0.0702149,17.2862167,23.4569016,39.463472758310566,39.779369429585024,1,1.0
967,7.9,58.3319321,0.0720176,18.4984798,23.4803486,169.77284357610736,90.86135791764333,1,1.0
485,0.0,46.8420525,0.0691376,25.2105083,21.804533,163.33312276389222,65.25447937730024,0,0.01
591,5.5,49.5072823,0.0705651,17.2297459,23.4805603,105.17713758672308,36.026563684036354,1,1.0
1270,10.6,71.2453232,0.0791909,12.6555233,24.7978535,38.38340402347133,58.9085444960981,1,1.0
1150,11.1,37.5617104,0.0715132,15.4007835,20.2493134,0.0,34.7432344408686,1,0.95
559,0.0,48.4674339,0.06843,26.7771053,21.7328987,441.24670928903777,336.4253447971185,0,0.0
462,0.0,46.4298782,0.0688575,26.8846302,21.863718,475.7244029318988,964.0296360786857,0,0.0
299,0.0,44.4332008,0.0596576,39.4411392,24.2175713,105.32452392093472,62.33100136521201,0,0.1
869,11.7,71.687088,0.0765167,13.6717386,24.1991482,0.0,74.0222992396288,1,0.99
198,0.0,66.5217285,0.0744935,14.9623394,23.4126568,201.55994949349028,308.00844043819825,0,0.19
746,9.4,42.7837219,0.0713114,14.4134865,23.5672188,275.60396384501723,38.8185222260222,1,1.0
1278,3.9,60.7784348,0.072432,18.1169014,23.4190121,334.79960351419714,22.347672585374255,1,0.99
916,0.0,75.2256699,0.0768202,13.7190571,24.4362431,0.0,845.7858239334035,0,0.13
827,8.3,44.6559067,0.0719295,15.2403965,21.153595,12.32229448495368,139.3415310364659,1,0.67
584,12.4,33.0200005,0.0696556,12.2160406,22.9884491,233.55173524915236,92.08214733681871,1,0.98
631,0.0,45.0320778,0.0651154,35.6646385,23.1002312,0.0,1387.9283722675743,0,0.0
697,0.0,76.8676147,0.0784647,12.6633739,24.9703789,30.021638702511098,322.6168754423941,0,0.03
1012,5.0,42.5787392,0.070199,15.8886337,21.9411545,0.0,66.64596630381637,1,1.0
771,15.3,73.0729141,0.0769325,13.552866,24.2474575,54.947488395849625,145.61806492631456,1,0.89
851,19.0,46.3428535,0.0720635,15.1794357,21.3152275,13.352882650836348,26.35654280114153,1,1.0
53,21.4,43.5366783,0.0739632,15.8450174,20.5387249,0.0,87.5528643496874,1,0.89
1208,10.2,39.2789536,0.0709281,19.1696453,21.7501621,39.485106140190254,31.777018916845194,1,0.99
1281,14.3,69.177063,0.0749211,14.8515501,23.6306038,100.63677198416552,0.897021768,1,0.99
1029,7.9,51.7882233,0.071384,16.3347187,22.2463779,13.045594193942785,37.334897158912234,1,1.0
761,0.0,48.4472466,0.0681486,28.0456963,21.9517689,0.0,457.34720734164097,0,0.0
1028,10.2,59.8335762,0.0719153,17.8433266,23.352951,119.31525353414575,25.630680917143664,1,1.0
18,0.0,35.3963203,0.0745663,15.8312473,20.3545494,0.0,506.6549155503835,0,0.0
877,7.4,51.7078514,0.0714665,16.2433872,22.2526894,0.0,77.75807998222196,1,1.0
374,10.6,59.9764557,0.0730884,15.582675,22.3513432,0.0,109.36727990234264,1,1.0
805,9.2,51.9375877,0.071068,17.6571693,23.5236702,468.4231431442645,29.281993998801525,1,1.0
1318,8.0,61.4087524,0.072241,17.8694363,23.334631,71.80179416632909,73.28342645544033,1,1.0
468,0.0,44.789444,0.0596314,37.6705551,23.7833118,0.0,8.54033208165202,0,0.01
1145,7.5,34.9484596,0.0661833,14.9905596,22.8641872,255.51897144679745,22.172149855627808,1,1.0
913,0.0,41.9762306,0.0744228,15.8446064,20.1732883,226.07446269009793,191.15802868765627,0,0.08
595,16.8,45.3543129,0.0704174,16.1469059,22.119257,47.9152003289467,20.341432620304253,1,1.0
854,11.1,67.8914566,0.0761484,13.7051706,24.0060062,49.9599013388158,113.6210318137354,1,1.0
847,0.0,35.2009087,0.0728459,15.1494656,21.3956604,70.7672937330409,102.06188656281233,0,0.13
23,0.0,77.0,0.0809251,13.3000002,23.7817898,513.4931195221367,234.77020892571656,0,0.01
821,0.0,38.4638062,0.0725203,15.451642,20.1930103,0.0,265.8956019265168,0,0.01
1034,17.0,48.6906395,0.0714784,15.1152725,23.5653992,72.553952586999,57.29921422887536,1,1.0
786,0.0,35.1990166,0.0743929,15.1321526,20.6150455,0.0,385.387869453478,0,0.0
1257,11.5,49.8560867,0.0714862,15.2857466,23.5577221,41.31801179861699,80.8881011521815,1,1.0
113,0.0,44.9716644,0.068654,28.2738171,21.9030457,406.8371696180917,272.44021029942377,0,0.01
923,0.0,35.9987183,0.0733546,15.4397335,20.9369698,12.625773207501773,185.0604901088651,0,0.02
326,60.0,28.6093788,0.0667862,13.3953876,22.722168,172.14204267174833,103.96203285961884,1,0.99
357,0.0,43.672821,0.0689198,27.0810947,21.8944111,0.0,500.109432654314,0,0.0
861,10.9,78.2674103,0.0769937,13.4900942,24.6985054,71.36853920297898,33.910894153590505,1,0.99
456,0.0,45.945282,0.0682309,30.2049255,21.9923668,791.8545208151672,73.17677238793142,0,0.0
974,0.0,45.2722435,0.065521,36.0449791,23.1013813,0.0,597.8083934041565,0,0.0
936,12.6,74.275032,0.076139,14.2761822,24.3820705,55.303662562765375,48.346266287268605,1,1.0
1289,6.5,48.2189713,0.071382,15.8913364,22.235775,0.0,95.99329119101674,1,1.0
351,6.3,59.8522949,0.0762493,13.1052151,23.9570274,183.3770637681468,35.35610442528457,1,0.99
407,10.6,35.4777679,0.0660362,15.1099024,22.9101963,58.20318781783276,31.13416812999653,1,0.98
596,8.5,59.7763863,0.0719795,18.0580139,23.3855591,62.159256404042885,42.213855252314254,1,1.0
680,0.0,76.1357422,0.0792524,12.5462914,24.9515495,675.5990750791946,19.86460840781527,0,0.01
492,0.0,44.6729774,0.0597435,38.2820892,23.781599,112.96231232899883,37.77347999194957,0,0.08
1234,11.0,60.9204102,0.0739859,14.6368923,23.504694,1.681158399392439,84.24420216356535,1,0.99
298,9.5,43.8135033,0.0722758,15.2967815,20.4527016,57.9990130316078,30.216299452343243,1,0.94
212,0.0,42.3299942,0.0652447,37.6053848,23.2568932,0.0,1464.7335355362227,0,0.01
134,0.0,35.5005455,0.0718919,15.8568163,21.7944088,0.0,292.6024435563869,0,0.02
110,0.0,47.6286736,0.0687322,27.2829609,21.8566399,0.0,466.45373533042016,0,0.0
1261,22.6,42.5535202,0.0717492,16.3939476,21.3589725,98.25061151304845,70.27481724366129,1,1.0
145,12.0,41.983223,0.065255,37.3618011,24.7480831,355.8411736532894,140.35381646204627,1,0.68
1104,15.6,43.3940353,0.0729022,15.8948231,20.8577728,110.1893916447748,28.51586171303599,1,0.99
2,8.5,35.5748558,0.0728277,15.3943233,21.3530006,34.09865607178115,98.70304791667056,1,0.67
1119,11.8,41.9512787,0.0664074,31.7056618,23.7693405,1402.9314134032163,62.60729105565152,1,0.75
588,16.8,71.0685883,0.0746597,15.1333122,23.7136269,33.66073314137571,56.53420845598031,1,1.0
108,0.0,47.8760948,0.0638751,29.2582092,22.6576729,0.0,535.6540259906271,0,0.0
347,6.9,36.525177,0.0676104,15.4611807,22.7133045,109.33513409187964,181.09043078528393,1,0.55
65,0.0,45.4051132,0.059,37.235363,25.6293812,0.0,1679.9044310084128,0,0.0
271,15.0,34.9199295,0.0692083,13.9457331,23.3675747,99.27723549731549,145.8113837390635,1,0.89
385,19.7,33.9006233,0.0668644,14.3879709,22.9214115,61.43925540819061,95.22996338688073,1,1.0
21,0.0,43.2008591,0.0665842,33.7920341,22.9542828,0.0,96.27932679936937,0,0.02
783,10.7,57.2041779,0.0713772,17.5610199,23.3647385,38.9064337774756,69.17830240306533,1,1.0
449,10.6,72.2640915,0.0757886,14.3037205,23.8539886,97.68302032184643,73.07889700931942,1,1.0
277,18.2,46.3788986,0.0721014,15.182972,21.2465,427.24722421986314,38.867318345180806,1,0.98
665,0.0,36.0130272,0.0742584,15.49014,20.4442654,274.53728140857635,1485.4553443647956,0,0.02
1335,6.4,45.4315338,0.0693235,16.6844997,23.3888817,126.02220684137272,110.56014703276162,1,1.0
250,7.5,33.6500511,0.0691317,13.6325159,23.2883835,38.763967834543095,32.60583343791709,1,1.0
695,0.0,35.2084656,0.0729878,15.1155634,21.3304844,0.0,61.550810706443436,0,0.07
739,0.0,45.1002045,0.0606074,34.7544441,22.9157047,91.09700658390386,75.83556184293421,0,0.15
1146,13.6,38.0425987,0.0712947,18.0738373,21.7696152,213.3408240791924,50.85840335235629,1,0.99
153,0.0,46.5598297,0.0693707,24.0766087,21.7740459,738.182191006195,213.27166614076037,0,0.0
799,5.3,70.7336349,0.0745428,15.3122845,23.6779232,277.08104920805783,35.42374493095314,1,0.98
621,14.2,72.6421356,0.0767992,13.6908121,24.1082878,24.62926234840061,77.5421277576027,1,1.0
425,12.9,43.8037567,0.071371,14.829978,23.557703,394.1754904723039,37.45936217398643,1,0.99
279,21.0,35.5355759,0.0661338,15.0815058,22.9379807,40.90396217793764,129.58294952131945,1,0.98
607,0.0,42.1621284,0.0660189,34.2133064,23.15658,0.0,117.09359434480837,0,0.04
1161,13.3,58.305706,0.0720616,18.5317478,23.4888096,463.175207078332,24.54387740051431,1,1.0
256,8.8,55.61343,0.0716144,16.7568283,22.6781998,0.0,104.93890405713287,1,0.99
423,13.2,69.3365479,0.0741202,15.7124996,23.6385422,0.0,63.18569243786118,1,1.0
29,0.0,44.1215935,0.0603351,41.3073158,24.259758,0.0,53.10877690647471,0,0.07
801,0.0,38.4051437,0.0706274,19.8452778,21.8216839,40.95028038239408,400.1874091287431,0,0.0
268,0.0,77.0091934,0.0782593,12.7099247,24.9517212,308.4531318647309,182.23178698407003,0,0.02
316,11.0,77.1579742,0.0788352,12.8748436,24.1429214,70.47333383304527,74.19239000630881,1,0.97
904,0.0,36.5588875,0.0706393,18.7470016,21.8902931,0.0,76.87857597382681,0,0.82
358,0.0,38.1146393,0.0696555,22.4483986,22.0821209,235.26670121257635,476.64880005862864,0,0.02
435,14.6,43.9755859,0.0733625,16.0015888,20.65942,19.491474217364853,70.22271171382837,1,1.0
928,0.0,35.5005455,0.0718919,15.8568163,21.7944088,101.34957950900046,156.40766022478672,0,0.14
269,0.0,35.2532196,0.073974,15.6115351,20.3892498,75.35462652092366,176.94989382140818,0,0.13
870,0.0,33.9369011,0.0734362,15.2571659,20.2279167,0.0,490.93708851250574,0,0.02
738,5.4,37.211937,0.066415,15.5003185,23.0272121,156.4144059582295,99.57058543821667,1,0.99
376,0.0,42.3401527,0.0683983,29.2963619,22.1343365,515.2795613470648,213.29121959707828,0,0.0
356,8.6,33.4872246,0.0700874,12.3587494,23.1362305,0.0,106.04228445342062,1,0.92
673,0.0,46.075901,0.0740843,15.221509,19.5975037,52.495424315045646,457.6713190984634,0,0.1
840,0.0,47.2976685,0.0688264,26.8871746,21.8457527,0.0,649.3599428883907,0,0.0
538,26.6,44.0340385,0.0715851,15.3782711,21.389185,58.139289124111386,29.2989635403604,1,1.0
976,10.2,65.5128174,0.0739606,15.6276541,23.3861713,294.01816950006145,28.135434430413465,1,1.0
167,0.0,78.4800873,0.077298,13.0661316,24.9087143,436.1172230693079,38.012116780815354,0,0.17
188,9.6,48.6169243,0.0710813,15.9327688,23.5173912,85.62997449583105,33.2412339210078,1,1.0
176,4.7,31.4068184,0.0688297,13.0839968,23.0377312,49.76756440805951,36.25384919403324,1,0.97
1188,8.7,29.6239243,0.0674024,13.3584146,22.8004436,55.94058374424361,51.30799095170622,1,1.0
183,0.0,39.7914085,0.0703265,21.0932598,21.8170795,424.9837579260158,98.24684812341104,0,0.12
193,18.8,29.6825924,0.0667598,13.5696745,22.7272243,798.7993907402252,16.29683963881663,1,0.89
633,10.2,66.8577118,0.0735822,15.9965248,23.5677547,0.0,116.5200740803476,1,1.0
156,13.9,48.2461624,0.0713682,15.2369928,23.5535603,26.13102986909216,44.45369366555504,1,1.0
163,16.9,32.5012627,0.0692614,14.8488503,21.3162785,34.252835594884964,83.7723332617759,1,0.95
1112,7.5,33.0944214,0.0666564,14.2417812,22.837286,202.9565618246028,42.40034314761464,1,1.0
278,4.5,36.9033165,0.0701996,13.779542,23.4903965,55.78034049579514,30.37666126927371,1,1.0
628,13.5,32.5018425,0.0696614,14.7234373,20.7025337,376.1197294183102,28.16140495765116,1,0.96
657,0.0,35.5667839,0.0709369,17.7308884,21.5097504,584.8625375761549,243.87361833041345,0,0.01
878,0.0,45.6062889,0.059,33.9828911,23.7800274,147.15797433817923,139.3707762535543,0,0.13
1243,72.0,54.4519539,0.0714267,18.2928848,23.5404797,51.63680523130144,42.56328291265477,1,1.0
380,13.3,66.8758621,0.074411,15.1704912,23.4769382,16.98170993973208,64.91851539177878,1,1.0
228,9.8,32.0423927,0.0663015,14.127389,22.7435684,86.77489636692562,123.98553403715944,1,1.0
605,14.6,43.4349594,0.0731839,15.8697462,20.7634964,9.43567765919548,38.77072042745794,1,0.98
701,0.0,75.2605286,0.079541,12.4823341,24.9363537,740.4505235479705,166.08791800972563,0,0.06
1282,10.9,36.6105499,0.071197,17.8364258,21.8238106,250.51680205651036,118.16201702923192,1,0.92
898,0.0,74.8588638,0.0795332,12.4291592,24.9590168,632.9337253354878,98.75053239791644,0,0.04
746,0.0,40.9043617,0.0695845,24.0248985,21.8854523,0.0,142.1909409449789,0,0.01
140,12.6,77.6184921,0.0776512,13.0532732,23.9625626,447.62674285069954,25.387526837245307,1,0.88
529,17.1,50.4188805,0.0709831,17.0578556,23.5097046,22.62997569443108,32.36725257390116,1,1.0
320,0.0,78.2999191,0.0775202,12.9231606,24.977705,331.51012124645735,742.2410284226307,0,0.04
342,12.5,39.5603981,0.0676139,15.6895761,23.2668457,15.98329913214042,83.88749307756433,1,1.0
800,9.2,48.7176819,0.0709659,16.2334175,22.168129,152.53994522954028,29.070090685979142,1,1.0
1223,4.5,37.6754608,0.0715025,17.423296,21.7663898,125.01310921386394,108.74291210813092,1,0.99
117,0.0,47.5120964,0.0637596,30.1459599,22.7266941,0.0,47.75113789899417,0,0.03
1351,4.7,64.0885315,0.0730426,16.3540573,23.3768787,59.033583153202976,162.58836253101472,1,1.0
1219,6.5,56.0420876,0.0716788,18.5391235,23.5301704,40.16507793201612,38.923578493324605,1,1.0
960,3.1,35.8048706,0.074455,15.7240438,20.3329735,0.0,33.528178156347046,1,0.86
726,10.1,45.9062157,0.0698825,21.5589809,21.7072945,13.023132013474058,72.9354616951503,1,0.94
15,13.8,33.3616829,0.0667011,14.2990675,22.8597298,128.45736394613894,43.179718877623195,1,1.0
884,0.0,44.4499359,0.0666303,34.5525932,22.803463,218.39860168229305,209.59603491264724,0,0.01
293,20.3,42.1073799,0.073067,15.8203773,20.8264122,31.94517097656013,79.26212498859049,1,1.0
1341,6.9,43.3515129,0.0640863,42.3757439,23.4685707,37.62511500475147,67.35897193306963,1,0.97
823,0.0,40.6023712,0.0690378,26.3538971,22.0421772,118.00918239431476,451.6396230257756,0,0.01
808,0.0,45.477829,0.0684184,29.4354763,21.9333057,1115.7805099688655,115.68489049016372,0,0.01
582,4.8,52.1819305,0.0708839,16.8361225,22.7427635,71.29489634878615,77.92066438533328,1,1.0
669,8.1,37.723835,0.0746162,15.8670702,20.3208771,0.0,53.28577281419695,1,0.94
1062,12.6,55.9586411,0.0711704,17.8467884,23.4440022,94.32611603496179,43.20003361181112,1,1.0
522,0.0,46.5892639,0.0690565,25.7273483,21.8314743,298.5069074164496,12.364832674528383,0,0.04
475,14.3,52.8157463,0.071461,17.1683235,23.5514469,33.02539194023477,35.37394415687757,1,1.0
1143,11.7,52.8157463,0.071461,17.1683235,23.5514469,29.95360366314396,31.05403125366393,1,1.0
205,15.3,32.1505241,0.0667652,13.9803009,22.8041935,27.141229119398545,69.08058831058891,1,0.99
554,0.0,45.1945724,0.0665473,34.8197975,22.7955246,4.741003644692388,763.4868846815494,0,0.0
165,0.0,43.1628761,0.0737753,15.5196438,19.9221535,505.1125938165047,380.3936137274132,0,0.01
1357,37.1,54.048233,0.0717856,16.9515018,23.5816956,223.2460601179406,21.463080492752376,1,1.0
209,0.0,34.7285881,0.0705181,15.0690823,19.7599545,0.0,542.0564186882414,0,0.0
73,0.0,35.7332497,0.0708098,17.991148,21.6511402,633.4703364361077,252.70577862672903,0,0.04
149,0.0,41.9350929,0.0664781,32.3185463,23.1062374,0.0,335.7751633268114,0,0.0
427,0.0,48.2092743,0.0686459,26.7431164,21.7536736,389.82281404150336,222.62379703567484,0,0.0
529,0.0,42.9315491,0.0640981,42.9065437,24.5979862,347.90368389091526,227.1086871386332,0,0.08
241,0.0,34.7598152,0.0744343,15.4946947,20.0026817,304.5437522148094,40.71984021964838,0,0.11
603,6.4,31.8124619,0.0679518,13.683465,22.9881649,62.69185269260942,52.631970384750005,1,1.0
